Sample,
blk1,
blk2,
blk3,
SL std mix1,
SL std mix2,
blk6,
M123-samblk1,
M124-samblk2,
blk7,
M112-124 QC Muscle1,
M112-124 QC Muscle2,
M112-124 QC Muscle3,
blk8,
M112-Muscle 1981,6.3
M113-Muscle 1460,7.5
M114-Muscle 1462,6.8
blk9,
M115-Muscle 1463,6.2
M116- Muscle 1464,6.6
M117- Muscle 1972,5.4
blk10,
M118- Muscle 1973,6.3
M119- Muscle 1974,5.1
M120- Muscle 1975,5.4
blk11,
M121- Muscle1461,7.3
M122-Muscle 1982,7
blk12,
M112-124 QC Muscle4,
M112-124 QC Muscle5,
