Sample,C1P d18:1/C16:0 Results,Cer d16:1/C22:1(-H20) Results,Cer d16:1/C22:1 Results,Cer d16:1/C25:1(-H20) Results,Cer d16:1/C25:1 Results,Cer d16:1/C26:0(-H20) Results,Cer d16:1/C26:0 Results,Cer d16:1/C26:1(-H20) Results,Cer d16:1/C26:1 Results,Cer d18:0/C22:1(-H20) Results,Cer d18:0/C22:1 Results,Cer d18:0/C23:1(-H20) Results,Cer d18:0/C23:1 Results,Cer d18:0/C25:0(-H20) Results,Cer d18:0/C25:0 Results,Cer d18:0/C25:1(-H20) Results,Cer d18:0/C25:1 Results,Cer d18:0/C26:0(-H20) Results,Cer d18:0/C26:0 Results,Cer d18:0/C26:1(-H20) Results,Cer d18:0/C26:1 Results,Cer d18:1/C14:1(-H20) Results,Cer d18:1/C14:1 Results,Cer d18:1/C16:1(-H20) Results,Cer d18:1/C16:1 Results,Cer d18:2/C26:0(-H20) Results,Cer d18:2/C26:0 Results,DHCer d16:1/C16:0(-H20) Results,DHCer d16:1/C16:0 Results,DHCer d18:1/C22:1(-H20) Results,DHCer d18:1/C22:1 Results,DHCer d18:2/C22:0(-H20) Results,DHCer d18:2/C22:0 Results,DHCer d18:2/C24:0(-H20) Results,DHCer d18:2/C24:0 Results,DHCer d18:2/C24:1(-H20) Results,DHCer d18:2/C24:1 Results,GM3 d16:1/C14:0 Results,GM3 d16:1/C16:0 Results,GM3 d16:1/C18:0 Results,GM3 d16:1/C20:0 Results,GM3 d16:1/C22:0 Results,GM3 d16:1/C24:0 Results,GM3 d16:1/C24:1 Results,GM3 d18:1/C14:0 Results,GM3 d18:1/C20:0 Results,GM3 d18:1/C22:0 Results,GM3 d18:1/C24:0 Results,GM3 d18:2/14:0 Results,GM3 d18:2/16:0 Results,GM3 d18:2/18:0 Results,GM3 d18:2/20:0 Results,GM3 d18:2/22:0 Results,GM3 d18:2/24:0 Results,GM3 d18:2/24:1 Results,MHCer d16:1/C16:0(-H20) Results,MHCer d16:1/C16:0 Results,MHCer d16:1/C20:0(-H20) Results,MHCer d16:1/C20:0 Results,MHCer d16:1/C22:0(-H20) Results,MHCer d16:1/C22:0 Results,MHCer d16:1/C22:1(-H20) Results,MHCer d16:1/C22:1 Results,MHCer d16:1/C23:0(-H20) Results,MHCer d16:1/C23:0 Results,MHCer d16:1/C23:1(-H20) Results,MHCer d16:1/C23:1 Results,MHCer d16:1/C26:0(-H20) Results,MHCer d16:1/C26:0 Results,MHCer d18:0/C16:0(-H20) Results,MHCer d18:0/C16:0 Results,MHCer d18:0/C16:1(-H20) Results,MHCer d18:0/C16:1 Results,MHCer d18:0/C22:1(-H20) Results,MHCer d18:0/C22:1 Results,MHCer d18:1/C16:1(-H20) Results,MHCer d18:1/C16:1 Results,MHCer d18:1/C18:1(-H20) Results,MHCer d18:1/C18:1 Results,MHCer d18:2/C16:1(-H20) Results,MHCer d18:2/C16:1 Results,SM C30:1 Results,SM C34:0 Results,SM C36:0 Results,SM C38:0 Results,SM C39:1 Results,SM C40:0 Results,SM C42:0 Results,SM d16:1/C23:0 Results,SM d18:0/C16:0 Results,SM d18:0/C18:0 Results,SM d18:0/C20:0 Results,SM d18:0/C22:0 Results,SM d18:0/C24:0 Results,SM d18:1/C12:0 Results,Sphd16:1 Results,Sphd18:2 Results,Sphd18:1-D7 (ISTD) Results,Sphd18:1 Results,Sphd18:0-D7 (ISTD) Results,Sphd18:0 Results,SM C24:1 (ISTD) Results,SM d18:1/C6:0 (ISTD) Results,C1P d18:1/C8:0 (ISTD) Results,MHCer d18:1/C8:0 (ISTD)(-H20) Results,MHCer d18:1/C8:0 (ISTD) Results,Cer d18:1/C8:0 (ISTD)(-H20) Results,Cer d18:1/C8:0 (ISTD) Results,SM d18:2/C14:0 Results,SM C32:2 Results,GM3 d18:1/C16:0 Results,SM C32:1 Results,SM d16:1/C16:0 Results,SM d18:1/C14:0 Results,DHCer d18:1/C14:0(-H20) Results,DHCer d18:1/C14:0 Results,SM C34:2 Results,SM d18:2/C16:0 Results,GM3 d18:1/C18:0 Results,MHCer d18:1/C14:0(-H20) Results,MHCer d18:1/C14:0 Results,Cer d18:2/C14:0(-H20) Results,Cer d18:2/C14:0 Results,MHCer d18:2/C16:0(-H20) Results,MHCer d18:2/C16:0 Results,DHCer d18:2/C16:0(-H20) Results,DHCer d18:2/C16:0 Results,DHCer d18:1/C16:0(-H20) Results,DHCer d18:1/C16:0 Results,SM d16:1/C18:0 Results,SM d18:1/C16:0 Results,DHCer d18:2/C18:1(-H20) Results,DHCer d18:2/C18:1 Results,SM C34:1 Results,SM C36:2 Results,SM d18:2/C18:0 Results,MHCer d18:1/C16:0(-H20) Results,MHCer d18:1/C16:0 Results,Cer d18:1/C14:0(-H20) Results,Cer d18:1/C14:0 Results,Cer d16:1/C16:0(-H20) Results,Cer d16:1/C16:0 Results,Cer d18:2/C16:0(-H20) Results,Cer d18:2/C16:0 Results,DHCer d18:1/C18:0(-H20) Results,DHCer d18:1/C18:0 Results,Cer d18:2/C18:1(-H20) Results,Cer d18:2/C18:1 Results,SM d16:1/C20:0 Results,SM d18:1/C18:0 Results,GM3 d18:1/C24:1 Results,SM C36:1 Results,SM C38:2 Results,SM d18:2/C20:0 Results,MHCer d18:1/C20:1(-H20) Results,MHCer d18:1/C20:1 Results,MHCer d18:1/C18:0(-H20) Results,MHCer d18:1/C18:0 Results,Cer d18:1/C16:0(-H20) Results,Cer d18:1/C16:0 Results,MHCer d18:2/C20:0(-H20) Results,MHCer d18:2/C20:0 Results,Cer d18:0/C16:0(-H20) Results,Cer d18:0/C16:0 Results,MHCer d18:2/C22:1(-H20) Results,MHCer d18:2/C22:1 Results,Cer d16:1/C18:0(-H20) Results,Cer d16:1/C18:0 Results,Cer d18:1/C18:1(-H20) Results,Cer d18:1/C18:1 Results,Cer d18:2/C20:1(-H20) Results,Cer d18:2/C20:1 Results,Cer d18:2/C18:0(-H20) Results,Cer d18:2/C18:0 Results,SM C40:2 Results,DHCer d18:1/C20:0(-H20) Results,DHCer d18:1/C20:0 Results,SM C38:1 Results,SM d16:1/C22:0 Results,SM d18:1/C20:0 Results,SM C42:3 Results,SM d18:2/C24:1 Results,SM C41:2 Results,SM d18:1/C23:1 Results,SM d18:2/C23:0 Results,SM d16:1/C24:1 Results,SM d18:1/C22:1 Results,SM d18:2/C22:0 Results,MHCer d16:1/C24:1(-H20) Results,MHCer d16:1/C24:1 Results,MHCer d18:1/C20:0(-H20) Results,MHCer d18:1/C20:0 Results,MHCer d18:1/C22:1(-H20) Results,MHCer d18:1/C22:1 Results,Cer d18:1/C18:0(-H20) Results,Cer d18:1/C18:0 Results,Cer d16:1/C20:0(-H20) Results,Cer d16:1/C20:0 Results,MHCer d18:2/C24:1(-H20) Results,MHCer d18:2/C24:1 Results,MHCer d18:2/C22:0(-H20) Results,MHCer d18:2/C22:0 Results,Cer d18:0/C18:0(-H20) Results,Cer d18:0/C18:0 Results,Cer d18:1/C20:1(-H20) Results,Cer d18:1/C20:1 Results,DHCer d18:1/C24:1(-H20) Results,DHCer d18:1/C24:1 Results,MHCer d18:1/C23:1(-H20) Results,MHCer d18:1/C23:1 Results,Cer d18:2/C20:0(-H20) Results,Cer d18:2/C20:0 Results,DHCer d18:1/C22:0(-H20) Results,DHCer d18:1/C22:0 Results,Cer d18:2/C22:1(-H20) Results,Cer d18:2/C22:1 Results,MHCer d18:2/C23:0(-H20) Results,MHCer d18:2/C23:0 Results,SM C42:2 Results,SM d18:1/C24:1 Results,SM d18:2/C24:0 Results,SM C40:1 Results,SM d16:1/C24:0 Results,SM d18:1/C22:0 Results,DHCer d18:1/C23:0(-H20) Results,DHCer d18:1/C23:0 Results,MHCer d16:1/C24:0(-H20) Results,MHCer d16:1/C24:0 Results,MHCer d18:0/C24:1(-H20) Results,MHCer d18:0/C24:1 Results,MHCer d18:1/C24:1(-H20) Results,MHCer d18:1/C24:1 Results,MHCer d18:0/C22:0(-H20) Results,MHCer d18:0/C22:0 Results,MHCer d18:1/C22:0(-H20) Results,MHCer d18:1/C22:0 Results,Cer d18:2/C23:1(-H20) Results,Cer d18:2/C23:1 Results,Cer d18:0/C20:0(-H20) Results,Cer d18:0/C20:0 Results,MHCer d18:2/C24:0(-H20) Results,MHCer d18:2/C24:0 Results,Cer d18:1/C20:0(-H20) Results,Cer d18:1/C20:0 Results,Cer d16:1/C22:0(-H20) Results,Cer d16:1/C22:0 Results,Cer d18:1/C22:1(-H20) Results,Cer d18:1/C22:1 Results,Cer d16:1/C24:1(-H20) Results,Cer d16:1/C24:1 Results,DHCer d18:1/C24:0(-H20) Results,DHCer d18:1/C24:0 Results,SM C41:1 Results,SM d18:1/C23:0 Results,Cer d18:2/C24:1(-H20) Results,Cer d18:2/C24:1 Results,Cer d18:2/C22:0(-H20) Results,Cer d18:2/C22:0 Results,MHCer d18:0/C23:0(-H20) Results,MHCer d18:0/C23:0 Results,SM C43:2 Results,SM d18:1/C25:1 Results,SM d18:2/C25:0 Results,MHCer d18:1/C25:1(-H20) Results,MHCer d18:1/C25:1 Results,MHCer d18:1/C23:0(-H20) Results,MHCer d18:1/C23:0 Results,MHCer d18:2/C25:0(-H20) Results,MHCer d18:2/C25:0 Results,Cer d18:1/C23:1(-H20) Results,Cer d18:1/C23:1 Results,MHCer d18:0/C24:0(-H20) Results,MHCer d18:0/C24:0 Results,SM C42:1 Results,SM d18:1/C24:0 Results,Cer d16:1/C23:0(-H20) Results,Cer d16:1/C23:0 Results,Cer d18:2/C25:1(-H20) Results,Cer d18:2/C25:1 Results,Cer d18:2/C23:0(-H20) Results,Cer d18:2/C23:0 Results,MHCer d18:1/C26:1(-H20) Results,MHCer d18:1/C26:1 Results,MHCer d18:1/C24:0(-H20) Results,MHCer d18:1/C24:0 Results,Cer d18:1/C22:0(-H20) Results,Cer d18:1/C22:0 Results,Cer d18:0/C22:0(-H20) Results,Cer d18:0/C22:0 Results,Cer d18:0/C24:1(-H20) Results,Cer d18:0/C24:1 Results,Cer d18:1/C24:1(-H20) Results,Cer d18:1/C24:1 Results,Cer d16:1/C24:0(-H20) Results,Cer d16:1/C24:0 Results,Cer d18:2/C26:1(-H20) Results,Cer d18:2/C26:1 Results,SM C43:1 Results,SM d18:1/C25:0 Results,Cer d18:2/C24:0(-H20) Results,Cer d18:2/C24:0 Results,MHCer d18:1/C25:0(-H20) Results,MHCer d18:1/C25:0 Results,Cer d18:0/C23:0(-H20) Results,Cer d18:0/C23:0 Results,Cer d18:1/C25:1(-H20) Results,Cer d18:1/C25:1 Results,Cer d18:1/C23:0(-H20) Results,Cer d18:1/C23:0 Results,MHCer d18:1/C26:0(-H20) Results,MHCer d18:1/C26:0 Results,Cer d18:2/C25:0(-H20) Results,Cer d18:2/C25:0 Results,SM C44:1 Results,SM d18:1/C26:0 Results,Cer d18:1/C26:1(-H20) Results,Cer d18:1/C26:1 Results,Cer d18:0/C24:0(-H20) Results,Cer d18:0/C24:0 Results,Cer d18:1/C24:0(-H20) Results,Cer d18:1/C24:0 Results,Cer d18:1/C25:0(-H20) Results,Cer d18:1/C25:0 Results,Cer d18:1/C26:0(-H20) Results,Cer d18:1/C26:0 Results
blk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,248.7599365,1307,746,734.4407709,62,2860.865951,0,364.8571313,8,339.3827346,0,1250.562662,0,914,47,7519,0,0,0,0,15330,0,164.276483,0,198.9857956,0,0,0,0,0,0,0,617.4125264,0,802.9686308,0,0,370461.1215,6326.711871,0,0,307.319168,0,75,0,232.6701958,0,1157.742969,0,54,0,0,7092.310967,0,0,44796.88423,3726,0,0,0,0,53,3012.74798,26426.65522,0,0,0,656.3033026,0,0,0,136.7276043,0,0,0,0,486.3967442,317,20896,0,0,35213.4138,153.913542,0,32100.28237,0,1682.919879,0,0,0.640560289,0,0,0,0,0,22.81243557,0,0,599.6890663,2647.365664,0,0,0,0.893923985,0,0,20.55851675,75,1.130035193,0,0,2,0,0,0,260.890302,0,0,0,0.409577427,0.385960587,0,125335.6604,282.3474684,0,99660,146.9301816,264.2654081,0,4,0,0,0,1.035118435,0.490869793,0,0,0,0,216,0,0,0,0,0,21.98803537,0,218.4520728,120.5094632,302.6185574,0,104.6058662,0.71554854,0,0,0,17750.85277,0,146.3303306,195,0,570.9410815,0,0,1012.410207,0,0,0.232477755,0,0,0,0,0,0,164.3063509,0,0,50695.27068,138.976616,0,468.7115752,0,0.491627748,0,6,0,0,0,599.4275556,493.096784,8381.656034,0,243.3015842,0,29,234.7749218,3405.400996,0,895.3346246,0,1.079494059,2180,265.342226,197.8342459,1139.02448,0,175,33.85473121,32,0,0,0,266,0,17.78804595,0.370132141,0,774.7508543,1.332610563,0,48,0,204,476.2497995,3617.551976,0,223.4293147,0,106.1284594
blk2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,603.5621957,1182,2564,584.4037611,50,2865.966724,0,0,9,179.6625038,238.9799183,927.36392,0,610,88,6306,0,0,0,0,11044,0,0,142.3347625,303.8525744,0,0,0,28,0,0,0,689.5760499,0,1027.147609,0,0,327131.7951,4112.51628,0,183.4498284,256.8130386,0,41,0,699.2687679,0,806.6946378,0,62,0,0.374314774,9367.14945,0,0,35736.27032,6468,0,0,0,0,73,1211.582937,32073.1982,0,0,0,192.3309625,0,0,0,116.7175952,0,0,0,0,515.4522781,200,14089,0,233.3132325,32234.83312,683.8537104,0,23975.3891,0,2601.672066,0,0,0,1.142288019,0.564882762,283.8377452,0,0,0,0,0,114.759349,2123.471574,0,0,0,0,0,0,0.530861237,1,0,0,0,50,0,0,0,3.908119605,0,0,0,0,0,0,71741.08148,0,0,0,307.8132767,0.673706392,0,55,0,0.498218054,0,0,1.538618234,0,0,2.47898801,0,176,0,0,0,141.9672319,0,0,0,732.3343459,0,329.2128386,0,85.90201742,0,2.338826181,0,0,16562.74632,0,0.893923033,193,0,536.8276025,0,0,1098.687316,0,0,0,0,0,0,0,0,0,478.3356832,0,84,31610.36057,83.12929979,0,200.9704501,0.792511971,0,0,9,1.190560598,0,0,59.91211446,742.2088902,5624.374588,0,0,0,52,108.2833306,2682.716634,0,454.5783198,0,0,2034,0,0,490.849758,0,79,59.20693852,28,0,54.67771684,48.99783166,143,0,0,0,39.20644285,435.9691304,0,0,96,0,20,61.16842778,2850.697965,0,0,0,116.8686973
blk3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,1354.456124,1651,6075,1108.75245,159,1560.522472,6.407430117,130.6887142,16,315.9151814,0,934.0319883,0,506,82,9128,0,0,0,0,10127,0,0,0,0,0,0,0,0,0,0,0,475.3268865,0,1203.795604,0,0,292676.7998,1079.841447,0,0,656.9925851,0,561,0,293.1785982,178.3439305,793.0496371,0,108,0,0,10886.65246,0,0,22220.72806,3670,0,0,0,0,98,2111.252668,22566.16142,0,0.502408131,0,66.74476158,0,0,0,0,0,0,0,0,550.2511132,39,14583,0,0,30324.21572,776.3605218,0,18967.33166,0,2234.94736,0,0,0,0,0,0,0,0,0,0,0,144.4485749,2171.238232,0,0,0,3.381011106,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,69186.4637,0,0,63242,82.19241152,240.4491482,0,4,0,0,0,0,0,338.1289788,0,0,0,189,3.994885489,0,0,0,0,1.479894149,0,159.4387845,0,240.7997733,0,0,0,0.108103261,0,169.4372367,14301.67728,0,131.0244082,339,0,552.9708262,0,0,230.1622017,0,0,0,0,0,0,0,0,0,36.91687024,0,0,28385.70449,0,39.6029638,0,0,0,4.535640547,23,0,0,0,86.07392361,419.527526,5610.540914,0,140.2770631,0,20,282.9185789,2504.117129,0,0,0,44.00732385,2099,0,0,398.2533882,23.35912633,0,32.94885166,40,0,0,0,700,0,0,0,0,664.253548,12.04955436,0,0,0,13,163.0744521,3026.86855,0,93.39068106,0,165.5999638
SL std mix1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,144.6144893,174408,276,51398.53873,199,836169.4364,4360.502034,8327.95848,3279,116165.768,61117.56894,543165.3905,0,666,36,7335,0,0,0,0,12229,0,0,0,0,0,0,0,43,0,0,0,503.2444696,0,824.8634881,0,0,381308.4781,4343.994266,0,81.59643571,261.1646971,0,977,238.7352772,175.2322735,0,1343.92684,0,97,1.530242365,0,3241.014788,0,0,64640.0709,4800,0,0,0.408128696,0,125,2357.667779,23104.69908,0,0,0,283.323579,0,0,113.1541952,0,0,101.4864995,0,0,0,74,13392,0,0,25430.57252,215.9618134,136.1645496,22506.4041,0,589.4756169,0,0,0,0,0,36.69816438,0,0,0,0,0,258.0093045,4320.131195,0,450.8793104,0,1.471948627,0,0,0,30,0,0,0,0,0,0,0,1.951950081,0,96.41268558,0,3.027366955,0,0,81383.88863,36.20778222,0,108017,0,247.9564311,0,3,0,0,0,0,0,0,0,0,0,437,0,0,0,0,0,0.57943575,0,788.4330382,0,466.0296749,0,109.4653126,0,274.5958138,0,239.4041923,27421.1342,0.554541523,0,267,146.8235649,722.1787346,0.170089439,0,345.4926975,60.93783516,8.131041906,60.91093694,0,0,0,0,2.914690615,0,274.1844237,29.93056435,2,39771.25815,93.19362612,0,187.0449899,0.266223111,0,0,62,0,0,0,320.2437379,904.2613681,7902.293571,0,286.9927655,0,10,163.3642478,3594.083359,0,1364.22428,0,0.742391401,1687,0,74.41624551,746.8296444,0,53,0,34,0,0,0,179,0,0,0,0,1302.322224,0,0,16,106.0671146,21,700.3018047,7314.728825,0,231.4187851,46.2890268,294.3421334
SL std mix2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,271.676994,169446,560,51229.51981,49,807980.278,3576.708577,8251.159513,2960,112799.4078,58798.33755,480145.0863,0,732,60,7918,0,0,0,0,10138,0,0,0,0,0,0,0,61,0,0,0,740.1058673,0,806.7954736,0,0,301548.6271,3714.500158,0,0,414.6446074,162.4760866,25,273.9516235,345.9083644,0,467.6983252,0,200,0,0,3638.555944,111.6965466,1.846856232,51769.42653,2633,0,0,0,0,19,2200.187519,30845.36843,0,0,0,164.4732096,0,0,0,168.7826512,0,0,1.306058098,0,0,282,15107,0,0,26973.94957,0,0,28760.59582,0,1509.981683,0,0,36.4907963,0,2.348192566,54.85305486,0,0,120.4616753,0,0.247831142,515.4006833,2557.967742,0,144.5565825,0,17.8614188,0.622998817,0,105.3133662,36,0,0,0,14,0,0,0,0,42.30417377,0,0,0,0,0,81873.30594,0,0,113589,0,178.6540952,0,2,0,0,0,0,0,0,0,1.042717532,0,2,0,103.0532891,0,0,0.766655213,77.56361253,0,418.8036206,0,420.3164375,0,400.5216918,0,0,0,256.8561697,26419.91881,299.2285523,0,275,164.8752325,546.6703823,0,0,1351.076929,0,0,0,0,0,2.696023941,0,1.340037654,1.578233464,257.5308931,0,0,39679.44664,0,0,88.26420951,0.685874305,0,0.767057431,6,0,0,0,424.9706521,740.8477038,6170.409576,0,148.4863208,0,13,0,2216.497288,0,522.6905635,0,0,2824,0,0,655.6373848,0,5,0,27,0,0,0,325,0,0,0,0,767.050079,41.33031318,0,10,0,101,233.3490367,5420.682946,33.15632217,0,0,151.6870953
blk6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,668.6902136,3776,1316,1823.955224,89,5230.833458,35.6262175,588.1136683,31,484.2661396,0,1129.840725,0,124,11,7063,0,0,0,0,10671,0,0,0,0,0,0,0,15,0,3.465727439,0.181601976,801.2616505,0,848.9128014,0,0,325832.2925,3594.853961,0,0,0,0,188,0,339.9048573,0,711.5506118,0,168,0,0,7967.497453,0,0,50359.3273,916,0,0,0,0,55,2563.479715,27376.63588,0,0,116.9337862,564.7266396,0,0,0,0,0,0,0,0,0,154,13409,0,0,32039.27413,324.2079865,0,18443.36692,2.038083104,536.3848188,0,0,0,0,0,81.67672834,0,0,0,0,0,0,3741.747306,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.980214852,0,20.3197382,0,0,0,2.403604418,0,83966.91445,2.010596026,1.353330212,102873,438.4173704,0,0,5,0,0,0,0,0,308.6111038,0,0,0,0,0,0,51.04396365,0,2.631999308,0,0,444.8246564,19.08894164,59.59254376,0.788693956,134.1405056,5.015480388,0,0,96.46299923,15209.14054,0,0.752048673,236,2.007100935,402.734281,0,0.206050236,1002.4777,0,0,0.722207334,0,0.930555616,0,0,0,0,124.8231648,0,12,29314.36113,163.466983,0,142.0745025,0,29.46846006,0,63,0.562202232,0,0,198.0779145,442.0056629,6790.324202,0,111.7401259,0,1,141.4910252,3010.40078,0,545.2055319,0,0,1455,0,165.278546,683.0343277,0,0,0,34,0,0,128.8509808,493,0,0,0,0,634.5757253,0,0,24,0,12,638.3195021,4204.496759,0,234.6762607,0,162.6814246
M97-samblk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,173.608099,200579,423,58378.60781,38,931688.7062,4239.571618,11481.32479,3451,132119.2315,65222.09174,539941.6098,0,5840,32,6474,0,0,0,0,8928,0,0,0,0,0,0,0,0,4.165517382,0,0,598.1723075,0,959.6965312,0,0,268993.1669,4337.440761,0,0,280.4230684,0,257,63.94310593,861.7756816,0,613.0943902,0,306,0,0,120.526956,0,0,74395.32145,2161,0,0,0,0,0,1895.795635,22131.59168,0,0,0,369.5216655,1.626527014,0.715831259,153.1583062,266.9294474,0,0,0,0,461.0309641,359,15371,0,0,37317.35157,0,0,17853.25013,0,8193.697505,0,0,0,0,0,95.39545073,0,0,0,0,0,389.6594756,6523.797426,0,226.6220529,0,0,0,0,166.9553582,68,0,0,0,10,0,0,0,92.45670532,0,170.7416558,0,0,0,0,89418.47087,0,0,0,0,0,0,50,0.100232513,0,0,0,0,0,0,0,0,50,0,0,0,135.418672,0,0,96.93690432,2273.367391,280.3665506,366.3532853,0,194.1808819,0,0,0,124.4200193,29710.42552,0,0,607,0,125.3760847,0,0,1669.127492,0,0,0,4.479119077,0,111.4544938,1.256257957,0.438308088,0,0,0,0,98800.96394,202.8498508,0,130.9156765,0,0,0,128,0,0,0,754.7763887,241.2398459,7872.698524,0,31.65089233,0,27,212.5093213,4245.963217,0,1099.149733,0,0,2719,262.9305933,0,1080.772701,0,6,0,24,0,45.12042859,256.137186,678,0,0,0,0,1008.030023,0,0,15,0,82,600.4591978,6317.150527,0,299.9890101,0,446.8400163
M98-samblk2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,498.6689713,191736,1364,57308.32661,11,860197.8693,3847.357559,9804.066689,3132,117733.8077,58838.47119,541652.2036,0,5559,53,7357,0,0,0,0,10359,0,0,0,0,0,0,0,0,0,0,0.849704615,504.6883517,0,859.5245115,0,0,299285.5916,5249.011054,0,124.9293517,466.3715338,237.8470288,132,0,831.1491344,0,911.914346,0,176,0.797039902,0,179.9105059,190.5876934,0,61788.64073,630,0,0,0,0,105,2276.836333,25502.36141,0.787279952,0,0,545.1591905,0,9.352302519,0,213.7397152,0,0,0,0,450.7535038,360,16374,0,0,29151.33525,0,0,19692.11523,0,8083.473442,0,0,0,0,0,130.0596477,0,0,0.918636078,1.510194261,1.19750727,456.9284392,4122.235334,0,0,0,2.050858417,0,0,0,35,1.225732488,0,0,31,0,0,0,223.1905237,5.65543567,0,0,0,0,0,68337.07287,0,0,70538,0,0,0,5,0,0,0,0,0,547.1333614,0,0,0,48,0,0,325.7910656,0,0,26.45374899,101.3589974,1083.93569,170.3809848,1423.556129,0,107.2318593,0,0,0,115.0893702,30820.57708,0,0.419356386,77,0,234.1190664,1.875959698,0,1103.920538,0,4.141679236,0,0,0,0,0,0,0.576152402,336.3555257,0,0,94220.41374,0,0,404.9013836,0,0,0,55,0,0,0,305.4397625,975.3848812,9650.554627,0,175.5894316,0,142,147.9832411,3050.240362,143.5007072,381.9994053,0,0,336,0,0,639.2737773,0,23,0,10,0,21.35109936,56.21002735,1480,0,0,0,0,1069.902736,0,0,59,50.21762912,53,449.7639699,7277.512767,0,176.7099191,0,388.9243954
