Sample,C1P d18:1/C16:0 Results,Cer d16:1/C22:1(-H20) Results,Cer d16:1/C22:1 Results,Cer d16:1/C25:1(-H20) Results,Cer d16:1/C25:1 Results,Cer d16:1/C26:1(-H20) Results,Cer d16:1/C26:1 Results,Cer d18:0/C22:1(-H20) Results,Cer d18:0/C22:1 Results,Cer d18:0/C23:1(-H20) Results,Cer d18:0/C23:1 Results,Cer d18:0/C25:1(-H20) Results,Cer d18:0/C25:1 Results,Cer d18:0/C26:1(-H20) Results,Cer d18:0/C26:1 Results,Cer d18:1/C14:1(-H20) Results,Cer d18:1/C14:1 Results,Cer d18:2/C20:1(-H20) Results,Cer d18:2/C20:1 Results,DHCer d16:1/C16:0(-H20) Results,DHCer d16:1/C16:0 Results,DHCer d18:1/C14:0(-H20) Results,DHCer d18:1/C14:0 Results,DHCer d18:1/C22:1(-H20) Results,DHCer d18:1/C22:1 Results,DHCer d18:2/C16:0(-H20) Results,DHCer d18:2/C16:0 Results,DHCer d18:2/C18:1(-H20) Results,DHCer d18:2/C18:1 Results,GM3 d16:1/C14:0 Results,GM3 d16:1/C16:0 Results,GM3 d16:1/C18:0 Results,GM3 d16:1/C20:0 Results,GM3 d16:1/C22:0 Results,GM3 d16:1/C24:0 Results,GM3 d16:1/C24:1 Results,GM3 d18:1/C14:0 Results,GM3 d18:1/C20:0 Results,GM3 d18:2/14:0 Results,GM3 d18:2/16:0 Results,GM3 d18:2/24:0 Results,MHCer d16:1/C16:0(-H20) Results,MHCer d16:1/C16:0 Results,MHCer d16:1/C20:0(-H20) Results,MHCer d16:1/C20:0 Results,MHCer d16:1/C22:0(-H20) Results,MHCer d16:1/C22:0 Results,MHCer d16:1/C22:1(-H20) Results,MHCer d16:1/C22:1 Results,MHCer d16:1/C23:0(-H20) Results,MHCer d16:1/C23:0 Results,MHCer d16:1/C23:1(-H20) Results,MHCer d16:1/C23:1 Results,MHCer d16:1/C24:0(-H20) Results,MHCer d16:1/C24:0 Results,MHCer d16:1/C24:1(-H20) Results,MHCer d16:1/C24:1 Results,MHCer d16:1/C26:0(-H20) Results,MHCer d16:1/C26:0 Results,MHCer d18:0/C16:0(-H20) Results,MHCer d18:0/C16:0 Results,MHCer d18:0/C22:1(-H20) Results,MHCer d18:0/C22:1 Results,MHCer d18:2/C16:1(-H20) Results,MHCer d18:2/C16:1 Results,MHCer d18:2/C25:0(-H20) Results,MHCer d18:2/C25:0 Results,SM C34:0 Results,SM C36:0 Results,SM C38:0 Results,SM C40:0 Results,SM C42:0 Results,SM d18:0/C16:0 Results,SM d18:0/C18:0 Results,SM d18:0/C20:0 Results,SM d18:0/C22:0 Results,SM d18:0/C24:0 Results,Sphd16:1 Results,Sphd18:2 Results,Sphd18:1-D7 (ISTD) Results,Sphd18:1 Results,Sphd18:0 Results,Sphd18:0-D7 (ISTD) Results,SM C24:1 (ISTD) Results,SM d18:1/C6:0 (ISTD) Results,C1P d18:1/C8:0 (ISTD) Results,MHCer d18:1/C8:0 (ISTD)(-H20) Results,MHCer d18:1/C8:0 (ISTD) Results,Cer d18:1/C8:0 (ISTD)(-H20) Results,Cer d18:1/C8:0 (ISTD) Results,SM C30:1 Results,SM d18:1/C12:0 Results,SM C32:2 Results,SM d18:2/C14:0 Results,GM3 d18:1/C16:0 Results,GM3 d18:2/18:0 Results,SM C32:1 Results,SM d16:1/C16:0 Results,SM d18:1/C14:0 Results,SM C34:2 Results,SM d18:2/C16:0 Results,GM3 d18:1/C18:0 Results,MHCer d18:1/C14:0(-H20) Results,MHCer d18:1/C14:0 Results,GM3 d18:2/20:0 Results,MHCer d18:2/C16:0(-H20) Results,MHCer d18:2/C16:0 Results,Cer d18:2/C14:0(-H20) Results,Cer d18:2/C14:0 Results,DHCer d18:1/C16:0(-H20) Results,DHCer d18:1/C16:0 Results,SM C34:1 Results,SM d16:1/C18:0 Results,SM d18:1/C16:0 Results,MHCer d18:1/C16:1(-H20) Results,MHCer d18:1/C16:1 Results,SM C36:2 Results,SM d18:2/C18:0 Results,GM3 d18:2/24:1 Results,MHCer d18:1/C16:0(-H20) Results,MHCer d18:1/C16:0 Results,GM3 d18:2/22:0 Results,Cer d16:1/C16:0(-H20) Results,Cer d16:1/C16:0 Results,Cer d18:1/C14:0(-H20) Results,Cer d18:1/C14:0 Results,Cer d18:2/C16:0(-H20) Results,Cer d18:2/C16:0 Results,Cer d18:2/C18:1(-H20) Results,Cer d18:2/C18:1 Results,DHCer d18:1/C18:0(-H20) Results,DHCer d18:1/C18:0 Results,Cer d18:1/C16:1(-H20) Results,Cer d18:1/C16:1 Results,GM3 d18:1/C22:0 Results,GM3 d18:1/C24:1 Results,SM C36:1 Results,SM d16:1/C20:0 Results,SM d18:1/C18:0 Results,MHCer d18:1/C18:1(-H20) Results,MHCer d18:1/C18:1 Results,SM C38:2 Results,SM d18:2/C20:0 Results,MHCer d18:0/C16:1(-H20) Results,MHCer d18:0/C16:1 Results,MHCer d18:1/C18:0(-H20) Results,MHCer d18:1/C18:0 Results,Cer d18:1/C16:0(-H20) Results,Cer d18:1/C16:0 Results,Cer d18:0/C16:0(-H20) Results,Cer d18:0/C16:0 Results,MHCer d18:2/C20:0(-H20) Results,MHCer d18:2/C20:0 Results,Cer d16:1/C18:0(-H20) Results,Cer d16:1/C18:0 Results,Cer d18:1/C18:1(-H20) Results,Cer d18:1/C18:1 Results,Cer d18:2/C18:0(-H20) Results,Cer d18:2/C18:0 Results,DHCer d18:1/C20:0(-H20) Results,DHCer d18:1/C20:0 Results,GM3 d18:1/C24:0 Results,DHCer d18:2/C24:1(-H20) Results,DHCer d18:2/C24:1 Results,DHCer d18:2/C22:0(-H20) Results,DHCer d18:2/C22:0 Results,MHCer d18:1/C20:1(-H20) Results,MHCer d18:1/C20:1 Results,SM C38:1 Results,SM d16:1/C22:0 Results,SM d18:1/C20:0 Results,SM C40:2 Results,SM d16:1/C24:1 Results,SM d18:1/C22:1 Results,SM d18:2/C22:0 Results,MHCer d18:2/C22:1(-H20) Results,MHCer d18:2/C22:1 Results,SM C42:3 Results,SM d18:2/C24:1 Results,MHCer d18:1/C20:0(-H20) Results,MHCer d18:1/C20:0 Results,Cer d16:1/C20:0(-H20) Results,Cer d16:1/C20:0 Results,MHCer d18:2/C24:1(-H20) Results,MHCer d18:2/C24:1 Results,Cer d18:1/C18:0(-H20) Results,Cer d18:1/C18:0 Results,MHCer d18:2/C22:0(-H20) Results,MHCer d18:2/C22:0 Results,Cer d18:0/C18:0(-H20) Results,Cer d18:0/C18:0 Results,SM C41:2 Results,SM d18:1/C23:1 Results,SM d18:2/C23:0 Results,SM C39:1 Results,SM d16:1/C23:0 Results,DHCer d18:1/C22:0(-H20) Results,DHCer d18:1/C22:0 Results,DHCer d18:1/C24:1(-H20) Results,DHCer d18:1/C24:1 Results,Cer d18:2/C20:0(-H20) Results,Cer d18:2/C20:0 Results,Cer d18:2/C22:1(-H20) Results,Cer d18:2/C22:1 Results,DHCer d18:2/C24:0(-H20) Results,DHCer d18:2/C24:0 Results,Cer d18:1/C20:1(-H20) Results,Cer d18:1/C20:1 Results,MHCer d18:1/C22:1(-H20) Results,MHCer d18:1/C22:1 Results,MHCer d18:2/C23:0(-H20) Results,MHCer d18:2/C23:0 Results,SM C42:2 Results,SM d18:1/C24:1 Results,SM d18:2/C24:0 Results,SM C40:1 Results,SM d16:1/C24:0 Results,SM d18:1/C22:0 Results,Cer d18:2/C23:1(-H20) Results,Cer d18:2/C23:1 Results,DHCer d18:1/C23:0(-H20) Results,DHCer d18:1/C23:0 Results,MHCer d18:0/C24:1(-H20) Results,MHCer d18:0/C24:1 Results,MHCer d18:1/C22:0(-H20) Results,MHCer d18:1/C22:0 Results,MHCer d18:0/C22:0(-H20) Results,MHCer d18:0/C22:0 Results,MHCer d18:1/C24:1(-H20) Results,MHCer d18:1/C24:1 Results,MHCer d18:1/C23:1(-H20) Results,MHCer d18:1/C23:1 Results,MHCer d18:2/C24:0(-H20) Results,MHCer d18:2/C24:0 Results,Cer d18:1/C20:0(-H20) Results,Cer d18:1/C20:0 Results,Cer d18:0/C20:0(-H20) Results,Cer d18:0/C20:0 Results,Cer d16:1/C24:1(-H20) Results,Cer d16:1/C24:1 Results,Cer d18:1/C22:1(-H20) Results,Cer d18:1/C22:1 Results,DHCer d18:1/C24:0(-H20) Results,DHCer d18:1/C24:0 Results,Cer d16:1/C22:0(-H20) Results,Cer d16:1/C22:0 Results,Cer d18:2/C24:1(-H20) Results,Cer d18:2/C24:1 Results,Cer d18:2/C22:0(-H20) Results,Cer d18:2/C22:0 Results,SM C41:1 Results,MHCer d18:1/C23:0(-H20) Results,MHCer d18:1/C23:0 Results,SM C43:2 Results,SM d18:1/C25:1 Results,SM d18:2/C25:0 Results,MHCer d18:0/C23:0(-H20) Results,MHCer d18:0/C23:0 Results,Cer d18:1/C23:1(-H20) Results,Cer d18:1/C23:1 Results,Cer d16:1/C23:0(-H20) Results,Cer d16:1/C23:0 Results,MHCer d18:0/C24:0(-H20) Results,MHCer d18:0/C24:0 Results,Cer d18:2/C25:1(-H20) Results,Cer d18:2/C25:1 Results,Cer d18:2/C23:0(-H20) Results,Cer d18:2/C23:0 Results,SM C42:1 Results,SM d18:1/C24:0 Results,MHCer d18:1/C24:0(-H20) Results,MHCer d18:1/C24:0 Results,MHCer d18:1/C25:1(-H20) Results,MHCer d18:1/C25:1 Results,Cer d18:0/C24:1(-H20) Results,Cer d18:0/C24:1 Results,Cer d18:1/C24:1(-H20) Results,Cer d18:1/C24:1 Results,Cer d18:1/C22:0(-H20) Results,Cer d18:1/C22:0 Results,Cer d18:0/C22:0(-H20) Results,Cer d18:0/C22:0 Results,SM d18:1/C23:0 Results,Cer d16:1/C24:0(-H20) Results,Cer d16:1/C24:0 Results,Cer d18:2/C24:0(-H20) Results,Cer d18:2/C24:0 Results,MHCer d18:1/C25:0(-H20) Results,MHCer d18:1/C25:0 Results,Cer d18:2/C26:1(-H20) Results,Cer d18:2/C26:1 Results,SM C43:1 Results,SM d18:1/C25:0 Results,MHCer d18:1/C26:1(-H20) Results,MHCer d18:1/C26:1 Results,Cer d18:1/C23:0(-H20) Results,Cer d18:1/C23:0 Results,Cer d18:1/C25:1(-H20) Results,Cer d18:1/C25:1 Results,Cer d18:0/C23:0(-H20) Results,Cer d18:0/C23:0 Results,MHCer d18:1/C26:0(-H20) Results,MHCer d18:1/C26:0 Results,Cer d18:2/C25:0(-H20) Results,Cer d18:2/C25:0 Results,Cer d18:1/C26:1(-H20) Results,Cer d18:1/C26:1 Results,SM C44:1 Results,SM d18:1/C26:0 Results,Cer d18:1/C24:0(-H20) Results,Cer d18:1/C24:0 Results,Cer d18:0/C24:0(-H20) Results,Cer d18:0/C24:0 Results,Cer d16:1/C26:0(-H20) Results,Cer d16:1/C26:0 Results,Cer d18:2/C26:0(-H20) Results,Cer d18:2/C26:0 Results,Cer d18:0/C25:0(-H20) Results,Cer d18:0/C25:0 Results,Cer d18:1/C25:0(-H20) Results,Cer d18:1/C25:0 Results,Cer d18:1/C26:0(-H20) Results,Cer d18:1/C26:0 Results,Cer d18:0/C26:0(-H20) Results,Cer d18:0/C26:0 Results
blk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,160.4173939,8377.41781,6806.596879,62,3519.645265,7188.690473,0,518.6590183,0,459.2998768,163.9753638,1179.662511,0,0,0,0,15,0,1599.171103,0,0,1774.731984,0,0,0,91.41201061,0,0,41,0,0,0,0,52612.56843,0,203.4783069,0,0,127.0850039,0,0,192.4171377,391.062203,5.281048055,0,0,0,0,0,174.6943877,0,0,0,94.22039054,0,533,0,0,2756.774804,0,0,0,0,511,0,0,0,0,211.4118575,858.5797732,8346.653705,0,0,1.226462205,0,0,0,0,0.415347266,0,79,0,0,0,0,0,0,0,0,0,4510.545026,0,0,2988,0,0,0,0,0,1638.423349,0,0,0,0,205.6476593,0.814143839,0,0,2767.045041,0,0,0,0,702.4626333,0,0,2120.997525,0,0,0,0,0,0.951581795,0,0,0,0.712481219,0,0,0,0,0,0,1.723703906,31539.59824,0,0,35854,0,0,0,0,0,0,0,0,0,2355.115252,0,0,164.9219695,2901.15328,0,117.5857376,0,14.2293007,0,283.7795752,0,0,2.453001587,0,0,0,0,216.6247767,0,1857.604617,0,0,0,190.0939946,7851.114199,0,482.2781992,161.2101623,0,0,0,0,0,30.01551868,0,0,0,48,0,0.443931741,0,37.88646852,8951.984228,0,0,1369.66634,0,0,11.52033121,47,0,674.8344232,0,1419.895947,0,0,276.6053806,0,333.6521111,0,525.8377553,0,45,0,0,276,56.37959172,0,0,184.0377814,242.0345743,1.49064518,0,79.41694435,23,0,0,0,0,0,0,356.8609872,0,205.3630399,1671.668883,0,12,0,0,0,0,0,0,0,0,0,286.7498067,354.898047,0
blk2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,146.0311704,9566.610189,11501.10145,55,3757.249072,8713.623346,21.47537781,233.8948916,0,543.4156414,0,859.7469002,0,0,0,0,13,0,2136.402879,0,0,1520.438476,0,0,185.7028748,0,0,0,12,0,0,0,137.567979,52358.96602,0,277.8766998,0,177.3113801,620.4951704,0,0,113.823718,549.8512521,0,0,0,0,255.9053146,0,212.8556087,0,0,0,166.0413721,0,394,0,0,3749.198935,0,0,0,0,239,0,0,0,0,156.8732614,837.9799923,7468.923225,0,302.7949656,1.697665621,0,0,0,0,0,0,47,2.576733252,0,0,0,0,0.994477627,0,0,0,2756.634589,0,0,619,0,0,0,0,2.469754509,306.6353514,0,0,0,0,0,0.530367769,93.22284026,460.9044393,2056.417,0,0,50.15544359,37,474.3689885,0,0,328.5281378,253.1220672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22065.25254,0,0,23676,38.90839061,0,0,0,0,0,0,270.2129766,0,674.4925091,0.289428502,0,0,6434.054136,0,0,0,1.767805523,0,111.3529229,0,0,0,0,0,0,0,21.96651369,0,1593.101877,46.43172753,59.74645141,0,288.3688236,6096.538079,0,638.9092513,662.5022199,0,0,0,0,0,52.24821564,0,103.5373297,0,39,0,32.23620133,0,0,5383.004711,0,32.14632882,673.7132845,0,0,0,67,0,346.0978244,0,1122.544023,0,0,0,0,237.7926316,0,0,0,46,0,0,329,426.0860002,0,0,0,97.94967023,0,0,39.27504491,50,41.67557675,0,0,0,0,0,356.2087889,0,153.5559526,1272.612582,0,25,0,0,0,0,0,0,0,247.1251685,0,0,219.145463,0
blk3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,491.4594166,13441.67652,15624.39952,318,6491.601381,12112.06252,0,260.7790164,0,670.6004429,310.1287626,1108.60839,0,0,0,0,80,0,1515.012227,0,0,1944.006341,0,0,82.36320499,0,11.82331876,0,0,0,0,0,0,46614.22082,0,0,0,119.3251417,254.2516323,0,0,0,331.097826,4.493259793,0,0,0,0,0,0,0,0.251758238,0,238.7847911,0,875,0,0,2552.081057,0,0,0,0,20,0.234363555,0,10.41935669,0,0,373.1919206,4195.009344,0,0,0,0,46.96971933,0,0,111.3864128,0.417419571,42,0,0,0,0,1,0,0,0.33620288,0,1946.781401,0,0,855,0,0,2.436993814,0,0.895671621,660.0097323,0,0,41.97299492,0.491254016,194.1644639,0,0,0,1808.732131,0,0,0,64,159.4538727,0,0,324.1489399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.6579229,0,0,14913.21387,0,0,24487,51.23523728,0,0,0,0,0,0,0,0,929.6620394,0,0,0,1658.154389,0,0,0,0,0,0,122.8684355,0,0,0,0,0,0,0,0,749.1554588,1.884906532,140.1105506,198.8283768,0,4441.261886,1.000102256,503.0092037,90.63476428,0,0,0,0,0,32.53333784,0,52.74594831,0,34,1.135158582,1.013186415,0,2.336532862,1022.925029,0,31.90633842,281.4166243,0,0,31.64068989,0,0,189.2269768,0,563.1643486,0,0,186.5032016,0,0,0,0,0,85,0,0.263212695,238,398.8095928,0,0,0,506.0732609,0,18.11664209,43.2070084,29,0,0,0,0,0,0,34.86743625,0,0,470.5705302,0,14,0,0,0.225728754,0,0,0,0,0,0,188.5654851,0,0
SL std mix1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,361.997523,168818.6156,804.8666335,114,52168.79043,854462.678,4162.9811,14194.49464,4397.767838,148112.2665,83839.64179,594963.3172,72.02333782,0,0,0,21,0,2074.604532,0,0,1689.710725,0,0,0,0,0,0,48,0,0,0,465.1040157,42680.31513,0,0,0,0,85.0882289,0,0,0,0,0,0,557.815635,0,315.786559,0,645.7511472,0,0,0,0,0,47,0,0,8100.092389,245.4088876,0,0,0,746,0,0,0,0,456.393369,362.461354,11207.91667,0,123.6190137,0,0.799087514,0,0,0,0,241.4237574,113,0.472560942,0,0,0,0,0,0,0,0,5438.993151,0,0,3823,0,52.63054079,1.932910246,0,0,4789.058658,0,0,216.0841053,121.82032,0,0,0,285.370381,4069.950353,0,0,0,72,2268.648421,0,0,4315.637456,138.5006947,0,188.5143034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20090.13001,0,0,6436,0,0,0,0,0,0,0,0,0,1478.437407,0,0,0,1217.414961,123.6984818,0,0,0,115.1247587,1391.052245,0,0,0,85.63205331,0,35.12984043,0,0,0,4574.981335,0,0,0,256.4254822,15489.76533,0,266.5981603,528.7777261,317.2108221,88.08758551,0,0,0,121.9979029,0,0,0,65,0,0,0,0,30437.7723,76.72415708,191.3076975,953.916238,0,0,0,42,170.9831813,1035.377913,184.6621468,6522.762767,0,169.947655,273.2019281,0,654.8005647,0,338.2028497,86.91623267,13,0,0,595,61.12873924,0,0,82.50157047,1035.486883,0,0,78.27647739,38,158.0972827,0,0,91.9292509,0,83.11074472,0,0,190.7152981,5560.377021,0,30,0,152.0763206,0,77.69097458,0,0,0,275.2004097,0,701.7685485,0,0
SL std mix2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,125.9170116,182616.0713,1282.8772,28,51583.19926,831192.4921,3767.634869,14818.67756,3847.436289,149947.5989,79555.14254,603299.7865,0,0,0,0,14,0,2047.935595,0,0,1664.137496,0,0,0,0,0,0,29,0,0,0,367.6162783,53403.81655,0,0,0,0,76.61199271,0,0,0,0,14.73063291,0,231.6763888,0,0,140.1305908,0,0,0,0,112.3507589,0,52,0,0,3825.494329,0,0,0,0,237,0,18.75647171,154.0839194,0,0,1300.221921,16390.09118,394.1469561,281.3415202,0,0,224.0549792,0,0,109.034539,0,72,0,0,0,0,2,0,0,0,0,6805.010185,0,0,5423,0,0,0,0,0,1494.989826,0,0,0,179.3519729,204.5334979,0,3.119736587,406.5700671,4673.442356,0,0,0,1,2989.741362,0,0,2991.019306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.5432647,0,21742.59751,0,0,34318,240.7491416,0.551360374,0,0,0,154.8238568,0,0,0,201.9142192,0,0,0,1226.617356,0,0,0,44.90501884,0,694.7453124,0,223.8216167,0,0,0,0,0,0,0,2978.555575,0,0,0,179.424939,10851.21374,0,230.6074697,295.9095218,0,0,99.95750211,0,0,50.4613266,0,232.637878,0,2,0,0,0,0,19092.3534,94.00196339,0,510.7693034,0,65.07978223,0,127,0,477.7134312,502.0997049,5248.925412,0,181.3540449,224.189518,214.8520398,1190.27891,0,248.0062771,0,41,0,0,999,473.8675914,0,0,0,868.8229583,45.80356978,0,28.77817007,14,0,0,0,0,14.34354315,0,254.2029707,7.782051675,228.709969,4345.132614,0,13,0,290.3925476,0,0,0,0,0,0,19.29744543,580.7217607,0,0
blk6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,213.2203896,10838.28696,10982.61812,382,4479.084182,10468.59484,0,756.6424747,0,785.6456898,0,1426.682982,258.5268576,0,0,0,17,0,1805.426271,0,0,1782.896765,0,1.064152378,0,0,0,0,22,0,0,0,169.3823186,56926.20669,0,152.0950745,0,80.6418849,255.4233488,0,0,0,235.354576,0,0,181.0686195,0,162.668244,0,277.2471431,0,0,0,186.3619411,0,264,0,0,6390.770872,181.2988939,0,0,0,401,0,0,0,0,0,651.279184,7957.163628,103.0735804,0,0,146.9637284,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3505.803603,0,0,2090,0,117.0635122,0,0,0,2548.501628,0,1.419920952,0,0,441.2074963,0,0.757637396,120.4051567,2824.626214,0,0,0,25,358.0383079,0,0,892.0834352,225.4050205,0.381735216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20554.03834,250.391454,0,23206,0,0,0.519949953,0,0,0,1.494502225,0,0,693.928187,0,0,177.1201875,4739.101963,0,0,0,99.17705434,0,503.1873516,0,0,138.2565724,10.49813187,0,0,0,127.3180985,0,1601.973001,52.68875317,48.1099072,0.135249704,133.6964145,7163.397594,0,566.9011289,522.4429787,0,0,104.7126181,0,0,0,1.468907491,0,0,47,0,0,0,0,5049.953325,0,0,803.0451803,0,0,0,13,0,349.0225845,228.8277599,518.1064727,0,65.30904435,0,0,126.647512,0,130.0787038,85.87257993,46,0,0,492,292.734507,0.489512892,30.77678209,0,567.7882027,0,1.910680378,0,31,0,0,0,61.12757486,0,0,104.731992,0,0,1133.099965,0,10,0,0,0,0,0,0,0,184.0499085,14.06907161,260.6945017,0,21.3275032
M277-samblk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,46.58542564,152297.9686,2871.194167,305,41198.63799,581984.8137,2818.073476,7183.537386,3132.055437,103644.8619,56953.86296,439434.344,0,0,38564.25956,0,9,0,1693.75116,0,0,1716.416162,0,0,0,0,0,0,28,0,0,0,161.4198262,52131.12855,0,379.5056617,0,0,1316.503974,0,0,0,0,0,138.4631702,1528.707303,0,479.9333133,0,225.412761,0,0,0,0,0,28,0,0,19428.24459,0,0,0,0,113,0,116.56136,0,0,190.6214493,642.7633555,11737.08432,257.1117867,115.3507425,0,0,102.4094018,202.3797506,0,87.78608076,0,81,0,0,0,0,1,0.804725128,0,1.735310238,0,12117.80658,77.64745912,0,5517,0,0,0,0,0,1437.233127,0,0,109.2852119,0,317.3554772,0,227.2341024,376.7275182,5881.038719,0,0,0,28,4355.817793,0,0,4359.375351,0,0,218.5584021,0,0,0,0,189.1227163,0,0,0,0,0,0,122.9771619,195.1874432,0,22427.94902,0,173.5491694,21954,431.8986378,0,0,0,0,0,0,0,0,367.4080338,0,0,0,2143.47682,0,0,0,0,205.6463617,2547.075981,168.6933302,0,0,31.88317245,0,0,0,206.9754774,220.6585574,6921.02941,91.2673609,201.277698,48.81118012,466.7066259,15531.37399,0,193.7713456,0,147.4720966,0,0,0.752832294,0,0,0,284.8476812,109.1395285,61,0,0,0,0,22594.75832,0,0,1236.089106,0,118.1650395,0,22,254.815735,2067.941736,334.0657303,2793.987208,0,238.1072942,45.98079899,122.6292624,1686.704179,0,275.274566,0,17,0,0,980,0,0,66.87700958,100.7572573,1027.085979,0,11.42342273,16.56236767,42,150.7291438,0,0,0,0,0,295.602852,0,278.4202375,6710.628705,26.32724775,104,39.243665,233.0161414,0,74.573561,0,0,162.8172675,452.1546282,0,786.3374502,402.8276426,0
M278-samblk2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,189243.5277,1425.965071,70,56829.87807,726851.2239,3694.842365,9318.844679,3555.493613,133505.3727,65779.3321,568709.9162,75.75678987,0,33923.99663,0,33,0,1162.769322,0,0,1231.919949,0,0,0,0,0,0,54,0,0,0,279.6716402,43839.2696,0.65017051,0,106.1579921,0,1946.360479,0,0,0,248.338699,0,0,1733.622087,0,654.9555805,0,306.580323,0,0,0,180.9528282,0,25,0,0,12656.87876,0,0,0,0,297,0,0,0,0,0,309.674113,19259.43506,0,350.7219581,0,43.06301597,364.192443,427.4736846,0,0,0,201,0,0,0,0,1,0,0,51.20945899,205.5651573,13954.08313,0,0,5684,0,0,0,0,0,1215.063926,0,0,0,0,159.7893642,0,0,477.0858818,3521.647879,0,0,51.19966567,41,4037.54531,0,0,4013.980545,128.2896622,0,177.2065892,0,0,0,0,0,0,0,0,0,0,0,199.7880743,213.5552554,0,23448.29296,0,0,27429,53.48998473,0.556948664,0,0,0,0,1.555955671,0,1.447084416,0,0,0,0,2084.283741,0,0,0,0,0,968.8700145,25.81572641,0,0,0,0,0,0,212.5265866,0,4503.929818,0,499.0152263,0,82.51062256,244.1382784,70.23642837,207.9719556,286.9429601,119.979262,0,0,0,0,42.98500591,150.8573709,447.9694461,0,40,0,0,0,0,29294.03116,125.9295942,0,836.6174171,0,0,15.97760955,32,330.1886429,1722.54871,699.7881205,615.8716402,0,114.3361858,289.5802306,192.0112313,1270.313852,212.9912066,179.3622934,74.274118,150,0,0,630,90.29569361,0,75.9428905,0,1303.653358,0,0,50.16931513,45,0,0,0,0,44.76167422,0,187.6444599,0,499.4630506,5892.181313,0,55,0,285.9441227,0,0,0,0,0,349.3374951,0,793.2080701,343.8662037,0
