Sample,C1P d18:1/C16:0 Results,Cer d16:1/C22:1(-H20) Results,Cer d16:1/C22:1 Results,Cer d16:1/C23:0(-H20) Results,Cer d16:1/C23:0 Results,Cer d16:1/C25:1(-H20) Results,Cer d16:1/C25:1 Results,Cer d16:1/C26:0(-H20) Results,Cer d16:1/C26:0 Results,Cer d16:1/C26:1(-H20) Results,Cer d16:1/C26:1 Results,Cer d18:0/C22:1(-H20) Results,Cer d18:0/C22:1 Results,Cer d18:0/C23:1(-H20) Results,Cer d18:0/C23:1 Results,Cer d18:0/C25:0(-H20) Results,Cer d18:0/C25:0 Results,Cer d18:0/C25:1(-H20) Results,Cer d18:0/C25:1 Results,Cer d18:0/C26:0(-H20) Results,Cer d18:0/C26:0 Results,Cer d18:0/C26:1(-H20) Results,Cer d18:0/C26:1 Results,Cer d18:1/C14:1(-H20) Results,Cer d18:1/C14:1 Results,DHCer d16:1/C16:0(-H20) Results,DHCer d16:1/C16:0 Results,DHCer d18:1/C14:0(-H20) Results,DHCer d18:1/C14:0 Results,DHCer d18:1/C18:0(-H20) Results,DHCer d18:1/C18:0 Results,DHCer d18:1/C20:0(-H20) Results,DHCer d18:1/C20:0 Results,DHCer d18:1/C22:1(-H20) Results,DHCer d18:1/C22:1 Results,DHCer d18:2/C16:0(-H20) Results,DHCer d18:2/C16:0 Results,DHCer d18:2/C18:1(-H20) Results,DHCer d18:2/C18:1 Results,DHCer d18:2/C24:0(-H20) Results,DHCer d18:2/C24:0 Results,DHCer d18:2/C24:1(-H20) Results,DHCer d18:2/C24:1 Results,GM3 d16:1/C14:0 Results,GM3 d16:1/C16:0 Results,GM3 d16:1/C18:0 Results,GM3 d16:1/C20:0 Results,GM3 d16:1/C22:0 Results,GM3 d16:1/C24:0 Results,GM3 d16:1/C24:1 Results,GM3 d18:1/C14:0 Results,GM3 d18:1/C20:0 Results,GM3 d18:2/14:0 Results,GM3 d18:2/16:0 Results,GM3 d18:2/18:0 Results,GM3 d18:2/20:0 Results,GM3 d18:2/24:1 Results,MHCer d16:1/C16:0(-H20) Results,MHCer d16:1/C16:0 Results,MHCer d16:1/C20:0(-H20) Results,MHCer d16:1/C20:0 Results,MHCer d16:1/C22:0(-H20) Results,MHCer d16:1/C22:0 Results,MHCer d16:1/C22:1(-H20) Results,MHCer d16:1/C22:1 Results,MHCer d16:1/C23:0(-H20) Results,MHCer d16:1/C23:0 Results,MHCer d16:1/C23:1(-H20) Results,MHCer d16:1/C23:1 Results,MHCer d16:1/C24:0(-H20) Results,MHCer d16:1/C24:0 Results,MHCer d16:1/C24:1(-H20) Results,MHCer d16:1/C24:1 Results,MHCer d16:1/C26:0(-H20) Results,MHCer d16:1/C26:0 Results,MHCer d18:0/C16:0(-H20) Results,MHCer d18:0/C16:0 Results,MHCer d18:0/C16:1(-H20) Results,MHCer d18:0/C16:1 Results,MHCer d18:0/C22:0(-H20) Results,MHCer d18:0/C22:0 Results,MHCer d18:0/C22:1(-H20) Results,MHCer d18:0/C22:1 Results,MHCer d18:0/C24:0(-H20) Results,MHCer d18:0/C24:0 Results,MHCer d18:0/C24:1(-H20) Results,MHCer d18:0/C24:1 Results,MHCer d18:1/C14:0(-H20) Results,MHCer d18:1/C14:0 Results,MHCer d18:1/C16:1(-H20) Results,MHCer d18:1/C16:1 Results,MHCer d18:1/C18:1(-H20) Results,MHCer d18:1/C18:1 Results,MHCer d18:1/C20:1(-H20) Results,MHCer d18:1/C20:1 Results,MHCer d18:1/C22:1(-H20) Results,MHCer d18:1/C22:1 Results,MHCer d18:1/C23:1(-H20) Results,MHCer d18:1/C23:1 Results,MHCer d18:1/C25:1(-H20) Results,MHCer d18:1/C25:1 Results,MHCer d18:1/C26:0(-H20) Results,MHCer d18:1/C26:0 Results,MHCer d18:1/C26:1(-H20) Results,MHCer d18:1/C26:1 Results,MHCer d18:2/C16:0(-H20) Results,MHCer d18:2/C16:0 Results,MHCer d18:2/C16:1(-H20) Results,MHCer d18:2/C16:1 Results,MHCer d18:2/C20:0(-H20) Results,MHCer d18:2/C20:0 Results,MHCer d18:2/C22:1(-H20) Results,MHCer d18:2/C22:1 Results,MHCer d18:2/C24:0(-H20) Results,MHCer d18:2/C24:0 Results,MHCer d18:2/C24:1(-H20) Results,MHCer d18:2/C24:1 Results,MHCer d18:2/C25:0(-H20) Results,MHCer d18:2/C25:0 Results,SM C34:0 Results,SM C36:0 Results,SM C38:0 Results,SM C40:0 Results,SM C42:0 Results,SM d18:0/C16:0 Results,SM d18:0/C18:0 Results,SM d18:0/C20:0 Results,SM d18:0/C22:0 Results,SM d18:0/C24:0 Results,Sphd16:1 Results,Sphd18:2 Results,Sphd18:1-D7 (ISTD) Results,Sphd18:1 Results,Sphd18:0 Results,Sphd18:0-D7 (ISTD) Results,SM C24:1 (ISTD) Results,SM d18:1/C6:0 (ISTD) Results,C1P d18:1/C8:0 (ISTD) Results,MHCer d18:1/C8:0 (ISTD)(-H20) Results,MHCer d18:1/C8:0 (ISTD) Results,Cer d18:1/C8:0 (ISTD)(-H20) Results,Cer d18:1/C8:0 (ISTD) Results,SM C30:1 Results,SM d18:1/C12:0 Results,SM C32:2 Results,SM d18:2/C14:0 Results,GM3 d18:1/C16:0 Results,SM C32:1 Results,SM d16:1/C16:0 Results,SM d18:1/C14:0 Results,SM C34:2 Results,SM d18:2/C16:0 Results,GM3 d18:1/C18:0 Results,Cer d18:2/C14:0(-H20) Results,Cer d18:2/C14:0 Results,DHCer d18:1/C16:0(-H20) Results,DHCer d18:1/C16:0 Results,SM C34:1 Results,SM d16:1/C18:0 Results,SM d18:1/C16:0 Results,SM C36:2 Results,SM d18:2/C18:0 Results,GM3 d18:2/22:0 Results,MHCer d18:1/C16:0(-H20) Results,MHCer d18:1/C16:0 Results,Cer d16:1/C16:0(-H20) Results,Cer d16:1/C16:0 Results,Cer d18:1/C14:0(-H20) Results,Cer d18:1/C14:0 Results,Cer d18:2/C16:0(-H20) Results,Cer d18:2/C16:0 Results,Cer d18:1/C16:1(-H20) Results,Cer d18:1/C16:1 Results,Cer d18:2/C18:1(-H20) Results,Cer d18:2/C18:1 Results,GM3 d18:1/C24:1 Results,SM C36:1 Results,SM d16:1/C20:0 Results,SM d18:1/C18:0 Results,GM3 d18:1/C22:0 Results,SM C38:2 Results,SM d18:2/C20:0 Results,GM3 d18:2/24:0 Results,MHCer d18:1/C18:0(-H20) Results,MHCer d18:1/C18:0 Results,Cer d18:1/C16:0(-H20) Results,Cer d18:1/C16:0 Results,Cer d18:0/C16:0(-H20) Results,Cer d18:0/C16:0 Results,Cer d16:1/C18:0(-H20) Results,Cer d16:1/C18:0 Results,Cer d18:1/C18:1(-H20) Results,Cer d18:1/C18:1 Results,Cer d18:2/C18:0(-H20) Results,Cer d18:2/C18:0 Results,Cer d18:2/C20:1(-H20) Results,Cer d18:2/C20:1 Results,GM3 d18:1/C24:0 Results,DHCer d18:2/C22:0(-H20) Results,DHCer d18:2/C22:0 Results,SM C38:1 Results,SM d16:1/C22:0 Results,SM d18:1/C20:0 Results,SM C40:2 Results,SM d16:1/C24:1 Results,SM d18:1/C22:1 Results,SM d18:2/C22:0 Results,SM C42:3 Results,SM d18:2/C24:1 Results,MHCer d18:1/C20:0(-H20) Results,MHCer d18:1/C20:0 Results,Cer d18:1/C18:0(-H20) Results,Cer d18:1/C18:0 Results,Cer d16:1/C20:0(-H20) Results,Cer d16:1/C20:0 Results,MHCer d18:2/C22:0(-H20) Results,MHCer d18:2/C22:0 Results,Cer d18:0/C18:0(-H20) Results,Cer d18:0/C18:0 Results,SM C41:2 Results,SM d18:1/C23:1 Results,SM d18:2/C23:0 Results,SM C39:1 Results,SM d16:1/C23:0 Results,DHCer d18:1/C22:0(-H20) Results,DHCer d18:1/C22:0 Results,Cer d18:1/C20:1(-H20) Results,Cer d18:1/C20:1 Results,DHCer d18:1/C24:1(-H20) Results,DHCer d18:1/C24:1 Results,Cer d18:2/C22:1(-H20) Results,Cer d18:2/C22:1 Results,Cer d18:2/C20:0(-H20) Results,Cer d18:2/C20:0 Results,MHCer d18:2/C23:0(-H20) Results,MHCer d18:2/C23:0 Results,DHCer d18:1/C23:0(-H20) Results,DHCer d18:1/C23:0 Results,SM C42:2 Results,SM d18:1/C24:1 Results,SM d18:2/C24:0 Results,SM C40:1 Results,SM d16:1/C24:0 Results,SM d18:1/C22:0 Results,Cer d18:2/C23:1(-H20) Results,Cer d18:2/C23:1 Results,MHCer d18:1/C22:0(-H20) Results,MHCer d18:1/C22:0 Results,MHCer d18:1/C24:1(-H20) Results,MHCer d18:1/C24:1 Results,Cer d18:1/C20:0(-H20) Results,Cer d18:1/C20:0 Results,Cer d18:0/C20:0(-H20) Results,Cer d18:0/C20:0 Results,Cer d16:1/C24:1(-H20) Results,Cer d16:1/C24:1 Results,Cer d18:1/C22:1(-H20) Results,Cer d18:1/C22:1 Results,DHCer d18:1/C24:0(-H20) Results,DHCer d18:1/C24:0 Results,Cer d16:1/C22:0(-H20) Results,Cer d16:1/C22:0 Results,Cer d18:2/C24:1(-H20) Results,Cer d18:2/C24:1 Results,Cer d18:2/C22:0(-H20) Results,Cer d18:2/C22:0 Results,SM C41:1 Results,MHCer d18:1/C23:0(-H20) Results,MHCer d18:1/C23:0 Results,SM C43:2 Results,SM d18:1/C25:1 Results,SM d18:2/C25:0 Results,MHCer d18:0/C23:0(-H20) Results,MHCer d18:0/C23:0 Results,Cer d18:1/C23:1(-H20) Results,Cer d18:1/C23:1 Results,Cer d18:2/C25:1(-H20) Results,Cer d18:2/C25:1 Results,Cer d18:2/C23:0(-H20) Results,Cer d18:2/C23:0 Results,SM C42:1 Results,SM d18:1/C24:0 Results,MHCer d18:1/C24:0(-H20) Results,MHCer d18:1/C24:0 Results,Cer d18:0/C24:1(-H20) Results,Cer d18:0/C24:1 Results,Cer d18:1/C24:1(-H20) Results,Cer d18:1/C24:1 Results,Cer d18:1/C22:0(-H20) Results,Cer d18:1/C22:0 Results,Cer d16:1/C24:0(-H20) Results,Cer d16:1/C24:0 Results,Cer d18:0/C22:0(-H20) Results,Cer d18:0/C22:0 Results,SM d18:1/C23:0 Results,Cer d18:2/C24:0(-H20) Results,Cer d18:2/C24:0 Results,MHCer d18:1/C25:0(-H20) Results,MHCer d18:1/C25:0 Results,Cer d18:2/C26:1(-H20) Results,Cer d18:2/C26:1 Results,SM C43:1 Results,SM d18:1/C25:0 Results,Cer d18:0/C23:0(-H20) Results,Cer d18:0/C23:0 Results,Cer d18:1/C23:0(-H20) Results,Cer d18:1/C23:0 Results,Cer d18:1/C25:1(-H20) Results,Cer d18:1/C25:1 Results,Cer d18:2/C25:0(-H20) Results,Cer d18:2/C25:0 Results,SM C44:1 Results,SM d18:1/C26:0 Results,Cer d18:1/C26:1(-H20) Results,Cer d18:1/C26:1 Results,Cer d18:1/C24:0(-H20) Results,Cer d18:1/C24:0 Results,Cer d18:0/C24:0(-H20) Results,Cer d18:0/C24:0 Results,Cer d18:2/C26:0(-H20) Results,Cer d18:2/C26:0 Results,Cer d18:1/C25:0(-H20) Results,Cer d18:1/C25:0 Results,Cer d18:1/C26:0(-H20) Results,Cer d18:1/C26:0 Results
blk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532.6107635,349.9548027,7266.021581,8836.239734,1039.82315,3511.06456,5842.669404,0,423.4479754,0,512.200741,212.1540573,1159.678472,0,0,0,0,15,1655.538053,0,0,2375.466404,0,0,0,0,0,140.0602659,66739.0245,0,163.4489309,210.1151199,0,0,0,803.7189082,0,0,0,0,0,256.3831483,31.48560783,581.2062183,0,0,0,6483.295024,0,0,0,238.868684,0,0,0,0,741.4456933,9387.135419,0,202.8738131,0,0,0,0,138.336121,70,0,1.232961676,0,0,0,5232.573258,0,0,1505,0,0,0,3432.087397,0,0,299.2067122,0.631634947,1149.561983,0.075894855,0,0,0,0,0,671.225899,0,0,726.853384,0,0,0,0,0.785069773,0,0,0,0,0,0,0,0,0,0,35932.27885,121.1553991,0,24749,0,160.0275685,0,0,0,1174.585367,0,4727.833219,0,386.2412929,0,0,0,77.42133121,0,0,0,181.8413263,0,1765.271434,0,483.7672825,0,318.6340865,7411.498561,0,1140.159719,203.9237684,0,0,0,0,0,53.23608204,0,0,0,0,1968.574396,0,0,1081.858242,0,28,0,1630.440818,41.64600452,810.9600071,0,297.6426974,0,25.01571221,251.6070166,0,271.7430766,43.38066907,252,21.0549425,8.44467274,433,269.0088649,0,18,0,142.8117141,2.500760203,0,0.447488076,0,199.378689,0,0,0,150.0111762,1394.051591,0,14,0,0,0,131.0419526,0,306.308624
blk2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410.7895574,41.68469954,9442.23787,12884.70826,2446.68616,3556.604399,7689.961595,0,194.5383766,0,709.3440117,0,958.7301139,0,0,0,0,1,1743.701618,0,0,1253.735734,0,0,0,0,0,133.4999527,67778.76653,0,0,154.2759321,0,0,0,457.1152734,0,0,0,0,0,174.4371295,0,861.6411481,0,0,26.97763419,7152.414028,0,0,0,175.7316345,0,0,0,332.1332581,731.38082,6233.061191,0,0,0,0,0,0,0,136,0,0,0,0,0,3279.884841,0,0,704,0,0,0,1748.532875,0,0,0,0,2411.64928,0,0,0,0,0,0,654.3112802,0,0,173.3023131,0,0,0,180.8795071,0,0,0,0,0,0,0,0,0,0,0,19230.48691,0,2.501966464,18507,0,0,0.59357213,0,0,1517.127031,4.280007786,4653.188231,120.2742694,283.1527997,0,0,0,0,0,0,0,0,0,1377.700075,0,159.674947,0,230.1087944,4346.738456,0,1012.57562,191.525364,0,0,0,270.4570424,0,0,0,0,0.454037569,0,3462.163583,0,0,727.0659983,0,34,0,596.2331752,0,406.5988214,0,144.3915269,0,0,0,0,290.3394273,0,56,0,22.92143719,213,417.206487,3.558705919,1,0,217.0515498,0,0,0,0,155.0359988,12.73275721,0,0,0,758.3497247,0,10,0,0,0,241.2822276,18.81961873,139.2025175
blk3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1293.444713,675.5482365,10098.97859,13331.60676,1095.519133,4098.470827,8823.179088,83.24382007,0,34.38598753,734.9950429,0,1216.824023,0,0,0,0,0,1376.473644,0,0,1374.663229,0,0,0,0,0,225.2274881,57084.26303,0,262.9304521,276.0757732,0,0,0,552.7743147,0,0,0,181.9054838,132.7036152,242.2318998,0,1389.565692,0,0.247682224,0,3429.076614,0,0,0,0,0,1.115273657,0,0,729.727028,5755.626933,175.0831343,176.9546744,0,0,0,0,0,23,0,0,0,0,0,1837.528421,58.97463394,0,1400,0,0,0,1556.574316,0,0,123.5290061,0,2544.407666,0,0,0,0.91716383,0,50,134.6737285,0,0,195.0112764,248.0188871,0,0,0.750777374,0,0,0,0,0,0,0,0,0,0,0,24370.73705,0,0,13129,0,0.766271939,0,0,1.474006596,1802.648193,241.357605,5268.427745,0,847.8128069,0,0,0,0,0,0,0,0,0,1536.618607,0,0,0,93.79673838,4041.792568,0,444.6031003,0,0,0,0,0,0,33.90391375,0,23.94564685,0,0,2415.464092,0,0,633.9722552,0,0,0,479.6018888,98.93192723,327.6939995,0,0,0,0,278.5424203,0.543438569,0,0,28,0,0,240,176.8686487,0,0,0,0,0,0,0,0,149.4355231,0,0,0,0,376.644437,0,0,0,0,0,59.88934549,0,177.0882384
SL std mix1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1346.461095,85.88761421,201818.2156,752.911582,69.29290149,57429.73275,923004.5129,4579.190148,13914.05382,4541.618959,155519.7467,82896.70982,698318.4962,0,0,0,0,41,1907.528793,0,0,991.063614,0,0,0,0,0,199.2265774,58467.27053,0,0,195.239616,0,0,0,238.6799701,0,0,0,0,0,317.6423917,0,314.7708727,0,0,0,11712.34173,0,0,0,513.5421989,0,0,0,83.33249678,1315.097013,16888.48025,0,211.7368187,0,140.1290533,0,0,0,144,95.99124372,0,0,2.463492666,0,8116.715157,0,10.94542329,1748,0,0,0,6990.573742,0,0,0,405.7791861,5220.914318,0,227.2092673,0,0,0,41,3828.216171,0,0,5790.311448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.5713587,49750.56321,0,1.147365368,29593,0,218.1422014,0,0,0,1267.046572,0,3819.824087,255.8191937,1779.068259,0,0,0,156.4371125,0,0,0,225.5126877,0,4338.731475,0,546.8647082,0,641.0126772,12056.4169,0,705.5405167,936.6009329,0,0,1.352721699,0,0,0,0,0,0,0,26431.45561,108.2656792,259.6016961,2478.704388,0,12,0,4067.195652,245.3387368,6657.08545,82.33275804,874.4277929,98.29748617,0,376.3597037,270.3608753,450.8502098,0,109,114.7241059,0,192,419.0734257,0,7,290.7538728,1514.493185,0,0,0,0,226.8344364,2.016313999,0,0,255.0492238,6446.315726,0,64,0,0,24.49155874,586.4360643,0,505.0451145
SL std mix2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.968851,231.0533452,192250.4955,1877.727464,216.9785241,50084.51116,845542.5543,4725.259042,13358.20723,4618.471131,159933.3604,80566.75993,697034.8017,0,0,0,0,1,2778.556234,0,0,1471.455946,0,0,0,0,0,0,59614.10652,0,0,413.2379658,0.324434633,0,0,288.0503744,0,202.3092483,0,0,0,346.6883149,110.8065593,0,116.8608373,0,0,5664.307435,0,0,0,452.3224869,0,0,0,0,825.7474283,14617.78327,136.7171188,364.8613849,215.2405878,0,0,156.3889891,0,65,0,0,0,349.4570899,0,10078.43762,0,0,3829,0.868910105,0,0,964.2318052,0,0,0,612.3061545,4547.274702,0,367.9759686,0,0,0,41,2801.629227,0,0,1699.656781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35014.19739,0,0,35682,167.9323598,0,0,0.060463892,0,1261.562778,0,2802.427388,0,417.1256837,0,0,0,0,0,0,0,0,0,3077.685387,0,180.7981235,86.87655121,417.7738021,7147.223544,0,688.3113516,340.6634882,0,0,0,0,0,34.48019338,0,0,0,0,27883.73997,0,0,1811.422404,0,22,235.3432944,3204.408351,709.5147103,3789.320226,0,1135.050231,0,109.3792538,245.4686753,106.1645603,443.9894306,0,102,0,0,1004,165.2452542,0,31,0,1016.988035,0,0,0,32.05892765,373.4431714,0,0,0,610.6986615,5683.551482,0,56,0,0,0,357.5782516,0,770.8626157
blk6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.3682709,102.924411,11076.74793,7196.717558,1163.02502,4616.333278,6411.543755,0,414.2844675,0,436.747722,299.7518456,1115.851654,0,0,0,0,20,1990.47561,0,0,1374.383992,0,0,0,151.8614319,0,103.6907476,57734.34445,0,338.455963,64.31284255,0,0,0,820.14863,0,0,0,0,0,196.5492424,0,632.8619614,0,0,0,6619.127968,0,0,0,401.1404965,0,0,0,306.7027478,889.1941279,8330.491163,208.0318278,235.271973,0,0,0,120.7447234,0,44,0,0,2.803071348,0,0,2888.526171,0,0,762,0,0,0,857.9167132,0,0,0,127.0387101,2603.067061,0,396.3195561,0,0,0,152,639.4378508,0,0,950.6469534,0,0,0,0,0,0,0,0,0,0,137.8588926,0,0,0,0,26493.75127,0,2.302009266,20832,0,0,0,0,0,2059.3496,252.5719912,5232.836162,0,588.7172218,0,0,0,0,1.466322231,0,0,0,0,1930.838908,0,209.0788805,0,130.4753897,4647.164385,0,730.735365,195.0294751,0,0,0,0,0,0,0.308115341,0,44.90968541,0,4503.247283,57.35448137,0,1074.607887,1.058562856,24,0,1180.483767,0,1833.524972,0,0,0,0,36.62085717,0,0,0,85,0,0,105,450.6673453,0,34,0,234.5907702,0.467895632,0,0,0,107.3547452,0,0.148043402,0,0,1048.812258,0,11,0,0,0,0,0,325.9834604
M238-samblk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.4677675,277.6063419,158523.3353,1665.972045,109.922591,50321.2234,734955.164,3445.580187,8520.899924,3647.277269,125940.6385,63156.99798,536130.3228,0,0,42050.95795,0,6,1293.625798,0,1.110132694,1070.439408,0,0,0,0,0,235.1305467,52819.94147,0,0,1089.766042,0,0,0,876.5514916,0,1887.914632,0,0,0,320.4590585,146.24696,320.5949747,0,0,0,19213.3487,0,80.38269597,0,415.4951968,0,0,212.9164586,528.1891365,460.5108119,17261.71315,132.3168042,351.7802976,232.4679915,0,0,0,0,233,0,0,0,0,0,4720.810779,0,0,3802,0,0,0,8309.362355,0,0,350.0977397,425.5407578,5382.243925,0,876.0972392,0,0,0,68,4301.467335,0,0,6231.144593,47.38547187,0,430.262342,0,0,0,197.4100408,0,153.7775291,0,0,0,0,0,148.045649,36110.96555,0,0,31214,0,0,0,0,0,965.6799603,0,3426.596233,0,636.5570366,0,63.96033767,0,44.80679552,0,103.6206356,0,780.1667337,0,7720.797156,4.781401967,333.8739536,0,486.3874178,14389.00671,0,897.2666065,84.24358318,0,0,0,0,0,406.5244325,0,0,0,109.6616006,43067.79951,0,129.8455242,2186.549612,0,77,0,3645.190544,411.0977303,8594.805638,192.6467568,1106.253866,0,363.7412887,0,0,289.4210269,121.5473244,156,0,0,534,284.8374117,0,20,0,1679.225805,0,68.50521584,0,0,110.3673664,0,28.9970382,19.1480136,460.699034,4727.840932,0,35,0,0,17.73259438,434.2622558,0,684.6661345
M239-samblk2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.3395647,536.0717992,139645.2116,1199.13917,324.724629,46699.34296,632457.6137,3051.864167,8105.034157,3114.211472,107260.7004,60014.47841,483279.7375,0,0,17230.52009,0,0,1329.62387,0,0,1189.234401,0,0,0,196.5077639,0.352323958,333.7278425,46794.02428,0,0,295.4391659,0,0,0,255.1763518,0,690.5328883,0,216.7038082,0,0,0,243.1777764,0,0,0,17252.89297,0,0,0,842.2075679,0,0,159.102714,386.3942072,407.2519459,22637.34944,0,140.572293,147.4630426,187.412245,0,143.3560885,0,336,0,0,0,0,0,6687.804835,0,0,4587,0,0,0,9060.987553,0,0,219.3103149,159.4694959,4306.494592,192.9607897,389.6119779,0,97.98167344,173.0562552,6,5128.2615,0,0,5465.742024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37595.43424,0,0,26090,0,115.0832769,0,0,0,1131.698735,0,2448.98162,270.0655322,2258.394105,54.29294591,0,0,0,0,186.0771059,0,45.03399274,0,6898.038326,0,175.0159149,59.21020952,504.6127516,16303.72413,1.790449967,552.6912261,743.9549942,0,0,0,0,0,203.4741312,0,0,0,73.4383773,44852.8111,182.7820225,129.6962116,2521.424091,0,94,516.5491922,6483.141295,269.7994778,4943.13112,0,926.4682206,0,302.7719104,39.55311959,121.8609646,596.6434874,0,57,0,0,2075,337.7970181,0,53,0,2241.79274,0,130.081602,25.06020927,0,496.5996968,0,0,0,224.6699899,4309.752527,0,21,0,0,0,665.9685307,113.9050629,933.7637082
