Sample,C1P d18:1/C16:0 Results,Cer d16:1/C22:1(-H20) Results,Cer d16:1/C22:1 Results,Cer d16:1/C23:0(-H20) Results,Cer d16:1/C23:0 Results,Cer d16:1/C25:1(-H20) Results,Cer d16:1/C25:1 Results,Cer d16:1/C26:0(-H20) Results,Cer d16:1/C26:0 Results,Cer d16:1/C26:1(-H20) Results,Cer d16:1/C26:1 Results,Cer d18:0/C23:0(-H20) Results,Cer d18:0/C23:0 Results,Cer d18:0/C23:1(-H20) Results,Cer d18:0/C23:1 Results,Cer d18:0/C25:0(-H20) Results,Cer d18:0/C25:0 Results,Cer d18:0/C25:1(-H20) Results,Cer d18:0/C25:1 Results,Cer d18:0/C26:0(-H20) Results,Cer d18:0/C26:0 Results,Cer d18:1/C14:1(-H20) Results,Cer d18:1/C14:1 Results,Cer d18:2/C14:0(-H20) Results,Cer d18:2/C14:0 Results,Cer d18:2/C18:1(-H20) Results,Cer d18:2/C18:1 Results,Cer d18:2/C20:1(-H20) Results,Cer d18:2/C20:1 Results,Cer d18:2/C23:1(-H20) Results,Cer d18:2/C23:1 Results,Cer d18:2/C25:0(-H20) Results,Cer d18:2/C25:0 Results,Cer d18:2/C25:1(-H20) Results,Cer d18:2/C25:1 Results,Cer d18:2/C26:0(-H20) Results,Cer d18:2/C26:0 Results,Cer d18:2/C26:1(-H20) Results,Cer d18:2/C26:1 Results,DHCer d16:1/C16:0(-H20) Results,DHCer d16:1/C16:0 Results,DHCer d18:1/C14:0(-H20) Results,DHCer d18:1/C14:0 Results,DHCer d18:2/C16:0(-H20) Results,DHCer d18:2/C16:0 Results,DHCer d18:2/C22:0(-H20) Results,DHCer d18:2/C22:0 Results,DHCer d18:2/C24:0(-H20) Results,DHCer d18:2/C24:0 Results,DHCer d18:2/C24:1(-H20) Results,DHCer d18:2/C24:1 Results,GM3 d16:1/C14:0 Results,GM3 d16:1/C16:0 Results,GM3 d16:1/C18:0 Results,GM3 d16:1/C20:0 Results,GM3 d16:1/C22:0 Results,GM3 d16:1/C24:0 Results,GM3 d16:1/C24:1 Results,GM3 d18:1/C14:0 Results,GM3 d18:1/C20:0 Results,GM3 d18:1/C22:0 Results,GM3 d18:1/C24:0 Results,GM3 d18:2/14:0 Results,GM3 d18:2/16:0 Results,GM3 d18:2/18:0 Results,GM3 d18:2/24:0 Results,GM3 d18:2/24:1 Results,MHCer d16:1/C16:0(-H20) Results,MHCer d16:1/C16:0 Results,MHCer d16:1/C20:0(-H20) Results,MHCer d16:1/C20:0 Results,MHCer d16:1/C22:0(-H20) Results,MHCer d16:1/C22:0 Results,MHCer d16:1/C22:1(-H20) Results,MHCer d16:1/C22:1 Results,MHCer d16:1/C23:0(-H20) Results,MHCer d16:1/C23:0 Results,MHCer d16:1/C23:1(-H20) Results,MHCer d16:1/C23:1 Results,MHCer d16:1/C26:0(-H20) Results,MHCer d16:1/C26:0 Results,MHCer d18:0/C16:0(-H20) Results,MHCer d18:0/C16:0 Results,MHCer d18:0/C16:1(-H20) Results,MHCer d18:0/C16:1 Results,MHCer d18:0/C22:1(-H20) Results,MHCer d18:0/C22:1 Results,MHCer d18:1/C16:1(-H20) Results,MHCer d18:1/C16:1 Results,MHCer d18:2/C16:0(-H20) Results,MHCer d18:2/C16:0 Results,MHCer d18:2/C16:1(-H20) Results,MHCer d18:2/C16:1 Results,SM C34:0 Results,SM C36:0 Results,SM C38:0 Results,SM C40:0 Results,SM C42:0 Results,SM d18:0/C16:0 Results,SM d18:0/C18:0 Results,SM d18:0/C20:0 Results,SM d18:0/C22:0 Results,SM d18:0/C24:0 Results,Sphd16:1 Results,Sphd18:2 Results,Sphd18:1-D7 (ISTD) Results,Sphd18:1 Results,Sphd18:0 Results,Sphd18:0-D7 (ISTD) Results,SM C24:1 (ISTD) Results,SM d18:1/C6:0 (ISTD) Results,C1P d18:1/C8:0 (ISTD) Results,MHCer d18:1/C8:0 (ISTD)(-H20) Results,MHCer d18:1/C8:0 (ISTD) Results,Cer d18:1/C8:0 (ISTD)(-H20) Results,Cer d18:1/C8:0 (ISTD) Results,SM C30:1 Results,SM d18:1/C12:0 Results,SM C32:2 Results,SM d18:2/C14:0 Results,GM3 d18:1/C16:0 Results,SM C32:1 Results,SM d16:1/C16:0 Results,SM d18:1/C14:0 Results,SM C34:2 Results,SM d18:2/C16:0 Results,GM3 d18:1/C18:0 Results,MHCer d18:1/C14:0(-H20) Results,MHCer d18:1/C14:0 Results,GM3 d18:2/20:0 Results,SM C34:1 Results,SM d16:1/C18:0 Results,SM d18:1/C16:0 Results,DHCer d18:2/C18:1(-H20) Results,DHCer d18:2/C18:1 Results,SM C36:2 Results,SM d18:2/C18:0 Results,MHCer d18:1/C16:0(-H20) Results,MHCer d18:1/C16:0 Results,GM3 d18:2/22:0 Results,Cer d16:1/C16:0(-H20) Results,Cer d16:1/C16:0 Results,DHCer d18:1/C16:0(-H20) Results,DHCer d18:1/C16:0 Results,Cer d18:1/C14:0(-H20) Results,Cer d18:1/C14:0 Results,MHCer d18:1/C18:1(-H20) Results,MHCer d18:1/C18:1 Results,Cer d18:2/C16:0(-H20) Results,Cer d18:2/C16:0 Results,Cer d18:1/C16:1(-H20) Results,Cer d18:1/C16:1 Results,GM3 d18:1/C24:1 Results,SM C36:1 Results,SM d16:1/C20:0 Results,SM d18:1/C18:0 Results,SM C38:2 Results,SM d18:2/C20:0 Results,DHCer d18:1/C18:0(-H20) Results,DHCer d18:1/C18:0 Results,MHCer d18:1/C18:0(-H20) Results,MHCer d18:1/C18:0 Results,Cer d18:1/C16:0(-H20) Results,Cer d18:1/C16:0 Results,Cer d18:0/C16:0(-H20) Results,Cer d18:0/C16:0 Results,Cer d16:1/C18:0(-H20) Results,Cer d16:1/C18:0 Results,MHCer d18:2/C20:0(-H20) Results,MHCer d18:2/C20:0 Results,MHCer d18:2/C22:1(-H20) Results,MHCer d18:2/C22:1 Results,Cer d18:1/C18:1(-H20) Results,Cer d18:1/C18:1 Results,Cer d18:2/C18:0(-H20) Results,Cer d18:2/C18:0 Results,DHCer d18:1/C22:1(-H20) Results,DHCer d18:1/C22:1 Results,MHCer d18:1/C20:1(-H20) Results,MHCer d18:1/C20:1 Results,SM C38:1 Results,SM d16:1/C22:0 Results,SM d18:1/C20:0 Results,DHCer d18:1/C20:0(-H20) Results,DHCer d18:1/C20:0 Results,SM C40:2 Results,SM d16:1/C24:1 Results,SM d18:1/C22:1 Results,SM d18:2/C22:0 Results,SM C42:3 Results,SM d18:2/C24:1 Results,MHCer d18:1/C20:0(-H20) Results,MHCer d18:1/C20:0 Results,MHCer d16:1/C24:1(-H20) Results,MHCer d16:1/C24:1 Results,MHCer d18:1/C22:1(-H20) Results,MHCer d18:1/C22:1 Results,Cer d18:0/C18:0(-H20) Results,Cer d18:0/C18:0 Results,Cer d18:1/C18:0(-H20) Results,Cer d18:1/C18:0 Results,Cer d18:1/C20:1(-H20) Results,Cer d18:1/C20:1 Results,MHCer d18:2/C24:1(-H20) Results,MHCer d18:2/C24:1 Results,MHCer d18:2/C22:0(-H20) Results,MHCer d18:2/C22:0 Results,SM C41:2 Results,SM d18:1/C23:1 Results,SM d18:2/C23:0 Results,Cer d16:1/C20:0(-H20) Results,Cer d16:1/C20:0 Results,DHCer d18:1/C22:0(-H20) Results,DHCer d18:1/C22:0 Results,DHCer d18:1/C24:1(-H20) Results,DHCer d18:1/C24:1 Results,Cer d18:2/C22:1(-H20) Results,Cer d18:2/C22:1 Results,Cer d18:2/C20:0(-H20) Results,Cer d18:2/C20:0 Results,MHCer d18:1/C23:1(-H20) Results,MHCer d18:1/C23:1 Results,SM C39:1 Results,SM d16:1/C23:0 Results,MHCer d18:2/C23:0(-H20) Results,MHCer d18:2/C23:0 Results,DHCer d18:1/C23:0(-H20) Results,DHCer d18:1/C23:0 Results,SM C42:2 Results,SM d18:1/C24:1 Results,SM d18:2/C24:0 Results,SM C40:1 Results,SM d16:1/C24:0 Results,SM d18:1/C22:0 Results,MHCer d18:0/C22:0(-H20) Results,MHCer d18:0/C22:0 Results,MHCer d18:1/C22:0(-H20) Results,MHCer d18:1/C22:0 Results,MHCer d18:0/C24:1(-H20) Results,MHCer d18:0/C24:1 Results,MHCer d18:1/C24:1(-H20) Results,MHCer d18:1/C24:1 Results,MHCer d18:2/C24:0(-H20) Results,MHCer d18:2/C24:0 Results,Cer d18:1/C20:0(-H20) Results,Cer d18:1/C20:0 Results,Cer d18:0/C20:0(-H20) Results,Cer d18:0/C20:0 Results,Cer d16:1/C24:1(-H20) Results,Cer d16:1/C24:1 Results,Cer d18:1/C22:1(-H20) Results,Cer d18:1/C22:1 Results,MHCer d16:1/C24:0(-H20) Results,MHCer d16:1/C24:0 Results,DHCer d18:1/C24:0(-H20) Results,DHCer d18:1/C24:0 Results,Cer d16:1/C22:0(-H20) Results,Cer d16:1/C22:0 Results,Cer d18:2/C24:1(-H20) Results,Cer d18:2/C24:1 Results,Cer d18:2/C22:0(-H20) Results,Cer d18:2/C22:0 Results,SM C41:1 Results,MHCer d18:1/C23:0(-H20) Results,MHCer d18:1/C23:0 Results,SM C43:2 Results,SM d18:1/C25:1 Results,SM d18:2/C25:0 Results,MHCer d18:1/C25:1(-H20) Results,MHCer d18:1/C25:1 Results,MHCer d18:0/C23:0(-H20) Results,MHCer d18:0/C23:0 Results,MHCer d18:2/C25:0(-H20) Results,MHCer d18:2/C25:0 Results,Cer d18:1/C23:1(-H20) Results,Cer d18:1/C23:1 Results,MHCer d18:1/C26:1(-H20) Results,MHCer d18:1/C26:1 Results,MHCer d18:0/C24:0(-H20) Results,MHCer d18:0/C24:0 Results,Cer d18:2/C23:0(-H20) Results,Cer d18:2/C23:0 Results,SM C42:1 Results,SM d18:1/C24:0 Results,MHCer d18:1/C24:0(-H20) Results,MHCer d18:1/C24:0 Results,Cer d18:0/C22:1(-H20) Results,Cer d18:0/C22:1 Results,Cer d18:0/C24:1(-H20) Results,Cer d18:0/C24:1 Results,Cer d18:1/C24:1(-H20) Results,Cer d18:1/C24:1 Results,Cer d18:0/C22:0(-H20) Results,Cer d18:0/C22:0 Results,Cer d18:1/C22:0(-H20) Results,Cer d18:1/C22:0 Results,Cer d16:1/C24:0(-H20) Results,Cer d16:1/C24:0 Results,SM d18:1/C23:0 Results,Cer d18:2/C24:0(-H20) Results,Cer d18:2/C24:0 Results,MHCer d18:1/C25:0(-H20) Results,MHCer d18:1/C25:0 Results,SM C43:1 Results,SM d18:1/C25:0 Results,Cer d18:1/C23:0(-H20) Results,Cer d18:1/C23:0 Results,Cer d18:1/C25:1(-H20) Results,Cer d18:1/C25:1 Results,MHCer d18:1/C26:0(-H20) Results,MHCer d18:1/C26:0 Results,SM C44:1 Results,SM d18:1/C26:0 Results,Cer d18:1/C26:1(-H20) Results,Cer d18:1/C26:1 Results,Cer d18:1/C24:0(-H20) Results,Cer d18:1/C24:0 Results,Cer d18:0/C24:0(-H20) Results,Cer d18:0/C24:0 Results,Cer d18:1/C25:0(-H20) Results,Cer d18:1/C25:0 Results,Cer d18:0/C26:1(-H20) Results,Cer d18:0/C26:1 Results,Cer d18:1/C26:0(-H20) Results,Cer d18:1/C26:0 Results
blk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.528184,0,204.1683859,937.2532952,1180.080293,2363.943393,378.3350794,384.5736382,49.27277347,0,0,189.2532903,4144.556895,1874.419047,14.22985007,2392.207599,64.56303346,494,43771.1027,0,47.63060968,71419.46555,0,86.59184935,81.23654188,165.0982441,0,534732.0851,0,1731.00202,0,0,41912.00647,0,155.6415517,837.6861988,84.81069279,582.7886593,1617.336684,121.690102,0,383.3924815,6457.600413,0,0,309.1866051,896.5953632,231.4779887,1450.399587,0,167706.7304,0,175.980695,32809.86337,0,0,0,0,471.0050695,2571.621056,20573.28948,96.96842132,326.7803591,58.57437532,418.5993833,0,0,0,0,0,560.8626711,0,851,232.5654858,0,0,137.1265231,68363.19482,289.5217446,0,0,180.7117809,78014,123.9220735,0,0,76610.52379,0,0,265.1668253,98.1100112,0,0,0,0,1,135.8968422,6863.351451,289.4779358,0,0,0,0,220.981334,30561.76872,0,0,128.2727031,0,0,0,0,0,0,66.96781478,0,0,0,0,16182.77793,0,0,0,0,0,285601.8876,520.5470452,0,123101,163.4911627,0,0,0,251.0701785,752.492214,0,0,157.7738872,1114.382631,0,98.6339389,209.1432038,1437.891472,112.4025808,21.77682061,44.54673189,174.8773826,0,295.5223326,83.1243905,0,0,230.8079629,0,1240.746465,31.50945782,318.1737219,120.0202565,713.8303577,41896.8443,0,447.4188519,3755.106035,0,0,0,0,0,0,0,0,17.74149809,106.6937173,298.6811049,0,0,15,255.0599951,248.1361112,85099.16778,0,0,1552.746298,0,196.740235,0,55,251.5324107,4803.671192,122.995606,199.7123904,882.020478,6450.484514,0,1391.832436,0,0,859.7638772,0,49,299,0,70.78096631,2457.981591,0,62.12122036,47.56161624,0,615.2903684,0,0,0,466.1348429,8330.451615,164.2919806,42,0,534.4983357,17.95675673,0,0,593.518358
blk2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225.2042167,126.5649486,102.5999205,1025.456545,452.4281304,191.7507699,244.8063606,19.25275448,0,0,152.1855615,47.53020286,609.3298349,360.1793227,0,164.593065,0,18,4203.966308,0,0,5041.05876,0,0,0,298.2412479,0,66223.50048,0,0,0,0,2243.11965,0,0,0,0,0,328.8634097,0,0,0,283.5645539,0,0,0,0,0,876.4619954,0,15272.53419,9588.056954,0,1940.772257,0,0,0,0,0,1555.942707,12456.08132,103.3208701,0,0,0,0.253344007,0,0,0,0,0,0,3,222.9629651,0,6.182725079,1.908184904,6662.511412,183.2615128,0,0,4.079659729,5253,0,0,0,4531.236775,0,0,0,0,0,0,0,0,125,199.4957883,2429.329814,0,0,0,0.770686661,0.825697168,0,1211.166537,0.733633094,0,0,0,0,0,0,0,0,0,0,0,0,0,667.5478594,0,0,0,0,0,21196.48693,0,0,25193,140.4726456,0,0.769111973,0,0,0,0,0,0,0,0,0,191.6000285,223.5168472,0,0,179.8403906,0,0,0,216.253712,0,0,0,0,164.1774934,0,0,0.708214202,80.41578338,2511.863972,0,0,157.9966717,0,0,0.208738283,0,0,0,0.540048077,0,0,138.4943542,14.56157469,0,0,0,0,0,14437.54767,0,39.14180308,0,0,0,0,189,213.1563052,1195.331066,0,221.5316384,128.9088697,2704.70861,0,447.5553195,0,0,0,0,0,602,313.2021254,0,120.8477127,0,2.541076653,20.19848129,3.297267576,112.6921371,0,0,0,273.4268585,1765.779989,0,44,0,121.2604818,24.21993077,17.76248747,0,185.6491397
blk3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296.1171273,337.3928495,129.3535309,2203.345751,378.8336592,230.1590858,390.3632959,0,43.72693653,0,0,0,507.8530625,140.9256657,0,459.3941745,0,59,4807.361324,0,0,4253.930607,0,0,0,349.5328163,0,97428.17505,0,0,0,0,3430.087387,0,0,160.5131101,0,0,420.8219053,0,35.66779719,0,329.8769252,0,0,0,613.709747,0,946.8785415,0,10102.71302,19811.76291,0,1922.291598,0,0,106.1141987,0,0,1207.338058,12128.39909,0,326.6146812,0,191.2731358,1.649844607,1.418416059,0,0,0,0,0,84,0,2.034199907,0,0,7679.314472,401.6463509,0.402855848,1.107496626,0,6559,0,0,4.423270372,4355.480231,0,0,0,0,0,0,0,0,64,0,1741.016315,0,0,0,0,0,0,813.5313166,1.842046515,0,0,0,0,0,0,0,1.075138878,0,0,0,0,0,347.8531087,0,0,0,0,0,24030.79666,0,0,3674,234.3445623,0,0,0.457194668,0,0,0,0,0,0,0,0,0,393.9525292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3510.508666,0,119.7068609,147.426387,0,0,82.63591352,0,2.25567846,41.48418782,0,0,0.462068707,0,0,3.482741181,1.435706703,0,0,22.12507246,12095.40659,84.55652104,0.493931305,0,0,0,0,48,210.3704747,274.8927744,0,0,283.3060298,2764.730098,0,252.9581498,175.3934827,0,0,0,0,139,437.493049,0,446.4097932,0,0,0,129.181204,162.7860735,0,0,0,261.5827663,2253.897234,0,7,0,159.6612607,0,0,0,134.6560827
blk4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533.0377159,1400.273918,272.0570424,1584.732426,0,87.0979131,434.7791528,0,18.49111438,0,164.6282976,0,528.8748526,112.4404724,0,652.412897,0,61,3986.202733,0,0,4167.375054,0,0,0,145.0107588,0,79621.73573,0,0,2.549693623,0,2776.805973,0,29.43881785,162.4110538,0,0,146.6669441,0,59.12477147,0,519.6217344,0,0,0,0,0,903.968409,0,9993.138792,12670.28953,0,1953.528192,0,0,40.76703299,0,0,404.3181996,12700.92155,0,410.0060769,139.3897142,0,0,0,0,0,0,0,0,8,0,0,0,0,6514.709735,474.9062236,0,1.996959764,0,4585,0,0,0,4918.857016,1.378162328,1.471201437,0,0,0,0,0,0,48,362.702268,1405.581743,0,0,0,0,0,0,810.7939233,0,0,65.61128163,0,0,0,0,0,0,0,0,2.761249009,0,0,1082.456409,0,0,0,0,0,20076.5047,0,0.730377193,30665,0,0,0,0,0.827919029,0,2.26492844,0,0,0,0,0,0,0,186.9530221,0,0,0,0,0,0,0,0,0,0,288.7557098,0,0,0,0,5723.321042,0,44.64220742,88.53912229,0,0,0,5.42386916,0,0,0,1.269150464,0,0,29.96117849,0.54547768,0,44,0,110.5138095,15511.86134,0,0.497025235,0,0,0,0,37,109.2647562,672.5738152,0,0,0,2568.720512,0,321.5005891,114.3663597,0.680707953,230.5189645,0,0,458,0,26.79262034,159.6267153,0,0,0,0,130.1278105,0.260228384,0.486156723,0,146.8134127,2151.118972,0,8,0,0,0,0,11.45023075,204.3953062
blk5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354.9974131,509.6523857,365.9220308,429.5462926,427.9959453,313.0681379,537.3865207,0,25.82726613,0,0,0,456.755085,70.96506332,0,804.5659386,0,16,5241.418735,0,0,5782.902199,0,0,0,213.4625236,0,94008.76218,0,195.8302611,0,0,2578.95595,0,0,0,0,264.6459679,403.4179668,0,106.4355441,0,0,0,0,0,287.9868625,0,1313.779499,0.498298002,9612.19525,13529.57525,0,1028.82757,0,0,0,0,0,1823.85032,17045.7873,0,78.49069397,0,0,0,62.52678046,0,0,0,0,0,49,184.7440566,0,0,1.831789976,11542.03922,363.0004351,0,0,0,7256,0,0,0,5475.860014,0,0,0,0,0,0,0,0,1,0,1491.838272,0,0,0,0,0,0.721766527,825.7633261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482.0331006,0,0,0,0,0,15484.77513,0,1.889345949,31251,114.9199595,0,0,0,0,0,0,0,0,0,0,0,0,562.1337549,0,0,106.0941753,0,0,0,0,37.53118155,21.2284154,0,0,241.4877782,0,0,0,261.9314098,5097.277016,0,4.147522371,219.7932697,1.394274681,0,0,0,0,0,0.553260052,0,0,156.5636757,0,0,0.961029307,43,1.409995437,0,13957.62472,0,0,7.519196072,0,0,0,22,0,420.6362923,0,0,237.4735097,743.2554649,0,111.0811181,0,0,0,0.340409204,49,281,0,0,454.5586616,0.407201773,55.07477949,1.326096737,0,310.5628474,0,0,0,132.5415036,1773.163895,0,39,70.72860022,0,0,0,14.82883795,0
SL std mix1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177943.0933,188.3524184,174.2966515,55051.85961,728419.0326,3617.196603,13936.8255,3971.537725,128245.2945,62053.6001,451256.9157,0,0,355.6813958,0,39,5553.495678,0,0,6340.248729,0,0,0,0,0,102920.8339,0,206.7576225,0,0,3954.664367,0,0,0,0,0,609.8391344,0,0,0,455.6776798,0,0,0,356.0232311,0,196.1477241,0,22730.80683,1.772132713,0,1088.10605,0,0,276.2122957,0,0,653.6654245,12888.39687,211.8809839,245.800319,0,0,0,0.204764064,0,0,0,0,0,87,0,0,0,0,11173.98692,0,0,0.499908756,0,7418,0,0,0,5191.153227,0,0,0,0,0,0,0,0,23,171.7762626,3399.081793,0,0,0,0,0,0,3025.940583,1.684009111,0,206.1640852,0,0,0,0,5.884175473,0,0,0,0,0,1.133378956,5994.52651,0,0,0,0,0,20443.90346,0.834937647,0,27254,0,0,0,0,0,0,0,0,0,0,0,0,0,620.1195463,0,0,0,124.5550862,0,0,0,0,0,0,21.79427107,749.1499122,1.76130672,0.259446158,0,248.0431415,9529.84259,0,0,480.6139984,0,0,0,0,0,0,0,0,0,0,0,0.196757159,0,0,0,0,33796.60147,105.1051447,0,0,0,115.9000448,0,47,0,1542.011609,0,0,758.780631,3951.891052,0,508.8168208,0,0,266.8141963,0,0,870,0,0,858.3759451,0,69.11048283,1.662890113,0,147.2259313,0,0,9.665395696,149.8464339,4004.04369,0,125,0,123.1036018,24.09795339,0,0,250.9350027
SL std mix2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.5419616,178260.6957,1298.887117,704.574957,58943.71244,747716.2104,3834.677311,13970.89802,3918.385504,140636.3714,62478.18723,486288.148,161.9195203,0,444.1678188,0,13,3730.179101,0,0,4363.522324,0,0,0,0,0,88761.71521,0,195.0715331,0,0,2129.915499,0,0,162.379234,0,0,0,0,182.6345274,0,116.9460637,0,0.693157612,0,115.7790397,0,633.5912313,0,15299.24042,5287.466112,0,1307.417433,0,0,0,0,0,1733.179059,11591.46894,0,0,0,0,0,10.72526648,0,0,0,0,0,198,0,0,0.061539208,1.912549488,5098.622601,189.5771128,0,0,0,6952,0,0,0,3776.706765,0,0,0,0,0,0,0,0,42,0,1803.912179,0.395590466,0,0,0,0,0,420.3515735,0,0,0,40.64365812,0,0,0,0.923124689,0,0,0,0,0,1.511052158,1706.582895,0,0,0,0,0,18253.53734,1.397395727,0,33663,0,0,0,0,0,0,0,0,46.08879384,0,0,0,0,139.4792887,0,0,0,0,55.14980224,0,53.77976556,0,0,14.74682059,0,583.5457045,0,0,0,0,4374.760063,0,0,54.12640462,0,0,0,0,0,0,0,0,0,0,0.636742514,1.929418971,0,0,0,0,12049.91811,0,0,0,0,0,14.6269025,35,0,895.6408591,0,0,69.31166297,3888.055982,0,369.5899075,124.269179,1.658254134,148.653231,0,1,541,0,24.69975766,783.7238198,0,4.343719853,0,0,175.551524,0,0,0,146.9100815,944.7102614,0,6,0,134.9838914,0,0,0,40.67736614
blk6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1035.363848,460.4111375,1147.680425,2174.560808,283.1815688,868.0410132,1009.782264,0,397.9254902,0,162.3718054,154.0933906,783.3321974,197.159901,0,579.1741112,0,32,4033.864309,0,30.69320276,4337.916014,0,0,0,483.0039506,0,81206.54541,0,542.509931,0,0,1874.301701,0,0,0,0,0,493.2887262,1.257227179,0,172.076115,241.327953,0,0,0,144.8098428,126.7183797,1286.13978,0.297490415,10120.69234,16640.02954,0,788.931877,0,0,0,0,0,1195.909269,11151.04519,0,211.554612,0,0,0,0,0,0,0,1.282005613,0,2,217.2969493,0.934624791,0,0,7067.107185,576.7041924,0,0,0,5294,0,0,0,3761.770719,0,0.378188601,0,0,0,0,0,14.05734186,63,170.0364318,1407.256014,0,0,0,0,0,0,766.7856679,0,0,0,0,0,0,0,0,0,0,0,0.541893474,0,0,429.5751243,167.6646777,0,0,0,0,16043.58651,0,0,34434,183.4497189,0,0,0,0,151.572071,0,0,0.821241352,0,3.556940923,0,0,262.4995565,0,0,0,109.9924947,0,0,0,0,11.53675889,105.372197,0,141.085473,0,0,0,0,3342.7782,0,0,230.2648014,0,0,0,5.784960038,0,0,0,0,1.056585754,0,0,0,0,37,0,0,12712.88526,101.0748147,0.627243025,0,0,0,0,16,0,929.3850255,0,0,510.3514561,3075.188917,0,277.6066424,218.6032874,17.95860245,0,0,56,908,456.7951627,90.48642,392.383641,3.842825053,0,0,0.287262396,325.5763363,0,0,0,0,1618.447174,0,2,0,116.4288172,0,13.96544471,0,192.1204805
