Sample,C1P d18:1/C16:0 Results,Cer d16:1/C18:0(-H20) Results,Cer d16:1/C18:0 Results,Cer d16:1/C22:1(-H20) Results,Cer d16:1/C22:1 Results,Cer d16:1/C24:1(-H20) Results,Cer d16:1/C24:1 Results,Cer d16:1/C25:1(-H20) Results,Cer d16:1/C25:1 Results,Cer d16:1/C26:0(-H20) Results,Cer d16:1/C26:0 Results,Cer d16:1/C26:1(-H20) Results,Cer d16:1/C26:1 Results,Cer d18:0/C20:0(-H20) Results,Cer d18:0/C20:0 Results,Cer d18:0/C22:1(-H20) Results,Cer d18:0/C22:1 Results,Cer d18:0/C23:1(-H20) Results,Cer d18:0/C23:1 Results,Cer d18:0/C25:0(-H20) Results,Cer d18:0/C25:0 Results,Cer d18:0/C25:1(-H20) Results,Cer d18:0/C25:1 Results,Cer d18:0/C26:0(-H20) Results,Cer d18:0/C26:0 Results,Cer d18:0/C26:1(-H20) Results,Cer d18:0/C26:1 Results,Cer d18:1/C14:1(-H20) Results,Cer d18:1/C14:1 Results,Cer d18:1/C20:1(-H20) Results,Cer d18:1/C20:1 Results,Cer d18:2/C18:1(-H20) Results,Cer d18:2/C18:1 Results,Cer d18:2/C20:1(-H20) Results,Cer d18:2/C20:1 Results,DHCer d16:1/C16:0(-H20) Results,DHCer d16:1/C16:0 Results,DHCer d18:1/C14:0(-H20) Results,DHCer d18:1/C14:0 Results,DHCer d18:2/C18:1(-H20) Results,DHCer d18:2/C18:1 Results,GM3 d16:1/C14:0 Results,GM3 d16:1/C16:0 Results,GM3 d16:1/C18:0 Results,GM3 d16:1/C20:0 Results,GM3 d16:1/C22:0 Results,GM3 d16:1/C24:0 Results,GM3 d16:1/C24:1 Results,GM3 d18:1/C14:0 Results,GM3 d18:1/C20:0 Results,GM3 d18:2/14:0 Results,GM3 d18:2/16:0 Results,GM3 d18:2/18:0 Results,GM3 d18:2/20:0 Results,GM3 d18:2/22:0 Results,GM3 d18:2/24:0 Results,GM3 d18:2/24:1 Results,MHCer d16:1/C16:0(-H20) Results,MHCer d16:1/C16:0 Results,MHCer d16:1/C20:0(-H20) Results,MHCer d16:1/C20:0 Results,MHCer d16:1/C22:0(-H20) Results,MHCer d16:1/C22:0 Results,MHCer d16:1/C22:1(-H20) Results,MHCer d16:1/C22:1 Results,MHCer d16:1/C23:0(-H20) Results,MHCer d16:1/C23:0 Results,MHCer d16:1/C23:1(-H20) Results,MHCer d16:1/C23:1 Results,MHCer d16:1/C24:0(-H20) Results,MHCer d16:1/C24:0 Results,MHCer d16:1/C24:1(-H20) Results,MHCer d16:1/C24:1 Results,MHCer d16:1/C26:0(-H20) Results,MHCer d16:1/C26:0 Results,MHCer d18:0/C16:1(-H20) Results,MHCer d18:0/C16:1 Results,MHCer d18:0/C22:1(-H20) Results,MHCer d18:0/C22:1 Results,MHCer d18:0/C23:0(-H20) Results,MHCer d18:0/C23:0 Results,MHCer d18:1/C14:0(-H20) Results,MHCer d18:1/C14:0 Results,MHCer d18:1/C18:1(-H20) Results,MHCer d18:1/C18:1 Results,MHCer d18:1/C23:1(-H20) Results,MHCer d18:1/C23:1 Results,MHCer d18:1/C25:1(-H20) Results,MHCer d18:1/C25:1 Results,MHCer d18:2/C16:1(-H20) Results,MHCer d18:2/C16:1 Results,MHCer d18:2/C20:0(-H20) Results,MHCer d18:2/C20:0 Results,MHCer d18:2/C22:1(-H20) Results,MHCer d18:2/C22:1 Results,MHCer d18:2/C25:0(-H20) Results,MHCer d18:2/C25:0 Results,SM C34:0 Results,SM C36:0 Results,SM C38:0 Results,SM C39:1 Results,SM C40:0 Results,SM C42:0 Results,SM d16:1/C23:0 Results,SM d18:0/C16:0 Results,SM d18:0/C18:0 Results,SM d18:0/C20:0 Results,SM d18:0/C22:0 Results,SM d18:0/C24:0 Results,Sphd16:1 Results,Sphd18:2 Results,Sphd18:1-D7 (ISTD) Results,Sphd18:1 Results,Sphd18:0-D7 (ISTD) Results,Sphd18:0 Results,SM C24:1 (ISTD) Results,SM d18:1/C6:0 (ISTD) Results,C1P d18:1/C8:0 (ISTD) Results,MHCer d18:1/C8:0 (ISTD)(-H20) Results,MHCer d18:1/C8:0 (ISTD) Results,Cer d18:1/C8:0 (ISTD)(-H20) Results,Cer d18:1/C8:0 (ISTD) Results,SM C30:1 Results,SM d18:1/C12:0 Results,SM d18:2/C14:0 Results,SM C32:2 Results,GM3 d18:1/C16:0 Results,SM C32:1 Results,SM d16:1/C16:0 Results,SM d18:1/C14:0 Results,DHCer d18:2/C16:0(-H20) Results,DHCer d18:2/C16:0 Results,SM C34:2 Results,SM d18:2/C16:0 Results,GM3 d18:1/C18:0 Results,Cer d18:2/C14:0(-H20) Results,Cer d18:2/C14:0 Results,MHCer d18:2/C16:0(-H20) Results,MHCer d18:2/C16:0 Results,DHCer d18:1/C16:0(-H20) Results,DHCer d18:1/C16:0 Results,SM d16:1/C18:0 Results,SM d18:1/C16:0 Results,SM C34:1 Results,MHCer d18:1/C16:1(-H20) Results,MHCer d18:1/C16:1 Results,SM C36:2 Results,SM d18:2/C18:0 Results,MHCer d18:1/C16:0(-H20) Results,MHCer d18:1/C16:0 Results,MHCer d18:0/C16:0(-H20) Results,MHCer d18:0/C16:0 Results,Cer d18:1/C14:0(-H20) Results,Cer d18:1/C14:0 Results,Cer d16:1/C16:0(-H20) Results,Cer d16:1/C16:0 Results,Cer d18:1/C16:1(-H20) Results,Cer d18:1/C16:1 Results,Cer d18:2/C16:0(-H20) Results,Cer d18:2/C16:0 Results,DHCer d18:1/C18:0(-H20) Results,DHCer d18:1/C18:0 Results,SM d16:1/C20:0 Results,SM d18:1/C18:0 Results,GM3 d18:1/C24:1 Results,SM C36:1 Results,GM3 d18:1/C22:0 Results,SM C38:2 Results,SM d18:2/C20:0 Results,MHCer d18:1/C18:0(-H20) Results,MHCer d18:1/C18:0 Results,Cer d18:1/C16:0(-H20) Results,Cer d18:1/C16:0 Results,Cer d18:0/C16:0(-H20) Results,Cer d18:0/C16:0 Results,Cer d18:1/C18:1(-H20) Results,Cer d18:1/C18:1 Results,Cer d18:2/C18:0(-H20) Results,Cer d18:2/C18:0 Results,DHCer d18:1/C20:0(-H20) Results,DHCer d18:1/C20:0 Results,DHCer d18:1/C22:1(-H20) Results,DHCer d18:1/C22:1 Results,GM3 d18:1/C24:0 Results,MHCer d18:1/C20:1(-H20) Results,MHCer d18:1/C20:1 Results,DHCer d18:2/C24:1(-H20) Results,DHCer d18:2/C24:1 Results,SM C38:1 Results,SM d16:1/C22:0 Results,SM d18:1/C20:0 Results,DHCer d18:2/C22:0(-H20) Results,DHCer d18:2/C22:0 Results,SM C42:3 Results,SM d18:2/C24:1 Results,SM C40:2 Results,SM d16:1/C24:1 Results,SM d18:1/C22:1 Results,SM d18:2/C22:0 Results,MHCer d18:1/C20:0(-H20) Results,MHCer d18:1/C20:0 Results,Cer d18:1/C18:0(-H20) Results,Cer d18:1/C18:0 Results,Cer d16:1/C20:0(-H20) Results,Cer d16:1/C20:0 Results,MHCer d18:2/C24:1(-H20) Results,MHCer d18:2/C24:1 Results,MHCer d18:2/C22:0(-H20) Results,MHCer d18:2/C22:0 Results,Cer d18:0/C18:0(-H20) Results,Cer d18:0/C18:0 Results,SM C41:2 Results,SM d18:1/C23:1 Results,SM d18:2/C23:0 Results,DHCer d18:1/C24:1(-H20) Results,DHCer d18:1/C24:1 Results,Cer d18:2/C20:0(-H20) Results,Cer d18:2/C20:0 Results,DHCer d18:1/C22:0(-H20) Results,DHCer d18:1/C22:0 Results,Cer d18:2/C22:1(-H20) Results,Cer d18:2/C22:1 Results,MHCer d18:1/C22:1(-H20) Results,MHCer d18:1/C22:1 Results,DHCer d18:2/C24:0(-H20) Results,DHCer d18:2/C24:0 Results,MHCer d18:2/C23:0(-H20) Results,MHCer d18:2/C23:0 Results,SM C42:2 Results,SM d18:1/C24:1 Results,SM d18:2/C24:0 Results,SM C40:1 Results,SM d16:1/C24:0 Results,SM d18:1/C22:0 Results,DHCer d18:1/C23:0(-H20) Results,DHCer d18:1/C23:0 Results,MHCer d18:0/C24:1(-H20) Results,MHCer d18:0/C24:1 Results,MHCer d18:1/C24:1(-H20) Results,MHCer d18:1/C24:1 Results,MHCer d18:0/C22:0(-H20) Results,MHCer d18:0/C22:0 Results,MHCer d18:1/C22:0(-H20) Results,MHCer d18:1/C22:0 Results,Cer d18:2/C23:1(-H20) Results,Cer d18:2/C23:1 Results,MHCer d18:2/C24:0(-H20) Results,MHCer d18:2/C24:0 Results,Cer d18:1/C20:0(-H20) Results,Cer d18:1/C20:0 Results,Cer d16:1/C22:0(-H20) Results,Cer d16:1/C22:0 Results,Cer d18:1/C22:1(-H20) Results,Cer d18:1/C22:1 Results,DHCer d18:1/C24:0(-H20) Results,DHCer d18:1/C24:0 Results,SM C41:1 Results,SM d18:1/C23:0 Results,Cer d18:2/C24:1(-H20) Results,Cer d18:2/C24:1 Results,Cer d18:2/C22:0(-H20) Results,Cer d18:2/C22:0 Results,SM C43:2 Results,SM d18:1/C25:1 Results,SM d18:2/C25:0 Results,MHCer d18:1/C23:0(-H20) Results,MHCer d18:1/C23:0 Results,Cer d18:1/C23:1(-H20) Results,Cer d18:1/C23:1 Results,SM C42:1 Results,SM d18:1/C24:0 Results,Cer d16:1/C23:0(-H20) Results,Cer d16:1/C23:0 Results,Cer d18:2/C25:1(-H20) Results,Cer d18:2/C25:1 Results,Cer d18:2/C23:0(-H20) Results,Cer d18:2/C23:0 Results,MHCer d18:1/C26:1(-H20) Results,MHCer d18:1/C26:1 Results,MHCer d18:1/C24:0(-H20) Results,MHCer d18:1/C24:0 Results,MHCer d18:0/C24:0(-H20) Results,MHCer d18:0/C24:0 Results,Cer d18:1/C22:0(-H20) Results,Cer d18:1/C22:0 Results,Cer d18:0/C22:0(-H20) Results,Cer d18:0/C22:0 Results,Cer d18:0/C24:1(-H20) Results,Cer d18:0/C24:1 Results,Cer d18:1/C24:1(-H20) Results,Cer d18:1/C24:1 Results,Cer d16:1/C24:0(-H20) Results,Cer d16:1/C24:0 Results,Cer d18:2/C26:1(-H20) Results,Cer d18:2/C26:1 Results,SM C43:1 Results,SM d18:1/C25:0 Results,Cer d18:2/C24:0(-H20) Results,Cer d18:2/C24:0 Results,MHCer d18:1/C25:0(-H20) Results,MHCer d18:1/C25:0 Results,Cer d18:1/C25:1(-H20) Results,Cer d18:1/C25:1 Results,Cer d18:0/C23:0(-H20) Results,Cer d18:0/C23:0 Results,Cer d18:1/C23:0(-H20) Results,Cer d18:1/C23:0 Results,MHCer d18:1/C26:0(-H20) Results,MHCer d18:1/C26:0 Results,Cer d18:2/C25:0(-H20) Results,Cer d18:2/C25:0 Results,SM C44:1 Results,SM d18:1/C26:0 Results,Cer d18:1/C26:1(-H20) Results,Cer d18:1/C26:1 Results,Cer d18:0/C24:0(-H20) Results,Cer d18:0/C24:0 Results,Cer d18:1/C24:0(-H20) Results,Cer d18:1/C24:0 Results,Cer d18:2/C26:0(-H20) Results,Cer d18:2/C26:0 Results,Cer d18:1/C25:0(-H20) Results,Cer d18:1/C25:0 Results,Cer d18:1/C26:0(-H20) Results,Cer d18:1/C26:0 Results
blk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.6605986,250.6029179,415,904,267.3088228,147,6818.3782,549.9904168,279.4475575,92,364.9722894,574.5434038,1383.099114,670.463809,0,0,5211,102,65849,0,0,0,0,42985,0,523.8305901,117.9251627,0,0,35,0,4182.093586,0,5982.751492,2206164.663,53.41525549,0,25004.26756,0,108.6871285,8973.77576,53.09560366,44,603.2378862,5029,604.9869624,6561.852086,0,1332.369391,178.2777838,7264.275244,0,1546,6153.043466,0,0,312211.2507,351,12565,0,0,2147,11000.97654,136299.8711,275.6942013,2779,0,293.3625825,496.6069438,960,0,0,0,0,0,148.694766,0,0,47,162554.9614,601.4610308,185.1152919,0,0,116068.772,0,60547,0.366236308,0,2.942087177,0,1434.916832,1330.775255,19231.61485,0,152.0685061,0,0.358101033,4.627874453,0,0,493,7285.228735,0,0.511613749,0,522,0,279.7179313,0,245.2624443,0,4.643086801,0,0,0,0,0,0,320511.1661,281.4973347,0,455867,0,688.146963,0,354,0,0,0,6575.759,0,184.9624559,0,3284,0,1.176274189,0,56.40438883,0,2369.791918,0,1642.687398,89.30466595,0,0,252.1057458,65828.44308,0,110.6154266,817,0,1579.99966,4873.673518,154.5276288,0,0,829.5507383,0,611.7990696,123019.584,0,0,803.3388792,0.705141766,0,53.71611708,243,0,0.978303415,0,3199.633288,0,21,1631.821288,26957.72925,0,580.3933957,0,72,1902.388411,15551.97688,247.3226765,2060.584937,0,0,7194,369.6299981,0,1176.014029,0,24,0,334.7173986,0,61,168.1362279,779,0,75,0,0,2195.32282,0,0,62,0,38,945.2444145,9392.383005,0,45.37880378,0,541.6979964,20.33695359,955.7302303
blk2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.7939868,242.057742,761,2077,414.1362221,305,1363.051309,12.09892618,118.0105029,5,147.8368331,0,521.8413138,354.095084,0,0,232,31,8722,0,0,0,0,4414,0,0,0,0,0,38,0,594.6625441,0,695.9276297,241608.1445,0,0,1538.349941,0,0,534.7925333,44.15256573,26,0,81,0,400.8572138,301.9402908,1213.956741,0,445.982079,0,182,11548.94255,0,0.335461311,46296.80032,18,673,0,0,39,2319.464322,25415.10856,0,118,0,0,374.79916,38,0,0,114.3595481,0,0,0,0,6.188889111,1,30358.92786,551.4027176,0,0,0,11283.41025,0,9571,0.390199618,0,1.074596699,0,115.5967941,124.2651428,1649.056562,0,0,0,2.735546274,0,0,0,0,715.544427,0,0,0,43,0,0,1.813932724,31.15838154,0,1.098340442,0,0,0,0,0,0,48181.12093,0,0,90652,120.17337,277.1781486,0,84,0,0,0,1170.983228,0,0,0,615,0,0,0,0.712316366,0,225.2854465,0,466.5588412,0,66.4515647,0,0,14776.28888,0.679166429,66.19954902,90,0,391.6787615,591.9690782,0,0,2.495661527,155.3615729,0,42.7082722,30065.12469,0,0.727408833,0,34.71536316,1.08206088,0.671389656,22,0.775847135,0.75048678,0,529.1060075,0,0,316.4745162,4811.130489,0,173.3790448,47.33008003,173,396.8691547,2431.173561,0,840.2534555,0.61949981,0,1260,465.0889099,0,184.4608008,0,0,0,34.8962065,0,5,0,112,0.569800341,21,44.04538605,47.65660132,438.9918472,0,0,33,0,10,295.2551602,2746.020282,0,0,0,170.6194701,0,188.159066
blk3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.9919704,0,70,6818,225.4445307,351,1487.231302,0,17.73893237,12,152.5028068,0,649.4520394,272.410876,0,0,542,27,8670,0,0,0,0,3412,0,0,0,0,0,20,0,629.5500221,0,236.3075531,240500.7208,0,0,1642.282694,0,0,783.7699182,33.0301817,377,0,220,0,1180.263067,0,1181.80971,0,652.3788969,0,45,13134.22429,0,0,29367.90481,27,1744,0.956407083,0,77,2060.835187,25233.82085,0,654,1.644668507,0.37391794,398.2358446,168,0.757357095,0,219.0401012,0,0,0.353260032,0,0,1,24828.36655,718.0037737,0,0,0,7290.808519,0,7106,0,0,0,0.642631534,142.9908238,468.2328375,1906.73264,0,0,0,1.965436673,0,0,1.359452482,1,504.4309269,0,0,0,1,0,0,0,0,0,1.980154353,0,0,0,0,0,0,32102.54621,0,0,10500,325.3407528,0,0,2,0.944042851,0,0,597.3087366,0.556782564,0,0,317,1.786952816,0,0,5.101835312,111.0894753,48.70241121,0,372.4479517,0.979048861,0,0,0,12049.58604,0,0.634318422,46,0,0,215.7879608,0,0,0,191.1213866,0,0,17188.62079,0,0,141.176571,0.412151629,1.467668311,0.932981602,2,0,0,0,441.5530747,0,0,519.0401793,3919.152965,0,0,0.443763155,38,176.6750143,1843.652877,0,234.3979227,0.478694777,0,2713,308.0652454,0,0,0,50,26.51385441,0,0,25,125.0358642,116,0,0,0,29.3554156,623.6631999,0,0,31,0,31,116.3967512,1202.128352,0.014504727,6.711698144,0,176.5018176,0,168.8273518
blk4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368.7426273,81.83377983,664,4177,842.2258055,171,1665.923926,0,88.09682355,15,281.3971661,159.8051994,844.9387845,236.8739845,0,0,222,65,9527,0,0,0,0,4209,0,0,0,0,0,22,0,222.1319875,0,801.312934,272284.8161,0,0,500.9753083,0,164.30588,1034.946316,513.6856885,298,0,829,0,1443.79806,0,1075.845117,169.8225534,340.2923585,2.24305807,153,15353.40232,0,0,32514.16395,1,2699,0.278984667,0,51,1776.183087,27937.60924,0,144,0,0,0,79,0,0,118.2655635,0,0,0,5.630859222,1.271535467,2,20358.8396,961.3811479,2.079335458,0.284575573,0,10223.59874,0,6916,0,0.972254652,65.18736699,0,112.3600119,0,1972.971818,0,0,2.306234577,1.403524141,0,0,0,0,1359.905767,0,0,0,46,0,1.254582722,0,0,0,0,0,1.442174746,0,0,0,0,41714.88852,231.4456763,0,85360,0,0,0,4,0,0,0,201.3943701,0,1.051802759,0,150,0,0,0,254.3733071,0,242.9303313,0,190.8247705,0,227.9636692,0,0,13511.21801,86.99804994,0,32,0,0,514.6166382,0,0,0,0,0,76.93842094,20225.18689,25.81949808,0,271.8233004,0,1.707743822,0,0,0,0,0,0,38.60089385,0,280.0756899,5194.242952,0,0,0,26,202.3667663,1972.476263,0,443.7681028,0.344814009,0.521480295,885,0,0.304616982,200.4737388,0,37,0,0.08422554,11.1979195,4,0,261,67.57059169,24,0.610495998,0,219.8345854,0,0,30,0,6,391.2772771,1893.293131,0.077407836,28.41802645,0,0,0,200.1661966
blk5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460.2817877,2234.598903,184,5330,473.7960187,45,1164.021072,0,42.08469359,12,122.4138577,0,561.3435287,254.0595154,0,0,591,75,8018,0,0,0,0,4212,0,0,0,0,0,38,0,346.3020909,0,808.3531478,201791.8008,0,0,2535.745475,0,237.9302179,958.8056754,234.7930305,46,0,472,106.7075428,389.6694446,0,1163.746336,0,63.86782805,0,211,15319.32488,0,0,33138.59192,84,1910,0,0,0,2599.335689,25198.19701,0,130,0,0,0,349,0,0,290.6320991,0,0,0,0,0,1,27117.34086,1396.725084,0,0,0,10212.90149,0,7356,0.758014212,1.256915555,0,0,0,259.6411346,1987.026675,0,0,0,0,0,0,144.9498184,0,1752.503453,3.969535844,0,0,58,0,0,0,237.9834726,0,0.441784383,0,0,9.821324453,0,0,0,36478.03164,0,0,63408,392.1778317,184.0495241,0,40,0,0,0,254.2174889,0,0,2.120603218,500,0,0.378592303,0,2.763123084,0,90.24456635,0,94.30088813,0,0,7.601620998,0,13566.33842,0,34.586102,137,0,549.8888859,364.4793326,0,0,0,163.8588119,1.43794659,85.41983626,24269.93834,0,0,185.6048589,0,0,0,53,107.6352358,59.98111402,0,0,0,0,488.1210624,5444.536029,0,238.2077219,0,26,0,2898.199035,0,635.8505468,0.528449596,0.600412636,702,0,0,206.4649198,0,129,0,110.3400074,1.694849062,80,0,384,0,30,0,90.50175332,195.5398748,0,0,4,0,1,140.6017864,1522.712302,0,49.20148183,0,0,0,0
SL std mix1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284.2285289,112.0798037,222179,398,64815.92876,8,887799.2691,4260.396345,6793.216258,3429,135338.1515,66448.61754,594901.2902,148.0521137,0,0,1214,71,7772,0,0,0,0,5233,0,0,0,0,97.25180764,43,0,886.8925287,0,375.6188569,276569.6249,0,0,2899.82,0,100.753031,308.262386,0,27,0,783,280.8266542,844.9236241,0,69.18557815,0,645.8706044,1.767393904,130,2170.681841,0,0,58432.85265,3,1908,0,0,37,2291.878184,29110.2496,0,478,0.882565291,0,0,107,0,0,0,0,0,0,0,0,1,27536.15143,0,119.3869008,0,0.879764948,10763.49634,0.442457209,9176,0,0,0,0,0.375119776,189.5005397,5545.02999,0,0,0,0,0,0,0,31,4890.493619,0,0,0,49,0,0,0,0,0,1.877292318,0,0,0,0,0,0,49121.60206,0,0,102789,0,0,0,4,0,0,0,543.571572,0,0,0,295,0,0,0,48.28152221,0,1300.808131,104.4865321,388.047399,0,0,0,204.1626554,26141.183,0,7.185067213,249,0,392.7030274,638.0948518,0,0,0,122.0680263,0,0,75098.41322,205.1052408,0,69.34315432,0,0,0,61,0,2.160459908,0,208.4467154,0,1,445.7753184,8051.606873,103.5627472,41.13604886,0,37,249.760752,2328.758341,0,942.5402392,0,0,1952,398.540409,14.64825821,486.1432497,0,33,0,0,102.9137363,25,38.52108004,162,0,24,0,0,829.2945664,0,0,32,0,29,519.4359648,4940.810015,0,0,0,0,0,309.9932528
SL std mix2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435.0289982,392.6957305,199479,354,61362.02504,17,872384.3821,4382.001565,5902.223185,3258,115296.715,62137.03014,518862.7849,304.9095074,0,0,822,7,8828,0,0,0,0,5585,0,0,0,0,0,0,0,829.0211267,0,868.9248751,259440.273,0,0,4357.519815,0,0,185.9619696,0,96,0,528,0,183.8932827,0,19.22138862,0,290.1560864,0,225,3416.766897,0,0,57835.25684,6,1271,0,0,116,1367.133709,26205.43838,0,336,0,0,417.9038753,202,0,0,0,0,0,194.8175702,0,0,1,28398.41518,0,0,0,0.516287079,7421.728858,0,8818,0,0,0,0,214.4534684,165.1848748,3471.970906,0,554.9638061,0,2.190936957,0,0,0,58,1008.59376,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,46108.71142,0,0,92951,2.291538757,0,0,1,0,0,0,591.4767517,0,0,0,36,0,0,0,2.577013509,0,448.5998566,0,686.1087979,0,0,0,121.4396497,24152.98404,64.03551086,1.304556051,63,0,315.8815743,453.2351461,0,0,0,179.9063268,0,280.5732114,50910.70105,0,120.19831,183.0642123,0,0,0,179,0,0.490330181,0,372.4841026,0,37,502.7773636,8896.71909,0,79.93564515,0,91,0,2887.062761,0,614.2794284,0,0,1875,33.29510642,0,448.7452243,0,7,160.6911227,15.57969539,0,32,175.4772149,704,0,0,32.75656495,0,485.0918651,0,0,12,43.72822677,58,84.66252935,5689.77056,0,0,0,144.4346493,0,402.8381975
blk6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325.0651479,2724.329229,1074,705,658.4897181,60,2010.076499,0,242.1566523,2,283.3454019,0,1348.035495,128.240397,0,0,57,37,7757,0,0,0,0,5998,0,0,0,0,0,1,0,574.3480388,0,855.2187131,219400.6236,0,0,2763.876932,0,0,442.425696,146.3728041,329,0,670,0,342.931601,0,927.6541231,0,646.9878093,0,114,9793.762279,0,0,39974.17394,9,2555,0,1.5781085,58,1425.913266,23509.24107,0,562,2.209927441,0,554.7173871,62,0,0,0,0,0,0,1.654139144,1.570554489,68,31435.9278,760.5961884,0,0,0,12707.83812,0,9761,0,0,0,0,0,117.7908509,2755.104357,0,0,0,4.894308515,0.5476428,0,82.98862642,5,1005.296354,0,202.7454555,0,50,0,134.6672482,0,0.911723332,0,0.148930496,0,0,0,0,0,0,57019.77032,0,3.169989724,97546,152.5943065,403.8456793,0,35,0,0,0,688.4780086,0,0,0,203,0,0,0,40.10799757,0,666.0026632,0,141.0304754,0,0,0,161.8504252,15643.17792,10.24214892,1.473398341,18,0,596.3888175,286.3349898,7.057708357,0,0,0,0,0,26949.21102,44.15438943,33.89425926,205.1180105,1.624175143,2.281960324,0,24,0,0,0,79.44010465,0,51,636.7875503,7978.5683,0,81.29306986,0,81,230.5204799,2553.894441,0,356.1765832,0,0,1666,327.7563666,0,0,0.948446535,44,0,0,0,11,0,28,26.12544219,33,0,123.4006377,127.0037664,0,0,3,0,97,131.8348062,3286.073394,7.422332658,0,0,263.3084768,0,283.2518637
