Sample,C1P d18:1/C16:0 Results,Cer d16:1/C22:1(-H20) Results,Cer d16:1/C22:1 Results,Cer d16:1/C24:1(-H20) Results,Cer d16:1/C24:1 Results,Cer d16:1/C25:1(-H20) Results,Cer d16:1/C25:1 Results,Cer d18:0/C20:0(-H20) Results,Cer d18:0/C20:0 Results,Cer d18:0/C22:1(-H20) Results,Cer d18:0/C22:1 Results,Cer d18:0/C23:0(-H20) Results,Cer d18:0/C23:0 Results,Cer d18:0/C23:1(-H20) Results,Cer d18:0/C23:1 Results,Cer d18:0/C25:0(-H20) Results,Cer d18:0/C25:0 Results,Cer d18:0/C25:1(-H20) Results,Cer d18:0/C25:1 Results,Cer d18:0/C26:1(-H20) Results,Cer d18:0/C26:1 Results,Cer d18:1/C14:1(-H20) Results,Cer d18:1/C14:1 Results,Cer d18:2/C18:1(-H20) Results,Cer d18:2/C18:1 Results,Cer d18:2/C20:1(-H20) Results,Cer d18:2/C20:1 Results,Cer d18:2/C22:1(-H20) Results,Cer d18:2/C22:1 Results,Cer d18:2/C26:1(-H20) Results,Cer d18:2/C26:1 Results,DHCer d16:1/C16:0(-H20) Results,DHCer d16:1/C16:0 Results,DHCer d18:1/C14:0(-H20) Results,DHCer d18:1/C14:0 Results,DHCer d18:1/C22:0(-H20) Results,DHCer d18:1/C22:0 Results,DHCer d18:1/C22:1(-H20) Results,DHCer d18:1/C22:1 Results,DHCer d18:2/C16:0(-H20) Results,DHCer d18:2/C16:0 Results,DHCer d18:2/C18:1(-H20) Results,DHCer d18:2/C18:1 Results,DHCer d18:2/C22:0(-H20) Results,DHCer d18:2/C22:0 Results,DHCer d18:2/C24:0(-H20) Results,DHCer d18:2/C24:0 Results,DHCer d18:2/C24:1(-H20) Results,DHCer d18:2/C24:1 Results,GM3 d16:1/C14:0 Results,GM3 d16:1/C16:0 Results,GM3 d16:1/C18:0 Results,GM3 d16:1/C20:0 Results,GM3 d16:1/C22:0 Results,GM3 d16:1/C24:0 Results,GM3 d16:1/C24:1 Results,GM3 d18:1/C14:0 Results,GM3 d18:1/C20:0 Results,GM3 d18:2/14:0 Results,GM3 d18:2/16:0 Results,GM3 d18:2/18:0 Results,GM3 d18:2/20:0 Results,GM3 d18:2/22:0 Results,GM3 d18:2/24:0 Results,GM3 d18:2/24:1 Results,MHCer d16:1/C16:0(-H20) Results,MHCer d16:1/C16:0 Results,MHCer d16:1/C20:0(-H20) Results,MHCer d16:1/C20:0 Results,MHCer d16:1/C22:0(-H20) Results,MHCer d16:1/C22:0 Results,MHCer d16:1/C22:1(-H20) Results,MHCer d16:1/C22:1 Results,MHCer d16:1/C23:0(-H20) Results,MHCer d16:1/C23:0 Results,MHCer d16:1/C23:1(-H20) Results,MHCer d16:1/C23:1 Results,MHCer d16:1/C24:1(-H20) Results,MHCer d16:1/C24:1 Results,MHCer d18:0/C16:1(-H20) Results,MHCer d18:0/C16:1 Results,MHCer d18:0/C22:1(-H20) Results,MHCer d18:0/C22:1 Results,MHCer d18:1/C14:0(-H20) Results,MHCer d18:1/C14:0 Results,MHCer d18:1/C18:1(-H20) Results,MHCer d18:1/C18:1 Results,MHCer d18:1/C23:1(-H20) Results,MHCer d18:1/C23:1 Results,MHCer d18:2/C16:0(-H20) Results,MHCer d18:2/C16:0 Results,MHCer d18:2/C16:1(-H20) Results,MHCer d18:2/C16:1 Results,MHCer d18:2/C22:1(-H20) Results,MHCer d18:2/C22:1 Results,SM C30:1 Results,SM C34:0 Results,SM C36:0 Results,SM C38:0 Results,SM C40:0 Results,SM C42:0 Results,SM d18:0/C16:0 Results,SM d18:0/C18:0 Results,SM d18:0/C20:0 Results,SM d18:0/C22:0 Results,SM d18:0/C24:0 Results,SM d18:1/C12:0 Results,Sphd16:1 Results,Sphd18:2 Results,Sphd18:1-D7 (ISTD) Results,Sphd18:1 Results,Sphd18:0-D7 (ISTD) Results,Sphd18:0 Results,SM C24:1 (ISTD) Results,SM d18:1/C6:0 (ISTD) Results,C1P d18:1/C8:0 (ISTD) Results,MHCer d18:1/C8:0 (ISTD)(-H20) Results,MHCer d18:1/C8:0 (ISTD) Results,Cer d18:1/C8:0 (ISTD)(-H20) Results,Cer d18:1/C8:0 (ISTD) Results,SM C32:2 Results,SM d18:2/C14:0 Results,GM3 d18:1/C16:0 Results,SM C32:1 Results,SM d16:1/C16:0 Results,SM d18:1/C14:0 Results,SM C34:2 Results,SM d18:2/C16:0 Results,GM3 d18:1/C18:0 Results,Cer d18:2/C14:0(-H20) Results,Cer d18:2/C14:0 Results,DHCer d18:1/C16:0(-H20) Results,DHCer d18:1/C16:0 Results,SM d16:1/C18:0 Results,SM d18:1/C16:0 Results,SM C34:1 Results,MHCer d18:1/C16:1(-H20) Results,MHCer d18:1/C16:1 Results,SM C36:2 Results,SM d18:2/C18:0 Results,MHCer d18:0/C16:0(-H20) Results,MHCer d18:0/C16:0 Results,MHCer d18:1/C16:0(-H20) Results,MHCer d18:1/C16:0 Results,Cer d18:1/C14:0(-H20) Results,Cer d18:1/C14:0 Results,Cer d16:1/C16:0(-H20) Results,Cer d16:1/C16:0 Results,Cer d18:2/C16:0(-H20) Results,Cer d18:2/C16:0 Results,DHCer d18:1/C18:0(-H20) Results,DHCer d18:1/C18:0 Results,SM d16:1/C20:0 Results,SM d18:1/C18:0 Results,Cer d18:1/C16:1(-H20) Results,Cer d18:1/C16:1 Results,GM3 d18:1/C24:1 Results,SM C36:1 Results,GM3 d18:1/C22:0 Results,SM C38:2 Results,SM d18:2/C20:0 Results,MHCer d18:1/C18:0(-H20) Results,MHCer d18:1/C18:0 Results,Cer d18:1/C16:0(-H20) Results,Cer d18:1/C16:0 Results,Cer d18:0/C16:0(-H20) Results,Cer d18:0/C16:0 Results,Cer d16:1/C18:0(-H20) Results,Cer d16:1/C18:0 Results,MHCer d18:2/C20:0(-H20) Results,MHCer d18:2/C20:0 Results,Cer d18:1/C18:1(-H20) Results,Cer d18:1/C18:1 Results,Cer d18:2/C18:0(-H20) Results,Cer d18:2/C18:0 Results,DHCer d18:1/C20:0(-H20) Results,DHCer d18:1/C20:0 Results,GM3 d18:1/C24:0 Results,SM C38:1 Results,SM d16:1/C22:0 Results,SM d18:1/C20:0 Results,MHCer d18:1/C20:1(-H20) Results,MHCer d18:1/C20:1 Results,SM C42:3 Results,SM d18:2/C24:1 Results,SM C40:2 Results,SM d16:1/C24:1 Results,SM d18:1/C22:1 Results,SM d18:2/C22:0 Results,MHCer d18:1/C20:0(-H20) Results,MHCer d18:1/C20:0 Results,Cer d18:1/C18:0(-H20) Results,Cer d18:1/C18:0 Results,SM C39:1 Results,SM d16:1/C23:0 Results,MHCer d18:2/C24:1(-H20) Results,MHCer d18:2/C24:1 Results,MHCer d18:2/C22:0(-H20) Results,MHCer d18:2/C22:0 Results,Cer d18:0/C18:0(-H20) Results,Cer d18:0/C18:0 Results,Cer d18:1/C20:1(-H20) Results,Cer d18:1/C20:1 Results,Cer d16:1/C20:0(-H20) Results,Cer d16:1/C20:0 Results,SM C41:2 Results,SM d18:1/C23:1 Results,SM d18:2/C23:0 Results,DHCer d18:1/C24:1(-H20) Results,DHCer d18:1/C24:1 Results,Cer d18:2/C20:0(-H20) Results,Cer d18:2/C20:0 Results,MHCer d18:2/C23:0(-H20) Results,MHCer d18:2/C23:0 Results,MHCer d18:1/C22:1(-H20) Results,MHCer d18:1/C22:1 Results,SM C42:2 Results,SM d18:1/C24:1 Results,SM d18:2/C24:0 Results,SM C40:1 Results,SM d16:1/C24:0 Results,SM d18:1/C22:0 Results,DHCer d18:1/C23:0(-H20) Results,DHCer d18:1/C23:0 Results,MHCer d18:0/C24:1(-H20) Results,MHCer d18:0/C24:1 Results,MHCer d18:1/C24:1(-H20) Results,MHCer d18:1/C24:1 Results,MHCer d18:0/C22:0(-H20) Results,MHCer d18:0/C22:0 Results,MHCer d18:1/C22:0(-H20) Results,MHCer d18:1/C22:0 Results,Cer d18:2/C23:1(-H20) Results,Cer d18:2/C23:1 Results,MHCer d16:1/C24:0(-H20) Results,MHCer d16:1/C24:0 Results,MHCer d18:2/C24:0(-H20) Results,MHCer d18:2/C24:0 Results,Cer d18:1/C20:0(-H20) Results,Cer d18:1/C20:0 Results,Cer d18:1/C22:1(-H20) Results,Cer d18:1/C22:1 Results,DHCer d18:1/C24:0(-H20) Results,DHCer d18:1/C24:0 Results,Cer d16:1/C22:0(-H20) Results,Cer d16:1/C22:0 Results,SM C41:1 Results,SM d18:1/C23:0 Results,MHCer d18:1/C25:1(-H20) Results,MHCer d18:1/C25:1 Results,Cer d18:2/C24:1(-H20) Results,Cer d18:2/C24:1 Results,Cer d18:2/C22:0(-H20) Results,Cer d18:2/C22:0 Results,MHCer d18:0/C23:0(-H20) Results,MHCer d18:0/C23:0 Results,SM C43:2 Results,SM d18:1/C25:1 Results,SM d18:2/C25:0 Results,MHCer d18:1/C23:0(-H20) Results,MHCer d18:1/C23:0 Results,Cer d18:1/C23:1(-H20) Results,Cer d18:1/C23:1 Results,MHCer d18:2/C25:0(-H20) Results,MHCer d18:2/C25:0 Results,SM C42:1 Results,SM d18:1/C24:0 Results,Cer d16:1/C23:0(-H20) Results,Cer d16:1/C23:0 Results,Cer d18:2/C25:1(-H20) Results,Cer d18:2/C25:1 Results,Cer d18:2/C23:0(-H20) Results,Cer d18:2/C23:0 Results,MHCer d18:1/C26:1(-H20) Results,MHCer d18:1/C26:1 Results,MHCer d18:1/C24:0(-H20) Results,MHCer d18:1/C24:0 Results,MHCer d18:0/C24:0(-H20) Results,MHCer d18:0/C24:0 Results,MHCer d16:1/C26:0(-H20) Results,MHCer d16:1/C26:0 Results,Cer d18:1/C22:0(-H20) Results,Cer d18:1/C22:0 Results,Cer d18:0/C22:0(-H20) Results,Cer d18:0/C22:0 Results,Cer d18:0/C24:1(-H20) Results,Cer d18:0/C24:1 Results,Cer d18:1/C24:1(-H20) Results,Cer d18:1/C24:1 Results,Cer d16:1/C24:0(-H20) Results,Cer d16:1/C24:0 Results,Cer d16:1/C26:1(-H20) Results,Cer d16:1/C26:1 Results,SM C43:1 Results,SM d18:1/C25:0 Results,Cer d18:2/C24:0(-H20) Results,Cer d18:2/C24:0 Results,MHCer d18:1/C25:0(-H20) Results,MHCer d18:1/C25:0 Results,Cer d18:1/C25:1(-H20) Results,Cer d18:1/C25:1 Results,Cer d18:1/C23:0(-H20) Results,Cer d18:1/C23:0 Results,MHCer d18:1/C26:0(-H20) Results,MHCer d18:1/C26:0 Results,Cer d18:2/C25:0(-H20) Results,Cer d18:2/C25:0 Results,SM C44:1 Results,SM d18:1/C26:0 Results,Cer d18:1/C26:1(-H20) Results,Cer d18:1/C26:1 Results,Cer d18:0/C24:0(-H20) Results,Cer d18:0/C24:0 Results,Cer d18:1/C24:0(-H20) Results,Cer d18:1/C24:0 Results,Cer d16:1/C26:0(-H20) Results,Cer d16:1/C26:0 Results,Cer d18:2/C26:0(-H20) Results,Cer d18:2/C26:0 Results,Cer d18:1/C25:0(-H20) Results,Cer d18:1/C25:0 Results,Cer d18:1/C26:0(-H20) Results,Cer d18:1/C26:0 Results,Cer d18:0/C26:0(-H20) Results,Cer d18:0/C26:0 Results
blk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,158,1447,53.5353457,87,821.6858528,0,26.79542171,57,0,0,0,5563,0,767.9933776,68529,0,0,35009,0,384.7459103,0,144.0493382,0,3770.95847,0,4306.663268,1963264.792,0,0,20191.04929,0,102.2706473,0,51.75071107,237.8317712,99.4388393,2573.82787,0,3752.044764,0,3420.467326,0,1701,6824.889119,770.373303,0,888.4646201,0,268182.4658,17,6598,0,0,60,8898.095718,146860.2335,192.5936631,2890.534976,0,1877.262953,0,399.6848025,0,0,0,1121,0,0,0,108252.285,447.7049451,124.5234168,0,0,11447.91425,162.1446566,52271,0,0,0.171602536,0,2.26758886,840.6190714,19835.44925,29153.13554,0,0,0,0,0,0,231,0,0,0,454.9159535,10528.13417,0,0,0,0,2.084625077,0,1.243809544,0,0,0,166944.9404,633.4031851,0,459924,0,944.6644289,0,142.4929917,0,0,0,0,0,0,0,132,3.595952288,0,0,0,0,0,118.1375039,2081.516453,0,75.34548083,0,371.4350466,173.5224328,1346.274567,66574.64734,0,0,0,0.661527111,230,0,2633.534577,0,0,2434.824983,0,0,238.5998126,0,90.46354942,633.536756,0,0,304551.4919,457.3015934,0,542.655498,0,0,0,207,0,0,0,233.9376973,0,0,0,0,1779.816361,41214.4739,0,683.9292237,0,63,731.0765826,7666.130169,97.9092384,2161.615049,0,0,11215,0,158.3349995,893.452659,0,22,0.71663437,0,333.3752614,982,0,0,0,107.1446336,3166.020516,97.79262678,76.49558773,15,0,146,1250.675402,15177.62732,0,0,0,0,0,698.6477524,198.4630756,277.1371374,0,0
blk2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,154.0299839,72,1043,412.5699432,127,127.0785654,0,62.1038192,30,0,0,0,1415,0,0,13332,0,0,9004,0,114.0826355,0,0,0,1169.726247,0,833.1129329,544831.6356,0,0,6868.690603,0,135.574014,0,0,0,0,1388.307862,0,485.1856974,0,738.6023493,0,545,7141.170671,407.7111909,114.7261211,1371.2995,1.249408144,83678.4612,2,492,0,0,0,3767.23329,53669.5649,0,922.1520705,0,444.4348631,0,0,2.892662401,0,300.1199654,357,0,0,0,55543.99964,882.4131985,0,0,0,3410.383777,0,20741,0,0,0,0,0,372.7061969,8168.082384,8607.507608,0,0,1.587312437,0,0,173.8321737,361,0,244.4354525,19.91744847,0,3072.430532,0,0,0,0,0,0,1.200139692,0,0,1.846961582,60110.12746,0,0,160656,148.8565955,0,0,0,0.635064583,0,0,0,0,0,0,45,0,4.583416252,0,1.127388418,0,2.153383289,25.43705919,2123.152325,0,347.0412824,0,104.5102882,0,336.8237252,27426.43671,75.64838764,0,4.947197544,1.406076626,145,117.0445847,456.6907552,0,0,470.0580345,0,0,1.430971168,101.0282267,0,373.7733139,0,0,89872.3165,292.7054632,0,179.3293236,0,0,0,25,0,0,0,0,0,2,0,30,659.0883829,17496.13711,0,255.3362337,0,26,78.89550987,2826.088688,0,884.9046475,0,0,2193,0,0,133.9625229,0,6,0,0,124.4878224,756,0,0,0,0,1091.426225,0,0,5,0,146,477.1665412,3227.271612,0,0,0,0,0,196.5358728,0,0,0,15.27207237
blk3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,448.0686897,27,229,114.592683,69,129.8517166,0,0,14,0,0,0,1271,0,0,17731,0,0,9467,0,108.0162243,0,0,0,1257.767176,0,1468.778083,456306.9669,0,0,3206.572578,0,0,361.045552,279.0830564,0,0,879.1831757,0,702.3779168,267.2531113,1425.929648,51.97595659,24,8980.934795,505.5359482,0,1180.975462,0.199690911,68865.45681,5,631,0,0,0,4610.029375,50064.66169,88.93416736,718.3357126,136.6389173,739.6256585,0,440.799411,0,0,0,221,1.996024443,0,0,47795.54153,373.0263021,0,0,0,4110.681464,0,13500,0,0,1.103033698,0,0,594.9969833,5510.394954,7851.326113,178.256532,1.714877427,0,0,0,0,58,0,0,0,0,2127.063186,0,0,0,0,0,0,0,0,0,0,52491.35491,371.9688243,0,180864,0,114.971851,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4.489602612,80.49627687,462.620588,90.70632602,129.4128214,0,230.5795731,0,480.0963714,35318.60842,190.383489,0,0,39.03066597,106,0,622.135967,0,1.310470198,655.3712817,0,0,0,0,0,234.0842355,0,1.1218853,77054.7143,0,96.5715631,408.3540333,0.740213556,0,1.394697813,84,0,0,0.362201862,99.82933291,0,1,0,1,624.6601156,11951.49631,0,175.9680817,0.688147128,16,0,3214.956687,0,1032.767297,0,19.86938071,3531,415.5409772,0,287.5307069,0,8,0,45.72402601,143.8671778,1191,0,0,0,0,1068.457414,0,0,21,0,37,329.1463269,3078.251356,0,0,0,0,0,333.5847331,0,175.246948,16.8309992,66.0824546
blk4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,672.4530792,60,3200,276.2468914,41,0,0,22.28675507,2,0,29.22834769,41.15553542,808,0,0,18681,0,0,8127,0,0,0,0,0,1489.94506,0,1199.791274,367712.4287,0,0,3761.371394,0,427.2554706,164.047359,72.70125605,0,0,454.4692393,0,649.353139,0,995.5948257,0,213,10375.50025,0,0,858.0012402,0.915140898,59859.51463,6,2922,0,0,57,4909.863683,54961.68388,0,481.4681266,0,513.8381848,2.227111828,0,0,163.1599843,0,169,0,0,0,41115.07927,770.0139405,0,0,2.833698925,2901.102287,0,14835,0,0,0,0,0.559669241,312.2806247,6800.202482,9574.310885,344.3044199,0,0,3.072639866,0,0,26,0,0,0,0,2856.949678,0,0,0,0,0,0,0,0,0,0,59718.08226,0,0,39707,0,0,0,0,0,0,2.507961743,0,0,0,0,58,2.005948803,0,0,0,0,0.435856836,0,894.5007972,0,222.4643879,0,0,104.9614638,1065.193167,26417.65765,0,0,0,0.368500325,42,0,467.2961077,0,0,460.4752952,0,0,0,0,4.705705948,335.3213937,0,0,82174.86534,0,0,28.24215718,0.605913005,0,0,102,0,58.59576607,0,19.22769173,32.97515399,2,0,2,777.8446633,12312.17729,0,299.878924,1.596154926,177,189.8767915,4127.222,0,1161.594841,121.0981429,0,4295,218.8589533,0,394.4273034,0,45,28.71912257,88.41683562,0,151,0,0,0,0,969.4610778,0,0,0,0,41,265.9062614,3187.326297,0,36.41720972,0,0,0,182.3260387,0,143.2656926,0,21.76764079
blk5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,56.22571972,65,2618,21.72207652,68,34.1676045,0,0,3,0,0,0,462,0,0,15884,0,0,8402,0,148.7297124,0,0,0,1239.826863,0,710.7956116,412743.1205,0,0,3298.962323,0,78.60424441,0,0,281.6431911,0,352.9952282,0,686.8308284,0,1058.884967,0,16,10599.30544,0,0,312.7775531,0,81862.13095,21,269,0,0,67,5038.808393,52338.3157,217.4499185,403.4166304,0,657.4824177,0,0,0,0,0,82,0,0,0,45306.75476,580.8255386,0,0,0,3745.609488,0,15608,0,0,0,0,0,426.4873228,4514.709973,5793.455312,122.3738548,0,0,0,2.881103814,0,161,0,189.1599158,0,0,5791.310031,0,0.182083883,0,0,0,1.000317566,0,0,0,0,54864.93026,0,0,161848,0,87.74659572,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,33.89397887,255.7675179,1605.562352,0,45.58494018,0,359.9290376,0,1474.494034,26976.7547,62.23012069,0,0,0,148,0,741.6123376,104.0540741,0.2044813,2981.251005,0,0,0,0,1.307261062,273.2404182,0,3.142976756,78339.88472,109.4588493,0,0,0,0,0,62,17.24861058,0,1.224346237,0,23.35300225,6,0,0,871.1951513,11590.51865,0,258.7900873,0,44,0,3564.771627,0,1143.355658,0,0,3996,0,0,272.2386532,0,22,0,85.92911484,64.14833295,57,8.980413788,0,0,0,614.0123689,0,0,79,0,10,284.2840694,5696.546556,0,0,0,1.376879864,28.15500992,151.3355008,0,0,0,60.54729768
SL std mix1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,162046,152,53076.31665,28,795739.0972,3577.158877,9542.370876,3004,116495.7044,56507.66428,490346.3021,1181,0,0,14352,0,0,9613,0,0,0,0,0,1262.277165,0,986.2942448,439981.9085,0,0,6065.529539,0,200.7636567,0,0,0,0,1221.908548,0,323.9672042,108.4868473,1260.654011,0,428,646.9956933,167.1352258,0,157.3036109,0,121870.0351,58,2320,0,0,3,2939.293825,68996.90615,0,609.9256415,0,826.1807365,0,0,0,134.5579501,580.635488,708,1.393800827,0,0,50110.59394,0,0,0,0,2318.667216,0,16068,0,0,0.05312641,0,0,326.3696925,7742.290182,19575.08124,0,0,0.536448621,0,1.474286457,0,133,0,0,0,278.1918788,8053.584351,0,0.442675312,0,0.677142789,0,2.411649531,0,0,0,0,59051.36853,282.906253,1.744758526,166407,0,255.6607703,0,0,0,0,0,0,0,3.325687916,0,34,0,0,0.108216857,0,0,2.866299013,208.1110625,3684.384827,0,365.9161347,0,262.6427011,87.81209362,1737.935035,52427.65362,322.287724,0,0,0,104,0,869.9275416,0,0,1364.530102,0,0,1.398557601,0,32.27520706,108.8945043,0,0,177340.4269,176.6484258,0,259.7051506,0,0.927853925,0,21,0,0,0,0,0,0,0,14,1839.941073,11672.57314,0,353.6216604,0,57,26.045041,1567.420866,0,1139.870258,0,0,2657,0,178.6027103,794.6212615,0,1,0,73.23781838,382.5996033,3489,0,0,0,0,1342.836515,0,0,45,97.77280365,34,966.7255437,13213.36154,0,0,0,0,109.3946004,251.6861799,15.79822856,126.9602294,0,26.06784794
SL std mix2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,709.1013674,170217,366,52656.5193,35,831149.9893,3661.91502,8809.706744,3122,108221.0137,61058.18278,516956.3526,651,0,162.9635625,14398,0,0,8175,0,112.5180928,0,0,0,1137.492942,0,1247.066729,507097.277,0,0,6411.120145,0,63.3974701,0,105.1717891,236.8677741,0,1316.765693,98.38783661,1618.540047,0,1734.827129,0,377,2920.859209,0,0,247.5095359,0,116875.8596,1,2323,0,178.9251943,5,1008.863105,58090.14004,0,1901.593499,0,1174.888412,0,0,0,206.7857383,0,537,0,0,0,47174.38792,0,0,0,0,4875.935175,0,18521,0,0,1.343796147,0,0,898.008432,8949.697371,22938.41345,0,0,0,0,0,0,305,0,0,0,99.61328854,5312.984852,0,0,0,196.1520709,0,61.36752215,0,0,0,1.90296003,74664.35822,0,0,174829,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.123594534,4.125677114,0.790881794,2.244547834,0,1075.204783,0,269.7093792,0,300.7409773,0,1190.601594,30952.28798,101.2849688,0,0.7982777,1.831883385,23,0,347.3515919,0,0,1868.532152,0,0,0,80.19585549,0,523.1983486,2.412775719,0,106104.9332,0,0,66.44953474,34.16296665,0,0,38,0,0,0.745083813,183.9394378,0,0,0,21,1034.949872,18491.59875,0,79.53202253,0,37,158.2088781,4024.32117,152.1586558,292.1153552,0,0,5735,0,213.5794597,227.2042772,0,50,0,0,16.04407788,789,0,0,0,0,1399.180296,0,0,25,0,130,253.5387261,7013.198417,0,0,0,0,37.65099071,328.8825385,51.77903175,173.3925571,0,0
blk6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,402.1005861,55,1596,254.5462213,41,486.9136493,0,480.0631607,15,0,51.08447887,278.265654,1017,0,128.588465,16676,0,0,6627,0,176.1230605,0,0,0,1449.406258,0,1203.78671,414978.404,0,0,8239.355798,0,224.1429646,0,236.1621777,204.5800599,114.4256996,1005.513725,127.4809873,1499.65646,0,715.0142798,0,76,7674.5783,106.0564454,0,779.6246951,0,77076.99112,45,1052,0,0,31,3926.924003,42820.08123,0,1380.906741,0,200.168292,0,484.1072983,0,0,100.1582509,487,0,0,0,43713.51927,712.5772026,0,0,0,2506.744707,0,16346,0,0,1.101799174,0,0,1202.046171,5431.256393,5981.186588,0,0,11.2146302,0,2.287273762,0,0,0,0,0,0,2963.840152,0,0.319589611,0,5.041657578,0,0,3.265395234,0,0,0,28528.38531,0,0,187456,0,76.62328214,0,0,2.552183167,0.276435101,0,0,0,0,0,2,0.281246998,0,0,0,0,0,97.40445794,382.6722322,0,129.5803746,0,0,0,545.1245243,33878.19855,0,1.020763989,0,0,250,0,793.0884369,0,0,771.2869354,0,0,0,0,0,262.7045224,0,0,95407.14313,40.53734273,0,24.84534784,0,0,0,49,0,0,0,0,0,47,0,0,1463.137338,17098.71018,0,390.6764067,0,82,304.7033281,3968.46807,108.8421422,1327.150536,0,0,3797,291.9556943,0,440.6122839,39.35131591,0,0,0,0,264,0,0,0,0,603.8862892,0,0,31,0,141,0,3740.307496,0,0,15.56204386,0,0,342.8976544,0,180.1764548,0,0
