Sample,C1P d18:1/C16:0 Results,Cer d16:1/C22:1(-H20) Results,Cer d16:1/C22:1 Results,Cer d16:1/C23:0(-H20) Results,Cer d16:1/C23:0 Results,Cer d16:1/C24:1(-H20) Results,Cer d16:1/C24:1 Results,Cer d16:1/C25:1(-H20) Results,Cer d16:1/C25:1 Results,Cer d16:1/C26:0(-H20) Results,Cer d16:1/C26:0 Results,Cer d16:1/C26:1(-H20) Results,Cer d16:1/C26:1 Results,Cer d18:0/C22:1(-H20) Results,Cer d18:0/C22:1 Results,Cer d18:0/C23:0(-H20) Results,Cer d18:0/C23:0 Results,Cer d18:0/C23:1(-H20) Results,Cer d18:0/C23:1 Results,Cer d18:0/C25:0(-H20) Results,Cer d18:0/C25:0 Results,Cer d18:0/C25:1(-H20) Results,Cer d18:0/C25:1 Results,Cer d18:0/C26:0(-H20) Results,Cer d18:0/C26:0 Results,Cer d18:0/C26:1(-H20) Results,Cer d18:0/C26:1 Results,Cer d18:1/C14:1(-H20) Results,Cer d18:1/C14:1 Results,Cer d18:2/C18:1(-H20) Results,Cer d18:2/C18:1 Results,Cer d18:2/C20:1(-H20) Results,Cer d18:2/C20:1 Results,Cer d18:2/C22:1(-H20) Results,Cer d18:2/C22:1 Results,Cer d18:2/C23:1(-H20) Results,Cer d18:2/C23:1 Results,Cer d18:2/C25:1(-H20) Results,Cer d18:2/C25:1 Results,Cer d18:2/C26:0(-H20) Results,Cer d18:2/C26:0 Results,DHCer d16:1/C16:0(-H20) Results,DHCer d16:1/C16:0 Results,DHCer d18:1/C14:0(-H20) Results,DHCer d18:1/C14:0 Results,DHCer d18:2/C16:0(-H20) Results,DHCer d18:2/C16:0 Results,DHCer d18:2/C18:1(-H20) Results,DHCer d18:2/C18:1 Results,DHCer d18:2/C22:0(-H20) Results,DHCer d18:2/C22:0 Results,DHCer d18:2/C24:0(-H20) Results,DHCer d18:2/C24:0 Results,DHCer d18:2/C24:1(-H20) Results,DHCer d18:2/C24:1 Results,GM3 d16:1/C14:0 Results,GM3 d16:1/C16:0 Results,GM3 d16:1/C18:0 Results,GM3 d16:1/C20:0 Results,GM3 d16:1/C22:0 Results,GM3 d16:1/C24:0 Results,GM3 d16:1/C24:1 Results,GM3 d18:1/C14:0 Results,GM3 d18:1/C20:0 Results,GM3 d18:2/14:0 Results,GM3 d18:2/16:0 Results,GM3 d18:2/24:0 Results,MHCer d16:1/C16:0(-H20) Results,MHCer d16:1/C16:0 Results,MHCer d16:1/C20:0(-H20) Results,MHCer d16:1/C20:0 Results,MHCer d16:1/C22:0(-H20) Results,MHCer d16:1/C22:0 Results,MHCer d16:1/C22:1(-H20) Results,MHCer d16:1/C22:1 Results,MHCer d16:1/C23:0(-H20) Results,MHCer d16:1/C23:0 Results,MHCer d16:1/C23:1(-H20) Results,MHCer d16:1/C23:1 Results,MHCer d16:1/C24:0(-H20) Results,MHCer d16:1/C24:0 Results,MHCer d16:1/C24:1(-H20) Results,MHCer d16:1/C24:1 Results,MHCer d16:1/C26:0(-H20) Results,MHCer d16:1/C26:0 Results,MHCer d18:0/C16:0(-H20) Results,MHCer d18:0/C16:0 Results,MHCer d18:0/C16:1(-H20) Results,MHCer d18:0/C16:1 Results,MHCer d18:0/C22:0(-H20) Results,MHCer d18:0/C22:0 Results,MHCer d18:0/C22:1(-H20) Results,MHCer d18:0/C22:1 Results,MHCer d18:1/C14:0(-H20) Results,MHCer d18:1/C14:0 Results,MHCer d18:1/C18:1(-H20) Results,MHCer d18:1/C18:1 Results,MHCer d18:1/C20:1(-H20) Results,MHCer d18:1/C20:1 Results,MHCer d18:1/C22:1(-H20) Results,MHCer d18:1/C22:1 Results,MHCer d18:1/C23:1(-H20) Results,MHCer d18:1/C23:1 Results,MHCer d18:1/C25:1(-H20) Results,MHCer d18:1/C25:1 Results,MHCer d18:1/C26:0(-H20) Results,MHCer d18:1/C26:0 Results,MHCer d18:1/C26:1(-H20) Results,MHCer d18:1/C26:1 Results,MHCer d18:2/C16:0(-H20) Results,MHCer d18:2/C16:0 Results,MHCer d18:2/C16:1(-H20) Results,MHCer d18:2/C16:1 Results,MHCer d18:2/C20:0(-H20) Results,MHCer d18:2/C20:0 Results,MHCer d18:2/C22:1(-H20) Results,MHCer d18:2/C22:1 Results,MHCer d18:2/C23:0(-H20) Results,MHCer d18:2/C23:0 Results,MHCer d18:2/C24:0(-H20) Results,MHCer d18:2/C24:0 Results,MHCer d18:2/C24:1(-H20) Results,MHCer d18:2/C24:1 Results,MHCer d18:2/C25:0(-H20) Results,MHCer d18:2/C25:0 Results,SM C34:0 Results,SM C36:0 Results,SM C38:0 Results,SM C40:0 Results,SM C42:0 Results,SM C44:1 Results,SM d18:0/C16:0 Results,SM d18:0/C18:0 Results,SM d18:0/C20:0 Results,SM d18:0/C22:0 Results,SM d18:0/C24:0 Results,Sphd16:1 Results,Sphd18:2 Results,Sphd18:1-D7 (ISTD) Results,Sphd18:1 Results,Sphd18:0 Results,Sphd18:0-D7 (ISTD) Results,SM C24:1 (ISTD) Results,SM d18:1/C6:0 (ISTD) Results,C1P d18:1/C8:0 (ISTD) Results,MHCer d18:1/C8:0 (ISTD)(-H20) Results,MHCer d18:1/C8:0 (ISTD) Results,Cer d18:1/C8:0 (ISTD)(-H20) Results,Cer d18:1/C8:0 (ISTD) Results,SM C30:1 Results,SM d18:1/C12:0 Results,SM C32:2 Results,SM d18:2/C14:0 Results,GM3 d18:1/C16:0 Results,SM C32:1 Results,SM d16:1/C16:0 Results,SM d18:1/C14:0 Results,SM C34:2 Results,SM d18:2/C16:0 Results,GM3 d18:1/C18:0 Results,GM3 d18:2/18:0 Results,GM3 d18:2/20:0 Results,Cer d18:2/C14:0(-H20) Results,Cer d18:2/C14:0 Results,DHCer d18:1/C16:0(-H20) Results,DHCer d18:1/C16:0 Results,SM C34:1 Results,SM d16:1/C18:0 Results,SM d18:1/C16:0 Results,MHCer d18:1/C16:1(-H20) Results,MHCer d18:1/C16:1 Results,SM C36:2 Results,SM d18:2/C18:0 Results,MHCer d18:1/C16:0(-H20) Results,MHCer d18:1/C16:0 Results,GM3 d18:2/24:1 Results,GM3 d18:2/22:0 Results,Cer d18:1/C14:0(-H20) Results,Cer d18:1/C14:0 Results,Cer d16:1/C16:0(-H20) Results,Cer d16:1/C16:0 Results,Cer d18:2/C16:0(-H20) Results,Cer d18:2/C16:0 Results,DHCer d18:1/C18:0(-H20) Results,DHCer d18:1/C18:0 Results,Cer d18:1/C16:1(-H20) Results,Cer d18:1/C16:1 Results,GM3 d18:1/C24:1 Results,GM3 d18:1/C22:0 Results,SM C36:1 Results,SM d16:1/C20:0 Results,SM d18:1/C18:0 Results,SM C38:2 Results,SM d18:2/C20:0 Results,MHCer d18:1/C18:0(-H20) Results,MHCer d18:1/C18:0 Results,Cer d18:0/C16:0(-H20) Results,Cer d18:0/C16:0 Results,Cer d18:1/C16:0(-H20) Results,Cer d18:1/C16:0 Results,Cer d16:1/C18:0(-H20) Results,Cer d16:1/C18:0 Results,Cer d18:1/C18:1(-H20) Results,Cer d18:1/C18:1 Results,Cer d18:2/C18:0(-H20) Results,Cer d18:2/C18:0 Results,DHCer d18:1/C22:1(-H20) Results,DHCer d18:1/C22:1 Results,DHCer d18:1/C20:0(-H20) Results,DHCer d18:1/C20:0 Results,GM3 d18:1/C24:0 Results,SM C38:1 Results,SM d16:1/C22:0 Results,SM d18:1/C20:0 Results,SM C40:2 Results,SM d16:1/C24:1 Results,SM d18:1/C22:1 Results,SM d18:2/C22:0 Results,SM C39:1 Results,SM d16:1/C23:0 Results,SM C42:3 Results,SM d18:2/C24:1 Results,MHCer d18:1/C20:0(-H20) Results,MHCer d18:1/C20:0 Results,Cer d18:0/C18:0(-H20) Results,Cer d18:0/C18:0 Results,Cer d18:1/C18:0(-H20) Results,Cer d18:1/C18:0 Results,MHCer d18:2/C22:0(-H20) Results,MHCer d18:2/C22:0 Results,SM C41:2 Results,SM d18:1/C23:1 Results,SM d18:2/C23:0 Results,Cer d16:1/C20:0(-H20) Results,Cer d16:1/C20:0 Results,Cer d18:1/C20:1(-H20) Results,Cer d18:1/C20:1 Results,DHCer d18:1/C22:0(-H20) Results,DHCer d18:1/C22:0 Results,DHCer d18:1/C24:1(-H20) Results,DHCer d18:1/C24:1 Results,Cer d18:2/C20:0(-H20) Results,Cer d18:2/C20:0 Results,DHCer d18:1/C23:0(-H20) Results,DHCer d18:1/C23:0 Results,SM C42:2 Results,SM d18:1/C24:1 Results,SM d18:2/C24:0 Results,SM C40:1 Results,SM d16:1/C24:0 Results,SM d18:1/C22:0 Results,MHCer d18:1/C22:0(-H20) Results,MHCer d18:1/C22:0 Results,MHCer d18:0/C24:1(-H20) Results,MHCer d18:0/C24:1 Results,MHCer d18:1/C24:1(-H20) Results,MHCer d18:1/C24:1 Results,Cer d18:1/C20:0(-H20) Results,Cer d18:1/C20:0 Results,Cer d18:0/C20:0(-H20) Results,Cer d18:0/C20:0 Results,Cer d18:1/C22:1(-H20) Results,Cer d18:1/C22:1 Results,DHCer d18:1/C24:0(-H20) Results,DHCer d18:1/C24:0 Results,Cer d16:1/C22:0(-H20) Results,Cer d16:1/C22:0 Results,Cer d18:2/C24:1(-H20) Results,Cer d18:2/C24:1 Results,Cer d18:2/C22:0(-H20) Results,Cer d18:2/C22:0 Results,SM C41:1 Results,MHCer d18:1/C23:0(-H20) Results,MHCer d18:1/C23:0 Results,SM C43:2 Results,SM d18:1/C25:1 Results,SM d18:2/C25:0 Results,MHCer d18:0/C23:0(-H20) Results,MHCer d18:0/C23:0 Results,Cer d18:1/C23:1(-H20) Results,Cer d18:1/C23:1 Results,MHCer d18:0/C24:0(-H20) Results,MHCer d18:0/C24:0 Results,Cer d18:2/C23:0(-H20) Results,Cer d18:2/C23:0 Results,SM C42:1 Results,SM d18:1/C24:0 Results,MHCer d18:1/C24:0(-H20) Results,MHCer d18:1/C24:0 Results,Cer d18:0/C24:1(-H20) Results,Cer d18:0/C24:1 Results,Cer d18:1/C24:1(-H20) Results,Cer d18:1/C24:1 Results,Cer d18:0/C22:0(-H20) Results,Cer d18:0/C22:0 Results,Cer d18:1/C22:0(-H20) Results,Cer d18:1/C22:0 Results,Cer d16:1/C24:0(-H20) Results,Cer d16:1/C24:0 Results,SM d18:1/C23:0 Results,Cer d18:2/C24:0(-H20) Results,Cer d18:2/C24:0 Results,MHCer d18:1/C25:0(-H20) Results,MHCer d18:1/C25:0 Results,Cer d18:2/C26:1(-H20) Results,Cer d18:2/C26:1 Results,SM C43:1 Results,SM d18:1/C25:0 Results,Cer d18:1/C23:0(-H20) Results,Cer d18:1/C23:0 Results,Cer d18:1/C25:1(-H20) Results,Cer d18:1/C25:1 Results,Cer d18:2/C25:0(-H20) Results,Cer d18:2/C25:0 Results,SM d18:1/C26:0 Results,Cer d18:1/C26:1(-H20) Results,Cer d18:1/C26:1 Results,Cer d18:1/C24:0(-H20) Results,Cer d18:1/C24:0 Results,Cer d18:0/C24:0(-H20) Results,Cer d18:0/C24:0 Results,Cer d18:1/C25:0(-H20) Results,Cer d18:1/C25:0 Results,Cer d18:1/C26:0(-H20) Results,Cer d18:1/C26:0 Results
blk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644.4480319,3005.270804,5255.670596,0,1624.920131,2287.742353,0,0,0,217.8391859,0,453.6066508,325.1658538,0,480.3463989,0,36,3125.379676,0,0,3204.48859,0.305730141,0,0,0,0,0,0,693.6162249,110996.3709,0,354.7842181,0,0,1386.575718,0,0,555.4982339,0,0,178.1207561,321.4640925,0,397.8857474,99.95665689,487.662265,51.27298007,109.5507273,160.7104311,835.9629871,0,0,28258.9534,14883.97836,0,1006.844928,0,0,985.1827749,0,284.5581938,2357.557869,19544.2832,0,0,0,0,2.049851357,143,0,0,0,122.9994873,0,9311.577097,1818.219004,0,4405,0,0,0,709.1970473,66.869246,1069.021255,0,0,0,0,13,326.0286151,4224.055016,0,0,597.8959386,0,0,0,0,0,0,0,0,0,1.316551517,0,0,0,0,27031.92366,0,0,45175,0,0,0,1816.745934,0,0,108.5725998,5442.321033,0,232.2584204,24.19906528,0,0,0,0,179.8577943,0,338.2795718,0,0,0,329.4520728,10994.74829,91.33990856,298.7170765,39.1168522,0,8.432390853,0,0,0,0,0,0,0.431519471,0,26783.78957,262.2934388,0,3244.76862,0,46,336.4594274,2804.685631,0,71.65081814,625.189757,7008.247004,0,614.1816815,308.7186031,26.09390081,97.07318158,2.043372595,667,0,0,2191,125.257617,0,43.80591319,0,0,0.286404442,125.9114151,0,0,0,105.18804,4100.900347,0,83,0,364.4780555,0,465.5011574
blk2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.39917935,2206.30973,5559.613669,787.1458526,1851.343506,2540.443412,46.82006757,154.2478301,0,169.1965903,0,747.4932763,75.19428748,0,139.8715446,0,89,4179.230833,0,0,2649.071029,0,0,0,0,0,0,0,469.9505843,108567.3344,25.38489411,415.3320991,0,0,969.0372806,0,0,444.5413926,0,0,0,227.4640357,0,324.9121528,0,219.9272111,0,407.6036014,0,1162.200172,0,0,11173.96318,15564.77733,0,521.1893635,0,0,1569.76799,170.314405,164.7252319,2660.705047,18178.48181,0,0,0,0,0,251,0,0,0,0,0,10477.44747,2155.663022,0,4974,0,0,0,621.3489439,0,5251.488137,0.735732634,1.823357729,213.6187443,0,0,256.9765955,3045.013341,0,0,483.5479148,0,0,0,158.828361,0,0,0,0,0,0,0,0,0,0,26374.94898,629.2565226,0,49725,352.1315649,0,0,1484.961919,0,131.8668194,0,5902.717124,0,27.28315524,0,0,0,0,0,0,39.76485951,195.9983807,0,337.4885747,36.82699127,410.5584878,10669.98572,0,586.3257915,755.4910516,0,0,0,0,0,0,0,73,0,0,25408.30426,231.7009415,0,2562.04382,0,17,0,2426.667545,0,108.5461382,508.9354538,5788.111603,0,642.1834694,33.51789422,15.07243463,610.7018243,0,63,0,0,1640,144.7675505,0,161.2833412,6.205683582,0,0,0.141855245,0,0,23.4576959,355.1004198,3916.870834,0,84,0,285.4842583,0,254.6419205
blk3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406.6135907,1926.090976,1050.557233,1666.75863,1590.508004,1903.968806,0,0,0,216.6439561,0,701.2770073,87.37508966,0,314.045834,0,75,3330.515414,0,0,2986.517072,0,0,0,0,0,0,0,499.8664203,113134.2389,0,259.5938655,0,0,1250.621546,0,0,473.752495,0,0,0,307.1686688,0,616.7082308,92.98179941,299.4954685,0,155.4950546,0,2037.692449,0,0,15989.16785,15564.33916,0,721.5065741,0,0,792.7123823,164.2271078,506.5503054,2627.570977,17320.33112,0,102.4634217,0,0,0,3,0,0,0,0,0,8610.874848,2512.457049,0,4419,0,0,0,1152.382848,0,4488.467003,0,0.281799683,0,0,3,252.2873378,1695.808351,0,0,988.4083266,0,0,0,273.704628,0,0,0,0,0,0,0,0,0,0,32114.88957,0,0.111036163,0,362.5157464,0,0,764.5761882,0,0,299.0598607,5219.126851,0,279.9394421,0,0,0,0,0,102.0907855,0,93.16907466,0,103.1652617,0,301.8141758,10580.10092,0,452.2579784,650.3695397,0,0,0,0,0,0,0,156,0,0,26788.75316,135.307219,116.326678,3226.042933,0,7,0,1960.570178,0,119.9407732,699.7074824,7109.859705,168.7830497,1240.092544,353.1688518,0.751377415,209.4938279,0,58,0,0,2208,1156.30021,0,269.648946,0,15.72443565,0,97.42708338,0,0,0,347.4540307,3165.505577,0,38,69.11102859,231.642104,0,442.3849904
SL std mix1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1298.050778,151339.0325,1283.862174,223.5216379,44171.00985,670070.76,3715.06179,14332.92387,3668.508539,141538.1251,54268.03781,524701.9573,300.887674,0,316.4591078,0,48,3481.415653,0,0,2309.302572,0,0,0,0,0,0,0,550.5603329,104303.477,0,491.4616723,0,0,2563.959378,0,46.67889001,0,0,0,0,347.0321435,0,0,0,853.7315392,0,46.39966675,189.7770138,469.7049489,0,0,37712.12148,914.8429779,0,351.6072743,0,0,228.9726647,154.7221696,224.8348429,1694.596981,18382.77566,0,157.7119148,0,138.6235332,0,239,0,0,0,0,0,14479.87926,48.64614043,0,5071,0,0,24.57004114,5861.560405,49.85173729,5615.440537,0,0,0,0,35,220.8822862,6795.996868,0,0,1338.658558,0,0,0,402.342608,0,0,0,0,0,0,0,1.111853083,0,0,42006.35102,0,0,64585,99.31179642,0,0,551.7662424,0,92.00140152,89.31617188,5312.798719,114.832922,1111.86324,0,0,0,43.70028411,0,729.3271607,0,1314.220364,0,113.5491755,0,804.5498637,20322.18349,0,410.2983181,539.740807,99.54603707,0,0,0,0,131.0610171,0,17,0,0,84569.07639,317.0067141,103.5682717,3385.76433,0,52,228.4184272,4329.964485,0,259.6175858,897.1874513,20675.83998,0,1163.749179,999.0035418,0,622.8823414,0,94,0,55.15482585,1983,79.07033864,61.14334935,3667.270101,0,0,0,55.14790135,0,0,0,932.7769225,8373.20028,0,263,0,735.1598707,31.87442006,732.9804778
SL std mix2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.4706173,149580.6237,1695.062387,100.1404305,43123.28963,756170.6745,3596.008991,16343.97196,4030.224229,143577.5548,56635.11759,493303.248,0,0,400.7065103,0,36,3113.511821,0,0,2279.977499,0,0,0,0,0,0,0,352.6466951,86809.41757,0,292.1850214,0,0,1441.137511,0,0,314.8528004,0,0,0,221.5747605,0,217.7732873,0,288.6206153,0,202.7194864,0,683.1764316,0,0,31263.5605,5219.305442,0,715.4573495,0,0,597.9232597,0,50.84809645,2734.694802,17150.2743,0,0,0,0,0,159,0,0,0,0,1.575398155,11400.92166,358.5416217,0,5706,0,0,1.197476177,2910.892543,477.5190149,2325.243963,0,0,111.2581127,0,0,238.8857387,6125.02588,0,148.361673,1102.137075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27990.96439,0,0,52820,273.9766916,71.12867135,1.418278836,1496.512446,0,0,378.3150756,2892.077415,0,1214.261864,94.09542025,0,0,0,0,0,0,1296.480039,0,652.300225,0,514.3533041,16387.10729,0,542.8822889,871.7861518,0,0,0,157.9851068,0,325.8691739,0,15,0,208.3496588,35691.54624,208.2945436,0,2662.181282,78.96285603,26,300.9151587,3982.921511,0,281.0497113,181.3951942,11000.87322,0,868.1592994,215.1586799,0,582.8253611,80.39142615,311,0,2.51084411,1992,223.3857746,0,217.9921806,0,45.3709759,0,249.0578915,0,0,78.22224377,422.1988728,6135.815669,0,13,0,393.4269769,0,637.5724476
blk6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507.5285718,5354.176665,1854.338015,626.6470337,2321.693861,3326.881558,0,797.1121803,0,238.3440503,0,963.9754208,150.4614602,0,396.6075963,0,34,3766.001196,0,0,2924.874313,0,0,0,0,0,0,0,372.7626834,106927.973,0,98.38325045,0,0,1985.807512,0,0,218.3253703,0,0,0,143.1149131,0,189.1510468,0,303.0356536,0,126.0465963,0,509.4483742,0,0,13402.80529,7836.845067,0,600.7145653,0,0,719.5413881,244.515205,204.4326003,1510.244659,13181.11185,0,427.4474447,0,60.01451466,0,41,0,0,0,0,0,6439.65967,1077.887289,0,5621,0,0,0.435955424,1601.926719,0,2400.831496,0,0,0,0,15,215.395626,3382.541287,0,0,825.8921681,0,0,52.81160541,0,0,0,0,0,0,0,0,0,0,197.8020148,38567.5115,20.26699158,0,69974,0,328.8913147,0,825.9354672,0,525.0117359,0,6299.43455,0,329.7931788,0,0,0,155.442098,0,0,0,564.483455,0.362718613,150.6743784,0,0,9405.929998,0,1028.294041,149.6735629,0,0,0,0,0,324.0347304,0,113,7.997246799,0,38259.35233,202.8036435,0,3677.022845,0,153,48.72872982,2957.673955,0,0,1042.359179,11452.74803,0,897.0506648,0,249.136516,312.5020033,0,316,0,0,1343,393.7671785,0,1543.372155,0,38.75862418,0,0,0,0,0,320.5890587,4498.866542,0,89,85.92949208,497.2786794,0,594.8663188
M162-samblk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135332.9183,1459.45435,220.9346861,36411.15944,582676.0924,3060.732554,6682.092776,2826.204682,109052.1878,45451.45407,380657.3074,287.8756013,0,91519.63035,0,7,2336.104729,0,0,2425.002767,0,30.04728558,0,0,0,0,0,0,87569.82641,0,340.9207187,0,0,1682.801161,0,0,0,0,0,0,564.5914626,0,231.7417682,0,413.1947079,0,98.00897816,0,258.8233682,0,0,29433.48054,140.9683606,0,1772.224187,0,236.6526503,311.5680795,0,294.5907632,931.8902344,23813.02403,169.726024,138.0647376,0,154.5954184,0,111,0,0,110.7747131,0,0.227443232,12552.93169,0,0,6158,0,0,0,7283.409054,0,824.9822765,0,0,0,0,55,238.7145887,6560.289002,0,0,4053.660609,0,0,0,0,0,0,0,127.9707911,0,177.6503646,0,145.6199694,0,0,32624.19477,374.9353383,0,46639,0,71.15166752,0,1011.807001,0,0,0,6754.598861,101.0659301,1896.841759,0,0,0,106.6803937,0,300.4589869,0,2396.875313,0,141.9796772,137.3486558,195.7487204,31187.39501,0,938.1433879,259.3259647,146.4477209,0,0,0,0,389.8145575,1.328357843,4,0,174.157779,75058.49981,249.4836758,0,2398.489345,0,59,170.8028497,4112.159523,0,152.6483581,815.8676796,10489.491,500.2646639,601.8540679,348.2374964,0,614.6824613,0,268,0,0,1093,508.0722202,72.99411915,2968.681297,0,0,0,0,0,0,0,238.0432274,10893.46652,0,49,31.16057296,694.412179,72.47444135,1094.545828
M163-samblk2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132735.9845,1132.152245,97.03871936,41124.0847,557474.4083,3081.358656,7709.891448,2841.827673,115162.7351,43658.54441,412546.9775,82.20687012,29.05124043,34221.08407,0,171,2580.305409,0,0,2410.310479,0,0,0,0,0,0,0,278.3138952,90337.59515,0,260.8386083,0,0,1806.513947,0,0,326.6936169,0,3.838047066,0,340.0788151,0,1107.274094,0,179.0408558,0,124.8504223,0,0,0,0,24541.61199,0,0,547.8400952,0,0,482.8401492,0,0,2374.216964,27439.51071,0,276.6468618,0,115.6919683,0,334,0,0,0,0,0,9755.518803,125.5019464,0,1071,0,0,0,264.8150268,0,2367.661304,0,0,0,0,166,431.0704068,7067.386733,0,0,5559.782044,0,0,0,0,0,0,0,0,0,0,1.432222777,41.48423542,0,0,32378.3538,0,0,58499,153.4574651,0,0,1266.127674,0,0,0,5452.718553,159.3355499,2935.470325,0,0,0,0,0,519.3246531,0,2915.424028,0,299.9677195,0,381.2404343,29302.87474,0,459.2120017,1279.227178,61.63121079,0,0,0,1.043106541,0,0,72,0,0,40170.19426,33.5158349,0,3021.687396,0,27,601.327478,4941.436513,0,398.9831825,1714.069828,13447.72724,360.8503318,858.8618314,218.2185295,0,405.4546147,0,56,0,29.68340844,474,155.3319622,0,2864.502117,0,0,0,0,0,0,136.1644507,607.1883895,10710.00182,0,163,208.6102924,699.8350288,72.81389512,986.0298629
