Sample,C1P d18:1/C16:0 Results,Cer d16:1/C22:1(-H20) Results,Cer d16:1/C22:1 Results,Cer d16:1/C23:0(-H20) Results,Cer d16:1/C23:0 Results,Cer d16:1/C24:0(-H20) Results,Cer d16:1/C24:0 Results,Cer d16:1/C24:1(-H20) Results,Cer d16:1/C24:1 Results,Cer d16:1/C25:1(-H20) Results,Cer d16:1/C25:1 Results,Cer d16:1/C26:0(-H20) Results,Cer d16:1/C26:0 Results,Cer d16:1/C26:1(-H20) Results,Cer d16:1/C26:1 Results,Cer d18:0/C20:0(-H20) Results,Cer d18:0/C20:0 Results,Cer d18:0/C22:1(-H20) Results,Cer d18:0/C22:1 Results,Cer d18:0/C23:0(-H20) Results,Cer d18:0/C23:0 Results,Cer d18:0/C23:1(-H20) Results,Cer d18:0/C23:1 Results,Cer d18:0/C25:0(-H20) Results,Cer d18:0/C25:0 Results,Cer d18:0/C25:1(-H20) Results,Cer d18:0/C25:1 Results,Cer d18:0/C26:0(-H20) Results,Cer d18:0/C26:0 Results,Cer d18:0/C26:1(-H20) Results,Cer d18:0/C26:1 Results,Cer d18:1/C14:1(-H20) Results,Cer d18:1/C14:1 Results,Cer d18:1/C16:1(-H20) Results,Cer d18:1/C16:1 Results,Cer d18:2/C20:1(-H20) Results,Cer d18:2/C20:1 Results,Cer d18:2/C22:1(-H20) Results,Cer d18:2/C22:1 Results,DHCer d16:1/C16:0(-H20) Results,DHCer d16:1/C16:0 Results,DHCer d18:1/C14:0(-H20) Results,DHCer d18:1/C14:0 Results,DHCer d18:1/C20:0(-H20) Results,DHCer d18:1/C20:0 Results,DHCer d18:1/C22:1(-H20) Results,DHCer d18:1/C22:1 Results,DHCer d18:2/C16:0(-H20) Results,DHCer d18:2/C16:0 Results,DHCer d18:2/C18:1(-H20) Results,DHCer d18:2/C18:1 Results,DHCer d18:2/C22:0(-H20) Results,DHCer d18:2/C22:0 Results,DHCer d18:2/C24:0(-H20) Results,DHCer d18:2/C24:0 Results,DHCer d18:2/C24:1(-H20) Results,DHCer d18:2/C24:1 Results,GM3 d16:1/C14:0 Results,GM3 d16:1/C16:0 Results,GM3 d16:1/C18:0 Results,GM3 d16:1/C20:0 Results,GM3 d16:1/C22:0 Results,GM3 d16:1/C24:0 Results,GM3 d16:1/C24:1 Results,GM3 d18:1/C14:0 Results,GM3 d18:1/C20:0 Results,GM3 d18:2/14:0 Results,GM3 d18:2/16:0 Results,GM3 d18:2/18:0 Results,GM3 d18:2/20:0 Results,GM3 d18:2/24:0 Results,MHCer d16:1/C16:0(-H20) Results,MHCer d16:1/C16:0 Results,MHCer d16:1/C20:0(-H20) Results,MHCer d16:1/C20:0 Results,MHCer d16:1/C22:0(-H20) Results,MHCer d16:1/C22:0 Results,MHCer d16:1/C22:1(-H20) Results,MHCer d16:1/C22:1 Results,MHCer d16:1/C23:0(-H20) Results,MHCer d16:1/C23:0 Results,MHCer d16:1/C23:1(-H20) Results,MHCer d16:1/C23:1 Results,MHCer d16:1/C24:0(-H20) Results,MHCer d16:1/C24:0 Results,MHCer d16:1/C24:1(-H20) Results,MHCer d16:1/C24:1 Results,MHCer d16:1/C26:0(-H20) Results,MHCer d16:1/C26:0 Results,MHCer d18:0/C16:0(-H20) Results,MHCer d18:0/C16:0 Results,MHCer d18:0/C16:1(-H20) Results,MHCer d18:0/C16:1 Results,MHCer d18:0/C22:1(-H20) Results,MHCer d18:0/C22:1 Results,MHCer d18:1/C14:0(-H20) Results,MHCer d18:1/C14:0 Results,MHCer d18:1/C18:1(-H20) Results,MHCer d18:1/C18:1 Results,MHCer d18:1/C20:1(-H20) Results,MHCer d18:1/C20:1 Results,MHCer d18:2/C16:0(-H20) Results,MHCer d18:2/C16:0 Results,MHCer d18:2/C16:1(-H20) Results,MHCer d18:2/C16:1 Results,MHCer d18:2/C22:1(-H20) Results,MHCer d18:2/C22:1 Results,MHCer d18:2/C25:0(-H20) Results,MHCer d18:2/C25:0 Results,SM C30:1 Results,SM C34:0 Results,SM C36:0 Results,SM C38:0 Results,SM C40:0 Results,SM C42:0 Results,SM d18:0/C16:0 Results,SM d18:0/C18:0 Results,SM d18:0/C20:0 Results,SM d18:0/C22:0 Results,SM d18:0/C24:0 Results,SM d18:1/C12:0 Results,Sphd16:1 Results,Sphd18:2 Results,Sphd18:1-D7 (ISTD) Results,Sphd18:1 Results,Sphd18:0 Results,Sphd18:0-D7 (ISTD) Results,SM C24:1 (ISTD) Results,SM d18:1/C6:0 (ISTD) Results,C1P d18:1/C8:0 (ISTD) Results,MHCer d18:1/C8:0 (ISTD)(-H20) Results,MHCer d18:1/C8:0 (ISTD) Results,Cer d18:1/C8:0 (ISTD)(-H20) Results,Cer d18:1/C8:0 (ISTD) Results,SM C32:2 Results,SM d18:2/C14:0 Results,GM3 d18:1/C16:0 Results,SM C32:1 Results,SM d16:1/C16:0 Results,SM d18:1/C14:0 Results,SM C34:2 Results,SM d18:2/C16:0 Results,GM3 d18:1/C18:0 Results,Cer d18:2/C14:0(-H20) Results,Cer d18:2/C14:0 Results,DHCer d18:1/C16:0(-H20) Results,DHCer d18:1/C16:0 Results,SM C34:1 Results,SM d16:1/C18:0 Results,SM d18:1/C16:0 Results,MHCer d18:1/C16:1(-H20) Results,MHCer d18:1/C16:1 Results,SM C36:2 Results,SM d18:2/C18:0 Results,GM3 d18:2/24:1 Results,MHCer d18:1/C16:0(-H20) Results,MHCer d18:1/C16:0 Results,GM3 d18:2/22:0 Results,Cer d16:1/C16:0(-H20) Results,Cer d16:1/C16:0 Results,Cer d18:1/C14:0(-H20) Results,Cer d18:1/C14:0 Results,Cer d18:2/C16:0(-H20) Results,Cer d18:2/C16:0 Results,Cer d18:2/C18:1(-H20) Results,Cer d18:2/C18:1 Results,GM3 d18:1/C24:1 Results,GM3 d18:1/C22:0 Results,SM C36:1 Results,SM d16:1/C20:0 Results,SM d18:1/C18:0 Results,SM C38:2 Results,SM d18:2/C20:0 Results,DHCer d18:1/C18:0(-H20) Results,DHCer d18:1/C18:0 Results,MHCer d18:1/C18:0(-H20) Results,MHCer d18:1/C18:0 Results,Cer d18:1/C16:0(-H20) Results,Cer d18:1/C16:0 Results,Cer d18:0/C16:0(-H20) Results,Cer d18:0/C16:0 Results,MHCer d18:2/C20:0(-H20) Results,MHCer d18:2/C20:0 Results,Cer d16:1/C18:0(-H20) Results,Cer d16:1/C18:0 Results,Cer d18:1/C18:1(-H20) Results,Cer d18:1/C18:1 Results,Cer d18:2/C18:0(-H20) Results,Cer d18:2/C18:0 Results,GM3 d18:1/C24:0 Results,SM C38:1 Results,SM d16:1/C22:0 Results,SM d18:1/C20:0 Results,SM C40:2 Results,SM d16:1/C24:1 Results,SM d18:1/C22:1 Results,SM d18:2/C22:0 Results,SM C42:3 Results,SM d18:2/C24:1 Results,MHCer d18:1/C20:0(-H20) Results,MHCer d18:1/C20:0 Results,MHCer d18:1/C22:1(-H20) Results,MHCer d18:1/C22:1 Results,Cer d18:1/C18:0(-H20) Results,Cer d18:1/C18:0 Results,Cer d16:1/C20:0(-H20) Results,Cer d16:1/C20:0 Results,MHCer d18:2/C24:1(-H20) Results,MHCer d18:2/C24:1 Results,MHCer d18:2/C22:0(-H20) Results,MHCer d18:2/C22:0 Results,Cer d18:0/C18:0(-H20) Results,Cer d18:0/C18:0 Results,SM C41:2 Results,SM d18:1/C23:1 Results,SM d18:2/C23:0 Results,SM C39:1 Results,SM d16:1/C23:0 Results,DHCer d18:1/C24:1(-H20) Results,DHCer d18:1/C24:1 Results,DHCer d18:1/C22:0(-H20) Results,DHCer d18:1/C22:0 Results,Cer d18:1/C20:1(-H20) Results,Cer d18:1/C20:1 Results,Cer d18:2/C20:0(-H20) Results,Cer d18:2/C20:0 Results,MHCer d18:1/C23:1(-H20) Results,MHCer d18:1/C23:1 Results,MHCer d18:2/C23:0(-H20) Results,MHCer d18:2/C23:0 Results,SM C42:2 Results,SM d18:1/C24:1 Results,SM d18:2/C24:0 Results,SM C40:1 Results,SM d16:1/C24:0 Results,SM d18:1/C22:0 Results,Cer d18:2/C23:1(-H20) Results,Cer d18:2/C23:1 Results,DHCer d18:1/C23:0(-H20) Results,DHCer d18:1/C23:0 Results,MHCer d18:0/C24:1(-H20) Results,MHCer d18:0/C24:1 Results,MHCer d18:1/C22:0(-H20) Results,MHCer d18:1/C22:0 Results,MHCer d18:0/C22:0(-H20) Results,MHCer d18:0/C22:0 Results,MHCer d18:1/C24:1(-H20) Results,MHCer d18:1/C24:1 Results,MHCer d18:2/C24:0(-H20) Results,MHCer d18:2/C24:0 Results,Cer d18:1/C20:0(-H20) Results,Cer d18:1/C20:0 Results,Cer d18:1/C22:1(-H20) Results,Cer d18:1/C22:1 Results,DHCer d18:1/C24:0(-H20) Results,DHCer d18:1/C24:0 Results,Cer d16:1/C22:0(-H20) Results,Cer d16:1/C22:0 Results,MHCer d18:1/C25:1(-H20) Results,MHCer d18:1/C25:1 Results,Cer d18:2/C24:1(-H20) Results,Cer d18:2/C24:1 Results,Cer d18:2/C22:0(-H20) Results,Cer d18:2/C22:0 Results,SM C41:1 Results,MHCer d18:1/C23:0(-H20) Results,MHCer d18:1/C23:0 Results,SM C43:2 Results,SM d18:1/C25:1 Results,SM d18:2/C25:0 Results,MHCer d18:0/C23:0(-H20) Results,MHCer d18:0/C23:0 Results,Cer d18:1/C23:1(-H20) Results,Cer d18:1/C23:1 Results,MHCer d18:1/C26:1(-H20) Results,MHCer d18:1/C26:1 Results,MHCer d18:0/C24:0(-H20) Results,MHCer d18:0/C24:0 Results,Cer d18:2/C25:1(-H20) Results,Cer d18:2/C25:1 Results,Cer d18:2/C23:0(-H20) Results,Cer d18:2/C23:0 Results,SM C42:1 Results,SM d18:1/C24:0 Results,MHCer d18:1/C24:0(-H20) Results,MHCer d18:1/C24:0 Results,Cer d18:0/C24:1(-H20) Results,Cer d18:0/C24:1 Results,Cer d18:1/C24:1(-H20) Results,Cer d18:1/C24:1 Results,Cer d18:1/C22:0(-H20) Results,Cer d18:1/C22:0 Results,Cer d18:0/C22:0(-H20) Results,Cer d18:0/C22:0 Results,SM d18:1/C23:0 Results,Cer d18:2/C24:0(-H20) Results,Cer d18:2/C24:0 Results,MHCer d18:1/C25:0(-H20) Results,MHCer d18:1/C25:0 Results,Cer d18:2/C26:1(-H20) Results,Cer d18:2/C26:1 Results,SM C43:1 Results,SM d18:1/C25:0 Results,Cer d18:1/C23:0(-H20) Results,Cer d18:1/C23:0 Results,Cer d18:1/C25:1(-H20) Results,Cer d18:1/C25:1 Results,MHCer d18:1/C26:0(-H20) Results,MHCer d18:1/C26:0 Results,Cer d18:2/C25:0(-H20) Results,Cer d18:2/C25:0 Results,SM C44:1 Results,SM d18:1/C26:0 Results,Cer d18:1/C26:1(-H20) Results,Cer d18:1/C26:1 Results,Cer d18:1/C24:0(-H20) Results,Cer d18:1/C24:0 Results,Cer d18:0/C24:0(-H20) Results,Cer d18:0/C24:0 Results,Cer d18:2/C26:0(-H20) Results,Cer d18:2/C26:0 Results,Cer d18:1/C25:0(-H20) Results,Cer d18:1/C25:0 Results,Cer d18:1/C26:0(-H20) Results,Cer d18:1/C26:0 Results
blk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419.9199348,1075.314239,955.1601507,125,436.0139348,720.7626519,6.825374599,32.16542596,0,319.5166905,0,832.9860089,1786.861092,0,48,11102.0215,0,0,13081.51628,0,0,0,0,0,885.6964984,577058.8568,0,2322.156094,80.84527918,0,10615.67052,0,0,181.5887755,859.086207,2.918925353,199.1183118,2287.483961,522.7485763,3138.458131,0,3485.516796,0,0,0,0,187308.0607,0,705.8697899,6897.472873,126.6570957,0,994.3225834,0,1664.116984,6460.053395,90998.09873,0,2184.277553,0,0,0,769.6234891,0,579.2832902,0,2403,463.054391,107018.8269,110.7133904,784.9908955,35886,0,145.0465395,0,40639.6433,0,0,1424.957414,0,267.1049095,1469.08032,32238.61721,139.0262623,789.6053931,0,361.7029456,0,0,158.3826072,196,25434.97091,0,387.8510396,35541.055,0,0,572.2898353,0,1300.752309,0,0,0,633.5635342,0,112.3184475,0,0,379850.1494,728.299338,143.5273177,337829,162.3650001,763.3333378,0,0,0,430.0972181,0,0,218.5043516,3427.753156,0,0,187.1176006,10566.41826,0,560.0969985,412.6643749,7659.356145,132.6543984,476.3761136,0,1858.415772,326.7167951,5806.417727,0,201.4779813,30.15622977,1138.057618,179.4460425,2037.798913,210791.9616,253.6988216,1347.786561,5784.607494,67.98479436,188.6186309,50.89515148,0,26.77049653,684.7823373,0,0,0,62,0,0,94.6136599,1086.966824,266443.886,134.181913,348.3523574,8861.777262,0,28,546.4372655,19605.22767,3591.797124,41678.3652,133.6191303,248.2171979,0,402.4890505,2570.407769,0,369,0,0,12707,74.26804539,790.0885368,12229.97716,0,0,0,113.9167341,0,129.5404676,2506.377277,0,0,10.16239326,1617.885378,28789.44168,215.4937108,379,0,257.9417693,0,1675.488028,181.0850323,2046.677342
blk2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.6317157,402.0803939,5492.585319,33,255.7089878,954.1978559,13.40043536,77.52221581,0,160.5210243,0,403.6965892,419.9717566,0,6,1940.364731,0,0,1197.602448,0,0,0,0,0,0,47394.14587,0,0,0,0,76.33441716,0,0,0,0,12.98027451,0,0,0,228.5301024,0,0,0,0.860074764,0,0,3187.989604,0,0,68.83988586,1.310564226,0,0,0,0,312.4106726,4498.662851,0,0,0,0,0,0,0,0,0,27,0,3269.525179,0,0,257,0,0,0,194.3485532,0,0.242049618,0,2.528287815,0,0,1268.960844,0.850586982,157.5356701,0,0,0,0,0,15,470.3138817,0,0,648.8915508,0,0,0,0,0,0,0,0,2.06141149,0,0,0,0,7648.181727,0,0,15895,0,0,0,0.673471919,0,0,1.577768281,0,0,0,0,30.1334436,0,273.4283822,0.542944583,0,0,69.43492976,0,0,0,0,0,0,0.78847076,0,0,0,0.772137636,163.5049664,5083.708748,0.477959558,0,328.8478881,0,0,0,0,0,0,0.470033552,0,0,58,4.558222765,43.67887901,0,0,3744.814491,0,0,0,0,133,1.411714045,282.1196106,0,1702.446405,0,0,0,0,149.4736885,2.053818864,1,0,0,285,0,0,0,0,12.88963128,0,0,0,0,226.0771707,0,0,0.775343576,0,942.1066158,0,11,0.595709644,0,0,0,0,179.3336377
blk3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.0073166,255.0163323,5816.054817,35,546.2855115,762.7435837,5.597215836,88.6805175,0,185.8665405,0,464.10404,431.1345972,0,6,1763.577429,0,0,1122.743617,0,0,0,0,0,118.9097295,36679.55356,0,0,0,0,189.6562718,0,0,0,0,5.368001005,95.60736717,0,0,0,0,0,0,0,0,0,2435.432658,153.6654297,0,184.5779943,0,0,0,0,0,663.9883256,4068.934442,235.5658919,302.2856949,65.31361866,0,0,0,0,0,0,52,0,3156.593072,0,0,269,0,0,0,577.3710992,0,0,0,0,0,0,434.5281756,0,0,0,0,0,0,0,1,654.9792954,0,0,336.8019937,0,0,0,0,0,0,2.112864595,2.071485973,0,0.656043732,0,0,0,4336.570964,0,0,12095,0,0,0.167792088,0,0,0,0.434478368,4.036506582,0,226.8448959,0,0,0,0,1.818740529,0,0,205.4973644,0,0,0,0,0,139.0289813,4.129875082,0,0,0,0,0,3200.189243,0,153.7284987,87.56857728,4.33184511,0,0.921271305,0,1.681167686,2.106906641,0,0,0,39,0,46.60135457,0,0,1816.052702,0,0,163.2999257,10.48883225,68,0,0,0,965.4798203,0,0,0,0.360005272,0,0,21,1.425278987,0,99,0,0,0,0,0,0.723039022,0,0,0,57.37464346,169.4991252,22.34895166,0,0,442.0528942,0,6,0,0,0,96.47072736,0,0
blk4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352.8730026,295.7804579,6491.210904,79,470.6352893,811.7861285,0,0,0,174.0775649,0,436.4133985,526.1070563,0,8,1752.144688,0,0,1441.608328,0,0,0,0,0.54791039,0,39127.61852,0,0,0,244.6630847,80.80216398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1532.624734,0,0,65.18814415,2.944201118,0,0,0,0,452.0187975,4202.694372,183.7995765,0,0,0.965559578,0,0,0,0,0,52,0,1081.928066,0,0,301,0,0,0,208.0894275,0,0,0,0,0,0,703.7630319,1.223342325,249.752746,0,0,0,0,1.089801838,26,314.6065865,0,0,500.2059748,195.113395,0,0,0,0,0,0,0,0,0,0,0,0,5836.366701,0,0,0,0,1.223238492,0,2.561836094,0,0,2.451169943,0,1.172741572,0,0,257.9109846,0,0,0,0,0,299.0556715,0,0,0,0,0,0,0,0,0,0,0,0,3644.66473,0,0,0,0,102.0053801,0,0,0,0,0,0,0,6,0,0,0,0.485764183,1544.912583,0,0,0,0,22,0,304.1783122,0,984.6109585,0,24.41768154,0,0,141.4244166,0,21,0.050001771,0,33,337.288184,0,0,0,1.130896591,0,0,0,0,41.91322845,0,0,0,0,345.4969648,21.00649569,13,0.702997005,0,0,0,0,221.3255625
blk5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.2393813,420.213595,5322.691041,49,677.2192032,776.7693913,0,0,21.25628416,159.353635,0,261.9826263,469.5778507,0,47,1609.843001,0,0,938.4443935,0,9.815488414,0,0,0,0,31805.58978,0,0,0,226.3500835,573.7105202,0,0,0,0,7.803980025,0,0,0,0,0,0,0,0,0,0,2141.456456,0,0,86.84712903,0,0,0,0,0,93.93322267,4168.872467,0,109.2314779,0,0.340019702,0,0,0,0,0,3,0,2243.029743,0,0,693,0,0,0,146.765193,0,0,0,0,0,0,0,0,179.5120231,0,0,0,0.855217571,0,71,447.9152123,0,0,242.9606144,363.136667,0,0,0,0,0,0,0,0,0,0,0,0,5387.370696,0,0,12267,0,0,0,0,0,0,0,0,0,162.7272338,0,0,0,280.1403089,0,0,0,285.1587671,258.2396457,0,0,0,0,380.4427961,0,0,2.212689417,0,0,190.4037258,2750.69567,0,0,12.39558728,0,0,0,0,0,120.7743736,0,0,0.66254194,54,0,0.200980801,0,1.195473449,4086.772138,131.4977377,3.453609306,163.5835879,0,44,0,64.91441971,0,747.8039179,0,0,0,0,0,0,0,0,0,152,557.2422963,0,101.9281709,0.795150883,0,0.457993917,0,0,0,27.35275602,0,34.94671364,23.1753964,0,498.5779357,37.25237297,10,0,0,15.54741704,0,0,130.5247826
SL std mix1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.2012793,219244.3301,1498.172554,197,60031.99264,801659.2354,4380.119202,13717.09458,3953.783244,140954.153,76391.99376,698957.4144,379.5173143,0,17,1149.478126,0,0,1634.09436,0,0,0,0,0,214.2172838,41411.43471,0,92.96734149,0,0,821.9116458,0,0,0,0,0,0,0,0,390.4613517,0,0,0,0,0,0,8082.85583,0,0,425.6145754,0,0,0,0,0,835.639499,8961.297097,0,0,0,0,0,0,0,240.1884929,0,39,0,6006.05231,0,0,3162,0,0,0.736022629,349.7314002,0,0,0,0,0,210.9123673,3759.655458,0,453.8833825,0,0,0,0,244.69339,21,1412.015452,0,0,2156.761883,0,0,0,0,0,0,0,0,2.863176907,0,0.163800367,49.70004414,0,3282.585621,0,0,28827,0,0,0,0,0,0,0,0.847683197,0,182.7774062,0,0,0,161.01317,0,0,243.1520791,1112.691488,118.9575429,0,0,566.8979382,0,1365.494079,0,0,0,0,84.73367051,0,8215.548826,0,0,129.2362461,113.3114517,0,0,0,0,0,29.29451651,0,119.6133548,22,1.168553795,0,0,0,33310.71248,0,0,593.9712763,0,91,0,2041.254403,159.2524669,8052.51991,0,96.80239956,199.7831086,101.1198169,535.2338213,0,10,0,0,759,0,0,1462.97404,0,0,0,26.84435806,0,0,401.4977441,0,0,18.41342338,266.3265413,5475.176346,0,55,12.96785099,0,0,183.8106462,0,717.415015
SL std mix2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5435063,222774.7471,1666.784249,145,70735.10585,882657.7632,4574.497924,14763.49867,4405.037967,151292.2007,82276.91786,612966.4848,401.5371563,0,56,2001.037505,0,0,2037.505211,0,0,0,0,0,152.0784484,45361.11667,0,198.3398222,0,0,111.6894719,0,0,0,0,0,0,0,0,0,0,196.7672754,0,0,0.833528085,0,5055.019979,0,0,514.9727647,0,0,0,0,0,465.8429598,8374.738847,0,0,0,0,0,0,0,0,0,4,0,4825.067353,0,0,3353,0,0,0,424.4618593,0,0,0,1.282786179,0,0,1572.738127,0,0,0,0,0,0,0,1,741.4357527,0,0,2013.951339,0,0,0,1.591912224,0,0,0,0,0,0,0,0,0,12009.48341,0,0,4825,164.2621869,0,0,0,0,0,0,0,0,121.2503697,1.234261177,0,0,349.4819939,0,0,0,118.9275952,25.33489399,0,0,0,0,1220.932533,0,0,0,0,0,0,9924.072482,3.066884785,0,81.93661033,0,0,0.59482216,0,0,0,0,0,0,40,40.43504647,0,0,0,11455.90835,141.9027959,0,548.6829142,0,39,94.09934693,830.8665467,27.33884445,2831.953598,0,0,189.1794685,0,225.5829387,0,41,0,0,318,55.47699605,0,829.8468958,0,0,109.7018227,0,0,52.36923551,147.5092152,0,0,0,185.6127824,3342.637373,0,190,0,0,164.5760066,484.0568867,76.29983386,529.0421146
blk6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423.9049095,6413.980506,310.1082875,117,2288.123248,7907.686965,0,440.4005652,10.52761125,348.3720294,0,1057.429193,593.3220838,0,27,1875.897334,0,0,754.8692183,0,0,0,0,0,0,37406.33989,0,267.8586143,0,164.0589314,179.7151363,0,0,0,0,7.224298402,0,0,0,0,0,0,0,0,0,0,3408.008475,0,0,233.3437559,0,0,0,0,0,265.3690488,4818.004169,0,0,0,0,0,0,0,110.4523402,0,0,0,1536.10197,0,0,874,0,0,0,667.2982206,0,0,0,1.153456638,0,0,399.8862557,0,0,0,0,0,0,0,343,175.583818,0,0,371.0336129,0,0,0,0,1.621673016,0,0,5.094534446,0,0,0,0,0,8194.33487,0,0,14450,0,189.2951346,0,0,0,0,0,0,0,0,0,0,0,0,0,1.111297485,0,237.895211,0.455925233,30.06297695,0,0,0,714.5960217,0,125.3715755,0,0,0,0,3086.402189,0,0,156.3288609,0,2.763545037,0,0,0,1.354275972,0,0,0,55,0,0,29.05917347,0.545012449,6042.488212,0,0,0,0,43,0,191.6945738,0,1749.108517,0,165.4700047,0,0,0,42.12232064,30,0,0,413,389.6926057,0,106.6007892,0,0,0,0,0,0,222.2067757,0,0,0,0,937.4980849,22.36116939,11,0,9.889564739,0,154.6704509,17.9144046,193.4920421
M188-samblk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.256237,172793.9875,1201.11569,230,52563.34659,610069.6669,3373.064762,9167.420587,3179.421976,115360.2689,56156.72158,537459.2062,9841.416797,0,14,1281.465522,0,0,865.6251222,0,0,0,0,0,100.8905186,40297.09321,0,0,0,0,800.068743,0,0,0,0,0,0,409.9339104,0,112.0520813,0,0,0,0,0,0,12721.31878,0,0,442.9235065,0,0,0,0,0,820.5861668,11208.16744,0,0,0,0,0,43.11636069,0,0,0,29,34.90401209,4349.264732,0,0,2381,0,0,0,1227.976355,0,0,0,0,0,171.0413601,1351.184195,0,379.1746592,0,0,0,0,0,87,688.3431205,0,0,3518.837483,0,0,0,0,0,1.247961644,0,0,0,0,0,0,0,15017.048,0,0,23156,0,0,0,0.597249474,2.372024167,0,0,0,0,0,0,274.4082139,0,452.580598,0,0,0,659.7802382,110.9439453,248.8966258,0,0,198.3290843,3160.504601,102.8150241,208.7369409,0,0,0,175.51264,15692.88491,0,0,520.2359326,0,0,0,117.0108027,0,0,0,0,0,96,0,2.90618926,0,102.1123025,32413.16551,0,100.7354296,732.9121636,0,14,0,1233.402755,267.6184808,7649.220639,0,44.52497848,187.3560909,0,338.4057747,0,124,0,52.41232444,810,380.51497,0,1670.278536,0.742369931,0,39.08716886,0,0,0,133.3553434,3.159703565,0,17.71704102,420.7979293,5425.841499,0,57,0,0,0,595.8913452,165.5008475,465.8369289
