Sample,
blk1,
blk2,
blk3,
SL std mix1,
SL std mix2,
blk6,
M175-samblk1,
M176-samblk2,
blk7,
M164-176QC BAT1,
M164-176QC BAT2,
M164-176QC BAT3,
blk8,
M164-BAT 1460,6.2
M165-BAT 1461,7.5
M166-BAT 1462,8.3
blk9,
M167-BAT 1463,8.2
M168- BAT 1464,4.9
M169- BAT 1972,5.9
blk10,
M170- BAT 1973,5.5
M171- BAT 1974,4.6
M172- BAT 1975,7.7
blk11,
M173- BAT1981,5.5
M174-BAT 1982,6.1
blk12,
M164-176QC BAT4,
M164-176QC BAT5,
