Sample,C1P d18:1/C16:0 Results,Cer d16:1/C20:0(-H20) Results,Cer d16:1/C20:0 Results,Cer d16:1/C22:0(-H20) Results,Cer d16:1/C22:0 Results,Cer d16:1/C22:1(-H20) Results,Cer d16:1/C22:1 Results,Cer d16:1/C24:1(-H20) Results,Cer d16:1/C24:1 Results,Cer d16:1/C25:1(-H20) Results,Cer d16:1/C25:1 Results,Cer d16:1/C26:0(-H20) Results,Cer d16:1/C26:0 Results,Cer d16:1/C26:1(-H20) Results,Cer d16:1/C26:1 Results,Cer d18:0/C20:0(-H20) Results,Cer d18:0/C20:0 Results,Cer d18:0/C22:1(-H20) Results,Cer d18:0/C22:1 Results,Cer d18:0/C23:0(-H20) Results,Cer d18:0/C23:0 Results,Cer d18:0/C23:1(-H20) Results,Cer d18:0/C23:1 Results,Cer d18:0/C25:0(-H20) Results,Cer d18:0/C25:0 Results,Cer d18:0/C25:1(-H20) Results,Cer d18:0/C25:1 Results,Cer d18:0/C26:0(-H20) Results,Cer d18:0/C26:0 Results,Cer d18:0/C26:1(-H20) Results,Cer d18:0/C26:1 Results,Cer d18:1/C14:1(-H20) Results,Cer d18:1/C14:1 Results,Cer d18:1/C16:1(-H20) Results,Cer d18:1/C16:1 Results,Cer d18:2/C20:1(-H20) Results,Cer d18:2/C20:1 Results,Cer d18:2/C26:0(-H20) Results,Cer d18:2/C26:0 Results,Cer d18:2/C26:1(-H20) Results,Cer d18:2/C26:1 Results,DHCer d16:1/C16:0(-H20) Results,DHCer d16:1/C16:0 Results,DHCer d18:1/C14:0(-H20) Results,DHCer d18:1/C14:0 Results,DHCer d18:1/C22:1(-H20) Results,DHCer d18:1/C22:1 Results,DHCer d18:2/C16:0(-H20) Results,DHCer d18:2/C16:0 Results,DHCer d18:2/C18:1(-H20) Results,DHCer d18:2/C18:1 Results,GM3 d16:1/C14:0 Results,GM3 d16:1/C16:0 Results,GM3 d16:1/C18:0 Results,GM3 d16:1/C20:0 Results,GM3 d16:1/C22:0 Results,GM3 d16:1/C24:0 Results,GM3 d16:1/C24:1 Results,GM3 d18:1/C14:0 Results,GM3 d18:1/C20:0 Results,GM3 d18:2/14:0 Results,GM3 d18:2/16:0 Results,GM3 d18:2/18:0 Results,GM3 d18:2/22:0 Results,GM3 d18:2/24:0 Results,GM3 d18:2/24:1 Results,MHCer d16:1/C16:0(-H20) Results,MHCer d16:1/C16:0 Results,MHCer d16:1/C20:0(-H20) Results,MHCer d16:1/C20:0 Results,MHCer d16:1/C22:0(-H20) Results,MHCer d16:1/C22:0 Results,MHCer d16:1/C22:1(-H20) Results,MHCer d16:1/C22:1 Results,MHCer d16:1/C23:0(-H20) Results,MHCer d16:1/C23:0 Results,MHCer d16:1/C23:1(-H20) Results,MHCer d16:1/C23:1 Results,MHCer d16:1/C24:0(-H20) Results,MHCer d16:1/C24:0 Results,MHCer d16:1/C24:1(-H20) Results,MHCer d16:1/C24:1 Results,MHCer d16:1/C26:0(-H20) Results,MHCer d16:1/C26:0 Results,MHCer d18:0/C16:1(-H20) Results,MHCer d18:0/C16:1 Results,MHCer d18:0/C22:1(-H20) Results,MHCer d18:0/C22:1 Results,MHCer d18:1/C14:0(-H20) Results,MHCer d18:1/C14:0 Results,MHCer d18:1/C18:1(-H20) Results,MHCer d18:1/C18:1 Results,MHCer d18:1/C20:1(-H20) Results,MHCer d18:1/C20:1 Results,MHCer d18:2/C16:1(-H20) Results,MHCer d18:2/C16:1 Results,MHCer d18:2/C20:0(-H20) Results,MHCer d18:2/C20:0 Results,MHCer d18:2/C22:1(-H20) Results,MHCer d18:2/C22:1 Results,MHCer d18:2/C25:0(-H20) Results,MHCer d18:2/C25:0 Results,SM C30:1 Results,SM C34:0 Results,SM C36:0 Results,SM C38:0 Results,SM C40:0 Results,SM C42:0 Results,SM d18:0/C16:0 Results,SM d18:0/C18:0 Results,SM d18:0/C20:0 Results,SM d18:0/C22:0 Results,SM d18:0/C24:0 Results,SM d18:1/C12:0 Results,Sphd16:1 Results,Sphd18:2 Results,Sphd18:1-D7 (ISTD) Results,Sphd18:1 Results,Sphd18:0-D7 (ISTD) Results,Sphd18:0 Results,SM C24:1 (ISTD) Results,SM d18:1/C6:0 (ISTD) Results,C1P d18:1/C8:0 (ISTD) Results,MHCer d18:1/C8:0 (ISTD)(-H20) Results,MHCer d18:1/C8:0 (ISTD) Results,Cer d18:1/C8:0 (ISTD)(-H20) Results,Cer d18:1/C8:0 (ISTD) Results,SM d18:2/C14:0 Results,SM C32:2 Results,GM3 d18:1/C16:0 Results,SM C32:1 Results,SM d16:1/C16:0 Results,SM d18:1/C14:0 Results,SM C34:2 Results,SM d18:2/C16:0 Results,GM3 d18:1/C18:0 Results,GM3 d18:2/20:0 Results,Cer d18:2/C14:0(-H20) Results,Cer d18:2/C14:0 Results,MHCer d18:2/C16:0(-H20) Results,MHCer d18:2/C16:0 Results,DHCer d18:1/C16:0(-H20) Results,DHCer d18:1/C16:0 Results,SM d16:1/C18:0 Results,SM d18:1/C16:0 Results,SM C34:1 Results,MHCer d18:1/C16:1(-H20) Results,MHCer d18:1/C16:1 Results,SM C36:2 Results,SM d18:2/C18:0 Results,MHCer d18:1/C16:0(-H20) Results,MHCer d18:1/C16:0 Results,MHCer d18:0/C16:0(-H20) Results,MHCer d18:0/C16:0 Results,Cer d18:1/C14:0(-H20) Results,Cer d18:1/C14:0 Results,Cer d16:1/C16:0(-H20) Results,Cer d16:1/C16:0 Results,Cer d18:2/C16:0(-H20) Results,Cer d18:2/C16:0 Results,DHCer d18:1/C18:0(-H20) Results,DHCer d18:1/C18:0 Results,Cer d18:2/C18:1(-H20) Results,Cer d18:2/C18:1 Results,SM d16:1/C20:0 Results,SM d18:1/C18:0 Results,GM3 d18:1/C24:1 Results,SM C36:1 Results,GM3 d18:1/C22:0 Results,SM C38:2 Results,SM d18:2/C20:0 Results,MHCer d18:1/C18:0(-H20) Results,MHCer d18:1/C18:0 Results,Cer d18:1/C16:0(-H20) Results,Cer d18:1/C16:0 Results,Cer d18:0/C16:0(-H20) Results,Cer d18:0/C16:0 Results,Cer d16:1/C18:0(-H20) Results,Cer d16:1/C18:0 Results,Cer d18:1/C18:1(-H20) Results,Cer d18:1/C18:1 Results,Cer d18:2/C18:0(-H20) Results,Cer d18:2/C18:0 Results,DHCer d18:1/C20:0(-H20) Results,DHCer d18:1/C20:0 Results,GM3 d18:1/C24:0 Results,DHCer d18:2/C24:1(-H20) Results,DHCer d18:2/C24:1 Results,SM C38:1 Results,SM d16:1/C22:0 Results,SM d18:1/C20:0 Results,DHCer d18:2/C22:0(-H20) Results,DHCer d18:2/C22:0 Results,SM C39:1 Results,SM C42:3 Results,SM d18:2/C24:1 Results,SM C40:2 Results,SM d16:1/C24:1 Results,SM d18:1/C22:1 Results,SM d18:2/C22:0 Results,MHCer d18:1/C20:0(-H20) Results,MHCer d18:1/C20:0 Results,MHCer d18:1/C22:1(-H20) Results,MHCer d18:1/C22:1 Results,Cer d18:1/C18:0(-H20) Results,Cer d18:1/C18:0 Results,SM d16:1/C23:0 Results,MHCer d18:2/C24:1(-H20) Results,MHCer d18:2/C24:1 Results,MHCer d18:2/C22:0(-H20) Results,MHCer d18:2/C22:0 Results,Cer d18:0/C18:0(-H20) Results,Cer d18:0/C18:0 Results,Cer d18:1/C20:1(-H20) Results,Cer d18:1/C20:1 Results,SM C41:2 Results,SM d18:1/C23:1 Results,SM d18:2/C23:0 Results,DHCer d18:1/C24:1(-H20) Results,DHCer d18:1/C24:1 Results,Cer d18:2/C20:0(-H20) Results,Cer d18:2/C20:0 Results,DHCer d18:1/C22:0(-H20) Results,DHCer d18:1/C22:0 Results,Cer d18:2/C22:1(-H20) Results,Cer d18:2/C22:1 Results,MHCer d18:1/C23:1(-H20) Results,MHCer d18:1/C23:1 Results,DHCer d18:2/C24:0(-H20) Results,DHCer d18:2/C24:0 Results,MHCer d18:2/C23:0(-H20) Results,MHCer d18:2/C23:0 Results,SM C42:2 Results,SM d18:1/C24:1 Results,SM d18:2/C24:0 Results,SM C40:1 Results,SM d16:1/C24:0 Results,SM d18:1/C22:0 Results,DHCer d18:1/C23:0(-H20) Results,DHCer d18:1/C23:0 Results,MHCer d18:0/C24:1(-H20) Results,MHCer d18:0/C24:1 Results,MHCer d18:1/C24:1(-H20) Results,MHCer d18:1/C24:1 Results,MHCer d18:0/C22:0(-H20) Results,MHCer d18:0/C22:0 Results,MHCer d18:1/C22:0(-H20) Results,MHCer d18:1/C22:0 Results,Cer d18:2/C23:1(-H20) Results,Cer d18:2/C23:1 Results,MHCer d18:2/C24:0(-H20) Results,MHCer d18:2/C24:0 Results,Cer d18:1/C20:0(-H20) Results,Cer d18:1/C20:0 Results,Cer d18:1/C22:1(-H20) Results,Cer d18:1/C22:1 Results,DHCer d18:1/C24:0(-H20) Results,DHCer d18:1/C24:0 Results,SM C41:1 Results,SM d18:1/C23:0 Results,Cer d18:2/C24:1(-H20) Results,Cer d18:2/C24:1 Results,Cer d18:2/C22:0(-H20) Results,Cer d18:2/C22:0 Results,MHCer d18:0/C23:0(-H20) Results,MHCer d18:0/C23:0 Results,SM C43:2 Results,SM d18:1/C25:1 Results,SM d18:2/C25:0 Results,MHCer d18:1/C25:1(-H20) Results,MHCer d18:1/C25:1 Results,MHCer d18:1/C23:0(-H20) Results,MHCer d18:1/C23:0 Results,Cer d18:1/C23:1(-H20) Results,Cer d18:1/C23:1 Results,SM C42:1 Results,SM d18:1/C24:0 Results,Cer d16:1/C23:0(-H20) Results,Cer d16:1/C23:0 Results,Cer d18:2/C25:1(-H20) Results,Cer d18:2/C25:1 Results,Cer d18:2/C23:0(-H20) Results,Cer d18:2/C23:0 Results,MHCer d18:1/C26:1(-H20) Results,MHCer d18:1/C26:1 Results,MHCer d18:1/C24:0(-H20) Results,MHCer d18:1/C24:0 Results,MHCer d18:0/C24:0(-H20) Results,MHCer d18:0/C24:0 Results,Cer d18:1/C22:0(-H20) Results,Cer d18:1/C22:0 Results,Cer d18:0/C22:0(-H20) Results,Cer d18:0/C22:0 Results,Cer d18:0/C24:1(-H20) Results,Cer d18:0/C24:1 Results,Cer d18:1/C24:1(-H20) Results,Cer d18:1/C24:1 Results,Cer d16:1/C24:0(-H20) Results,Cer d16:1/C24:0 Results,SM C43:1 Results,SM d18:1/C25:0 Results,Cer d18:2/C24:0(-H20) Results,Cer d18:2/C24:0 Results,MHCer d18:1/C25:0(-H20) Results,MHCer d18:1/C25:0 Results,Cer d18:1/C25:1(-H20) Results,Cer d18:1/C25:1 Results,Cer d18:1/C23:0(-H20) Results,Cer d18:1/C23:0 Results,MHCer d18:1/C26:0(-H20) Results,MHCer d18:1/C26:0 Results,Cer d18:2/C25:0(-H20) Results,Cer d18:2/C25:0 Results,SM C44:1 Results,SM d18:1/C26:0 Results,Cer d18:1/C26:1(-H20) Results,Cer d18:1/C26:1 Results,Cer d18:0/C24:0(-H20) Results,Cer d18:0/C24:0 Results,Cer d18:1/C24:0(-H20) Results,Cer d18:1/C24:0 Results,Cer d18:1/C25:0(-H20) Results,Cer d18:1/C25:0 Results,Cer d18:1/C26:0(-H20) Results,Cer d18:1/C26:0 Results
blk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1797.642786,348,2223,0,221,1727.433242,0,175.2495557,5,223.0840776,0,935.485483,0,1622,151,17641,0,0,7848,0,42.94651504,18,0,0,0,0,0,1416.243321,0,936.3284936,430423.5474,0,0,5011.464759,0,261.3815572,149.6779486,88.1757366,302.3214993,200.0512567,582,0,1336.363164,0,874.8336489,0,225,0,1.395002504,10259.51217,90.86425216,0,60939.646,36,4280,2.738749838,0,11,5675.995505,54385.58325,101.2817969,754.1535657,0,579.7355934,0.501876873,0,580.6900108,59,0,0,10.46509829,0,4,57072.70215,737.1135707,0,0.894962952,1.21474021,2547,603.7660763,2.848732121,16434,0,0,0,0,234.8507904,0,0,767.3277339,5438.704512,0,0,1.54530358,0,0,0,67,0,0,2429.527463,0,0,0,1,0,0,0,0,0,4.084192757,0,0,0,0,0,0,50402.99469,167.6269805,0,180466,286.3946172,419.8476074,0,62,0,0,0.67716324,0,0,3.066158342,0,38,0,0,0.236202329,2.637982162,0,598.3024205,0,0,0,387.4274816,26911.12843,41.36607218,0,108,165.3687286,419.652845,0,0,469.5947714,0,0,0,0,0,0,0,124.5694809,54798.52476,97.37395096,0,222.1617976,0,0,0,42,0,0,0,0,0.518481737,0,1305.209624,11455.94543,0,296.1233892,0,48,736.3446149,3534.267563,0,991.6550407,3515,0,0,103.1855689,0,0,9.903653173,0,73.4742065,964,0,0,0,0,268.5066213,0,0,30,0,29,113.8485339,4722.889005,0,299.1959749,0,199.2765218
blk2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,289.5920593,370,4384,205.1746544,83,1051.689164,0,75.31024856,9,0,0,788.3746263,0,729,161,16808,0,0,7040,0,0,1,0,0,0,67,0,1505.450228,0,1179.88479,374813.7536,0,0,7208.923346,0,0,108.528558,32.57192589,0,154.1785025,574,169.0716331,1284.239337,0,1428.287063,0,324,0,0,11345.74935,0,0,48795.556,6,1997,0,0,151,5633.657252,49675.73307,0,562.8696038,157.5461337,521.9478284,0,104.2554505,66.03778108,336,0,0,0,0,3,42427.75471,916.0017219,0,0,1.715027528,1601,6692.655138,0,14508,0,0,0,0,0,0,0,740.0782919,4588.899378,0,0,3.409013985,0,0,138.460102,1,0,1.683087352,1390.412626,0,0.849945633,0,0,0,0,0,0,133.2287588,0,1.75760791,0,0,0,0.301019148,0,53967.38568,0,0,33636,0,291.7477377,0,154,0,2.822499505,0,0,0,0,0,2,0,0,2.061575597,0,65.0559258,195.8581933,0,143.7441278,0,324.7628442,24667.31825,78.41167156,39.58144073,15,0,915.7515466,0,0,1265.477816,0,0,0,0,0,0,0,0,47110.32942,131.4859988,0,0,0,0,28.73006954,16,0,0,0,77.10862938,0.50317057,1,883.4277291,13167.91502,82.3309775,205.0819616,0,29,89.81863977,2833.740833,0,260.1885888,3126,0,0,504.3987556,0,2,0,0,208.890339,201,0,0,22.70399376,0,627.0513507,0,13.04312356,14,113.094932,49,246.5939057,4923.470375,0,201.1652297,0,284.8897195
blk3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,119.2094274,215,4444,95.06426345,156,1341.404903,20.82560297,0,3,237.5643633,115.8767215,890.5205019,0,462,111,15494,0,0,6363,0,127.3378504,53,0,0,0,33,0,1034.059347,0,1106.590576,389009.6899,0,0,1615.041883,0,301.4821464,0,30.4922556,251.9574359,0,1110,135.7181691,1287.955469,0,1090.233338,0,122,0,0,13068.85078,0,0,44689.22443,13,4804,0,0,1,4494.96797,42963.90468,110.8644218,631.1137032,0,307.1786087,0,0,0,519,0,3.678825036,0,0,2,50095.9485,453.6424376,0,1.983186233,0,1530,7609.919487,0,14184,0,0,3.182630861,0,0.432639086,0,0,571.1589434,4844.437415,0,0,0,0,0,0,17,0,0,1837.175801,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,56602.005,0,0,164338,294.1565622,317.3481776,0,13,3.066678375,0,0,0,0,0,0,8,0,0,0.472736293,0.518671858,0,111.5256418,0,186.9558853,0,302.8608095,27785.24932,0,0,23,0,344.1175373,0.872993108,0,490.4448134,0,7.832455086,0,3.946340971,0.355515553,0,0,567.6072474,50871.34329,111.9530922,0,0,0,0,0,5,95.49540338,0,0,55.59956865,0,1,405.8258079,11330.93733,0,259.7187971,0,34,275.9547952,2392.538818,0,909.7860485,4374,299.4732174,0,260.8729131,0,12,0,0,0,136,0.242901041,0,2.326129715,0,1077.561632,0,0,13,0,31,393.0267233,3857.8558,92.56004935,440.056691,0,276.4272232
blk4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,119.0594036,674,4139,417.4377813,236,1236.937887,0,0,5,183.0122545,0,656.4585006,0,1440,79,14170,96.13856211,0,7000,0,0,2,0,0,0,0,0,1474.825809,1.085942543,1317.176024,412559.9927,188.8180536,0,4673.640533,0,0,323.9916591,0,447.453915,0,771,0,535.7560207,0,842.3518564,5.160720621,176,0,0,11437.167,254.6030656,0,32610.74248,49,6471,0,0,25,4683.9429,57620.73158,0,976.1079958,211.1540045,287.790155,0,0,0,3,0,0,0,0,4,44256.08254,876.5178896,0,0,0,1821,5516.469222,0,17245,0,0,0,0,0,0,0.319638193,194.0808302,5116.60519,495.8288697,0,0,0,0,0,14,0,0,969.6273818,0,0,0,1,0,0,0,0,0,0,0,1.707179573,0,0,3.275384577,0,49239.20826,230.5963886,0,177327,503.6017297,699.3946855,0,14,0.422691118,0,0,2.064340681,0,0,0,70,0,0,0.779325655,0,0,349.1151603,0,0,0,0,30164.76481,0,0.254998451,222,0,101.8200607,0,4.241852535,319.2522443,0,0,0,0,89.28366747,0,0,65.67500909,64518.95991,0,0,344.0512889,0,0,0.251780352,12,0.535896033,0,0,185.2662379,22.18269979,0,997.5123249,13872.36428,0,0,0,38,464.6661521,3473.685166,0,1111.084065,3932,243.1533225,0,613.2983963,0,48,0,0,0,1310,0,0.799966429,0,0,510.5714204,0,0,20,0,53,654.6828532,2052.670202,16.16765452,306.827657,0,169.4364453
blk5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,1632.244562,91,3354,165.2386352,44,1421.86603,8.638063232,55.4617324,6,161.1872858,0,584.0867738,0,259,210,14065,0,0,7859,0,0,38,0,0,0,0,0,765.927425,0,965.4409382,326833.8643,0,0,4746.089598,0,98.33205181,0,213.3051088,0,0,805,0,371.6691343,0,358.3669561,0,32,0,0,13430.30211,0,0,70304.86468,8,1156,0,2.180738889,48,4619.052982,49457.81471,232.7082447,30.96267798,158.8856945,443.3187703,0,0,407.5592129,309,0,2.830262035,0,0.955741834,1,38247.52406,637.596263,0,0,0,3026,6679.912736,0,17085,0,0,15.43058413,0,0,0,0,503.0479217,5549.149081,378.0821622,0,2.498773563,0,0,61.98926785,222,0,0,2649.334972,0,0,0,52,0,211.0818393,0,0,0,0,0,0,0,0,0,0,57040.52415,0,0,163198,0,248.2467149,0,5,0,0,0,0,0,0,0,35,0,0,0,0,0,317.2928114,0,0,0,169.7730017,29317.23514,37.50273267,2.803980207,193,0,704.5964565,0.62990617,0,1209.879111,0,0,0,1.453050879,0,0,0,196.2575806,54768.44723,125.4112666,0,286.7421772,0,0,0,12,0,0,0,103.1481865,15.59659929,45,465.5082707,14111.96199,0,276.9668789,0,42,336.9083384,3077.178817,0,1235.707159,4251,0,0,315.9230571,49.06882445,79,0.296341648,0,0,319,0,0,0,0,1329.253052,0,0,30,0,13,600.8498974,3169.906146,0,144.0834426,0,238.1878685
SL std mix1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,809.1839277,160410,563,47206.57564,97,839443.2071,3995.063327,7514.766065,2684,107343.4149,56203.67999,517052.3653,0,1694,22,11563,0,0,9090,0,0,0,0,0,0,0,0,1834.567381,0,1770.582128,446096.4831,0,0,6789.280721,0,199.0608656,0,0,0,0,185,0,565.5496776,0,1215.376988,0,185,0,0,935.5758827,490.6276485,0,115359.0529,35,713,0,0,37,4328.825789,36660.53799,0,654.0751195,0,1213.597737,64.84698339,391.870978,0,760,0,0,0,0,0,58902.64006,187.901606,0,0.428290712,0,1678,1064.560321,0,19138,0,0,25.22906462,0,0,0,0,1113.496741,10006.55306,240.5025217,0,0,0,0,0,3,0,0,9233.947176,0,0,0,1,0,0,0,0,0,183.3644119,0,120.703908,0,0,2.047435955,0,54901.35737,0,0.74002467,228177,0,275.2033964,0,16,0,0,1.899975834,0,0,0,0,45,0,0,0,0,241.6962404,1585.288138,0,392.7328236,0,462.8658861,55435.33928,264.5106712,36.27803806,45,225.7893799,933.3874718,0,26.63015313,1068.743161,9.946586273,0,0,4.561893319,0,0.558650642,0,291.3149724,156928.7743,0,0,369.1398559,1.724906052,0,0,5,0,0,0,163.8803588,0,15,716.9158552,14132.59097,0,89.0620301,0,106,64.34130644,4722.493228,219.580135,887.9597707,5352,260.2352319,0,569.2040943,0,47,98.14209044,0,498.2097745,152,0,0,0,0,745.1059177,0,0,78,0,232,1109.421387,10054.45828,39.99666305,106.2288043,0,194.4194118
SL std mix2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,347.7059085,149212,43,46825.71065,187,719285.1589,3851.93195,7192.775799,3034,106916.8763,52216.2947,446970.8828,0,1344,81,13830,0,0,9290,0,0,2,0,0,0,19,0,1847.846581,0,1393.772212,576119.7979,84.82784017,0,7440.911709,0,182.0152033,0,0,0,0,429,0,945.0636136,0,1639.170348,0,332,0,0,3710.808713,507.4381529,0,113300.7805,2,2972,0,0,36,4058.517678,55067.15277,130.1797747,250.9448254,0,385.4347741,1.299347742,386.7118338,187.3672004,399,0,0,0,0,1,54955.03614,243.7995128,0,0,0,1177,4049.72522,0,20079,4.662421095,0,0,0,0,0,0,401.6517843,11391.0546,294.7559805,0,0.455578402,0,0,0,390,0,0,9376.504847,0.46528437,0,0,62,0,0,0,89.71937813,0,0,0,0,0,0,0,2.127353296,53635.26352,0,0,200443,0,110.8066806,0,3,0,0,0,0,0,0,0,24,0,0,0,0,181.6209606,2173.694661,0,128.7243467,0,231.5278567,38305.74939,0,1.770292118,73,0,740.015096,0,0,3944.458598,0,0,0,0,0,0,0,222.4545268,94510.2248,34.4833567,0,123.6105897,0,0,0,36,0,0,0,0,63.47562775,1,894.4794044,11854.56928,113.4131913,317.9573428,0,49,88.89786346,2825.653725,0,1224.112663,2545,261.3238044,0,443.9295492,0,4,0,0,75.75876393,2084,0,0,0,0,608.3171696,0,0,20,0,81,436.0619987,10469.83402,0,322.0815886,12.84758462,242.0650838
blk6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,101.7112959,510,1445,287.41609,47,1448.521678,0,351.7193394,15,247.184975,127.618693,1078.207112,0,630,185,18844,0,0,6526,0,135.2294464,2,0,0,0,0,0,659.5297279,1.169966056,419.5554527,453185.8723,0,0,7868.652146,0,196.2599103,0,28.6758499,0,0,853,0,2071.114281,225.5104701,994.7627369,0,264,1.309194985,0,6963.345152,0,0,76304.56234,119,1240,0,40.61008442,44,4368.741858,62279.60722,0,654.3258355,0,134.9951815,0,0,367.7387556,68,0,0,0,0,2,56430.05984,619.1644157,0,0,0,1252,6660.584707,0,18739,0,0,0,0,0,0,0,650.483472,10112.24026,0,0,0,0,0,0,55,0,0,2120.488823,0,2.45554258,0,2,0,0,0,131.4746824,0,0,0,0,0,0,0,0,60868.39385,0,0,203750,309.8376198,571.9331619,0,3,0.344797003,0,0,0,0,1.888585196,0,334,1.742612171,0,0,0.893242212,148.6066096,1014.891442,0.237316802,326.6417626,0,273.5064805,34333.39456,0,0,4,0,295.4549158,0,0,1552.080721,1.29670272,0,0,0,0,0,0,474.2227369,70531.00362,178.7621536,0,0,1.606760195,0,0,9,0,1.29904367,0,0,40.90192008,23,1405.231202,13872.26952,0,232.5289459,0,118,377.1993332,4131.79576,162.5400549,915.1372535,4794,0,0,417.6048304,0,0,0,0,0,366,0,0,0,0,426.015014,0,0,29,0,224,265.1647136,7079.275487,0,147.1638127,0,165.2089872
