Sample,C1P d18:1/C16:0 Results,Cer d16:1/C22:1(-H20) Results,Cer d16:1/C22:1 Results,Cer d16:1/C23:0(-H20) Results,Cer d16:1/C23:0 Results,Cer d16:1/C25:1(-H20) Results,Cer d16:1/C25:1 Results,Cer d16:1/C26:0(-H20) Results,Cer d16:1/C26:0 Results,Cer d16:1/C26:1(-H20) Results,Cer d16:1/C26:1 Results,Cer d18:0/C23:0(-H20) Results,Cer d18:0/C23:0 Results,Cer d18:0/C23:1(-H20) Results,Cer d18:0/C23:1 Results,Cer d18:0/C25:0(-H20) Results,Cer d18:0/C25:0 Results,Cer d18:0/C25:1(-H20) Results,Cer d18:0/C25:1 Results,Cer d18:0/C26:0(-H20) Results,Cer d18:0/C26:0 Results,Cer d18:1/C14:1(-H20) Results,Cer d18:1/C14:1 Results,Cer d18:1/C16:1(-H20) Results,Cer d18:1/C16:1 Results,Cer d18:2/C20:1(-H20) Results,Cer d18:2/C20:1 Results,Cer d18:2/C25:0(-H20) Results,Cer d18:2/C25:0 Results,Cer d18:2/C26:0(-H20) Results,Cer d18:2/C26:0 Results,Cer d18:2/C26:1(-H20) Results,Cer d18:2/C26:1 Results,DHCer d16:1/C16:0(-H20) Results,DHCer d16:1/C16:0 Results,DHCer d18:1/C14:0(-H20) Results,DHCer d18:1/C14:0 Results,DHCer d18:1/C22:1(-H20) Results,DHCer d18:1/C22:1 Results,DHCer d18:2/C22:0(-H20) Results,DHCer d18:2/C22:0 Results,DHCer d18:2/C24:0(-H20) Results,DHCer d18:2/C24:0 Results,DHCer d18:2/C24:1(-H20) Results,DHCer d18:2/C24:1 Results,GM3 d16:1/C14:0 Results,GM3 d16:1/C16:0 Results,GM3 d16:1/C18:0 Results,GM3 d16:1/C20:0 Results,GM3 d16:1/C22:0 Results,GM3 d16:1/C24:0 Results,GM3 d16:1/C24:1 Results,GM3 d18:1/C20:0 Results,GM3 d18:2/14:0 Results,GM3 d18:2/16:0 Results,GM3 d18:2/24:0 Results,GM3 d18:2/24:1 Results,MHCer d16:1/C16:0(-H20) Results,MHCer d16:1/C16:0 Results,MHCer d16:1/C20:0(-H20) Results,MHCer d16:1/C20:0 Results,MHCer d16:1/C22:0(-H20) Results,MHCer d16:1/C22:0 Results,MHCer d16:1/C22:1(-H20) Results,MHCer d16:1/C22:1 Results,MHCer d16:1/C23:0(-H20) Results,MHCer d16:1/C23:0 Results,MHCer d16:1/C23:1(-H20) Results,MHCer d16:1/C23:1 Results,MHCer d16:1/C26:0(-H20) Results,MHCer d16:1/C26:0 Results,MHCer d18:0/C16:0(-H20) Results,MHCer d18:0/C16:0 Results,MHCer d18:0/C16:1(-H20) Results,MHCer d18:0/C16:1 Results,MHCer d18:0/C22:1(-H20) Results,MHCer d18:0/C22:1 Results,MHCer d18:1/C16:1(-H20) Results,MHCer d18:1/C16:1 Results,MHCer d18:2/C16:0(-H20) Results,MHCer d18:2/C16:0 Results,MHCer d18:2/C16:1(-H20) Results,MHCer d18:2/C16:1 Results,SM C34:0 Results,SM C36:0 Results,SM C38:0 Results,SM C39:1 Results,SM C40:0 Results,SM C42:0 Results,SM C42:3 Results,SM C44:1 Results,SM d16:1/C23:0 Results,SM d18:0/C16:0 Results,SM d18:0/C18:0 Results,SM d18:0/C20:0 Results,SM d18:0/C22:0 Results,SM d18:0/C24:0 Results,SM d18:1/C26:0 Results,Sphd16:1 Results,Sphd18:2 Results,Sphd18:1-D7 (ISTD) Results,Sphd18:1 Results,Sphd18:0 Results,Sphd18:0-D7 (ISTD) Results,SM C24:1 (ISTD) Results,SM d18:1/C6:0 (ISTD) Results,C1P d18:1/C8:0 (ISTD) Results,MHCer d18:1/C8:0 (ISTD)(-H20) Results,MHCer d18:1/C8:0 (ISTD) Results,Cer d18:1/C8:0 (ISTD)(-H20) Results,Cer d18:1/C8:0 (ISTD) Results,GM3 d18:1/C14:0 Results,SM C30:1 Results,SM d18:1/C12:0 Results,SM C32:2 Results,SM d18:2/C14:0 Results,GM3 d18:2/18:0 Results,GM3 d18:1/C16:0 Results,SM C32:1 Results,SM d16:1/C16:0 Results,SM d18:1/C14:0 Results,SM C34:2 Results,SM d18:2/C16:0 Results,GM3 d18:1/C18:0 Results,MHCer d18:1/C14:0(-H20) Results,MHCer d18:1/C14:0 Results,GM3 d18:2/20:0 Results,Cer d18:2/C14:0(-H20) Results,Cer d18:2/C14:0 Results,DHCer d18:2/C16:0(-H20) Results,DHCer d18:2/C16:0 Results,SM C34:1 Results,SM d16:1/C18:0 Results,SM d18:1/C16:0 Results,DHCer d18:2/C18:1(-H20) Results,DHCer d18:2/C18:1 Results,SM C36:2 Results,SM d18:2/C18:0 Results,MHCer d18:1/C16:0(-H20) Results,MHCer d18:1/C16:0 Results,GM3 d18:2/22:0 Results,Cer d16:1/C16:0(-H20) Results,Cer d16:1/C16:0 Results,DHCer d18:1/C16:0(-H20) Results,DHCer d18:1/C16:0 Results,Cer d18:1/C14:0(-H20) Results,Cer d18:1/C14:0 Results,MHCer d18:1/C18:1(-H20) Results,MHCer d18:1/C18:1 Results,Cer d18:2/C16:0(-H20) Results,Cer d18:2/C16:0 Results,Cer d18:2/C18:1(-H20) Results,Cer d18:2/C18:1 Results,GM3 d18:1/C22:0 Results,GM3 d18:1/C24:1 Results,SM C36:1 Results,SM d16:1/C20:0 Results,SM d18:1/C18:0 Results,SM C38:2 Results,SM d18:2/C20:0 Results,DHCer d18:1/C18:0(-H20) Results,DHCer d18:1/C18:0 Results,MHCer d18:1/C18:0(-H20) Results,MHCer d18:1/C18:0 Results,Cer d18:1/C16:0(-H20) Results,Cer d18:1/C16:0 Results,Cer d18:0/C16:0(-H20) Results,Cer d18:0/C16:0 Results,Cer d16:1/C18:0(-H20) Results,Cer d16:1/C18:0 Results,MHCer d18:2/C20:0(-H20) Results,MHCer d18:2/C20:0 Results,MHCer d18:2/C22:1(-H20) Results,MHCer d18:2/C22:1 Results,Cer d18:1/C18:1(-H20) Results,Cer d18:1/C18:1 Results,Cer d18:2/C18:0(-H20) Results,Cer d18:2/C18:0 Results,GM3 d18:1/C24:0 Results,MHCer d18:1/C20:1(-H20) Results,MHCer d18:1/C20:1 Results,SM C38:1 Results,SM d16:1/C22:0 Results,SM d18:1/C20:0 Results,DHCer d18:1/C20:0(-H20) Results,DHCer d18:1/C20:0 Results,SM C40:2 Results,SM d16:1/C24:1 Results,SM d18:1/C22:1 Results,SM d18:2/C22:0 Results,SM d18:2/C24:1 Results,MHCer d18:1/C20:0(-H20) Results,MHCer d18:1/C20:0 Results,MHCer d16:1/C24:1(-H20) Results,MHCer d16:1/C24:1 Results,MHCer d18:1/C22:1(-H20) Results,MHCer d18:1/C22:1 Results,Cer d18:0/C18:0(-H20) Results,Cer d18:0/C18:0 Results,Cer d18:1/C18:0(-H20) Results,Cer d18:1/C18:0 Results,Cer d18:1/C20:1(-H20) Results,Cer d18:1/C20:1 Results,MHCer d18:2/C24:1(-H20) Results,MHCer d18:2/C24:1 Results,MHCer d18:2/C22:0(-H20) Results,MHCer d18:2/C22:0 Results,SM C41:2 Results,SM d18:1/C23:1 Results,SM d18:2/C23:0 Results,Cer d16:1/C20:0(-H20) Results,Cer d16:1/C20:0 Results,DHCer d18:1/C22:0(-H20) Results,DHCer d18:1/C22:0 Results,DHCer d18:1/C24:1(-H20) Results,DHCer d18:1/C24:1 Results,Cer d18:2/C22:1(-H20) Results,Cer d18:2/C22:1 Results,Cer d18:2/C20:0(-H20) Results,Cer d18:2/C20:0 Results,MHCer d18:1/C23:1(-H20) Results,MHCer d18:1/C23:1 Results,MHCer d18:2/C23:0(-H20) Results,MHCer d18:2/C23:0 Results,DHCer d18:1/C23:0(-H20) Results,DHCer d18:1/C23:0 Results,SM C42:2 Results,SM d18:1/C24:1 Results,SM d18:2/C24:0 Results,SM C40:1 Results,SM d16:1/C24:0 Results,SM d18:1/C22:0 Results,Cer d18:2/C23:1(-H20) Results,Cer d18:2/C23:1 Results,MHCer d18:0/C22:0(-H20) Results,MHCer d18:0/C22:0 Results,MHCer d18:1/C22:0(-H20) Results,MHCer d18:1/C22:0 Results,MHCer d18:0/C24:1(-H20) Results,MHCer d18:0/C24:1 Results,MHCer d18:1/C24:1(-H20) Results,MHCer d18:1/C24:1 Results,MHCer d16:1/C24:0(-H20) Results,MHCer d16:1/C24:0 Results,MHCer d18:2/C24:0(-H20) Results,MHCer d18:2/C24:0 Results,Cer d18:1/C20:0(-H20) Results,Cer d18:1/C20:0 Results,Cer d18:0/C20:0(-H20) Results,Cer d18:0/C20:0 Results,Cer d16:1/C24:1(-H20) Results,Cer d16:1/C24:1 Results,Cer d18:1/C22:1(-H20) Results,Cer d18:1/C22:1 Results,DHCer d18:1/C24:0(-H20) Results,DHCer d18:1/C24:0 Results,Cer d16:1/C22:0(-H20) Results,Cer d16:1/C22:0 Results,Cer d18:2/C24:1(-H20) Results,Cer d18:2/C24:1 Results,Cer d18:2/C22:0(-H20) Results,Cer d18:2/C22:0 Results,SM C41:1 Results,MHCer d18:1/C23:0(-H20) Results,MHCer d18:1/C23:0 Results,SM C43:2 Results,SM d18:1/C25:1 Results,SM d18:2/C25:0 Results,MHCer d18:1/C25:1(-H20) Results,MHCer d18:1/C25:1 Results,MHCer d18:0/C23:0(-H20) Results,MHCer d18:0/C23:0 Results,MHCer d18:2/C25:0(-H20) Results,MHCer d18:2/C25:0 Results,Cer d18:1/C23:1(-H20) Results,Cer d18:1/C23:1 Results,MHCer d18:1/C26:1(-H20) Results,MHCer d18:1/C26:1 Results,Cer d18:2/C25:1(-H20) Results,Cer d18:2/C25:1 Results,MHCer d18:0/C24:0(-H20) Results,MHCer d18:0/C24:0 Results,Cer d18:2/C23:0(-H20) Results,Cer d18:2/C23:0 Results,SM C42:1 Results,SM d18:1/C24:0 Results,MHCer d18:1/C24:0(-H20) Results,MHCer d18:1/C24:0 Results,Cer d18:0/C22:1(-H20) Results,Cer d18:0/C22:1 Results,Cer d18:0/C24:1(-H20) Results,Cer d18:0/C24:1 Results,Cer d18:1/C24:1(-H20) Results,Cer d18:1/C24:1 Results,Cer d18:0/C22:0(-H20) Results,Cer d18:0/C22:0 Results,Cer d18:1/C22:0(-H20) Results,Cer d18:1/C22:0 Results,Cer d16:1/C24:0(-H20) Results,Cer d16:1/C24:0 Results,SM d18:1/C23:0 Results,Cer d18:2/C24:0(-H20) Results,Cer d18:2/C24:0 Results,MHCer d18:1/C25:0(-H20) Results,MHCer d18:1/C25:0 Results,SM C43:1 Results,SM d18:1/C25:0 Results,Cer d18:1/C23:0(-H20) Results,Cer d18:1/C23:0 Results,Cer d18:1/C25:1(-H20) Results,Cer d18:1/C25:1 Results,MHCer d18:1/C26:0(-H20) Results,MHCer d18:1/C26:0 Results,Cer d18:1/C26:1(-H20) Results,Cer d18:1/C26:1 Results,Cer d18:1/C24:0(-H20) Results,Cer d18:1/C24:0 Results,Cer d18:0/C24:0(-H20) Results,Cer d18:0/C24:0 Results,Cer d18:1/C25:0(-H20) Results,Cer d18:1/C25:0 Results,Cer d18:0/C26:1(-H20) Results,Cer d18:0/C26:1 Results,Cer d18:1/C26:0(-H20) Results,Cer d18:1/C26:0 Results
blk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354.9938364,595.2787912,3088.001053,6674.128021,388.7410754,799.8068096,2262.221816,0,359.7168584,0,356.762736,0,884.4545481,0,0,0,349.2136166,0,12,1,1892.517276,0,0,1431.437489,0,0,38.5346735,0,0,0,0,0,0,58002.17626,0,0,0,0,560.1398848,0,0,0,1,0,0,0,0,0,0,0,0,0,441.2115607,0,0,0,0,4761.689782,0,0,168.4442826,0,0,0,1.3043872,0,770.5234124,3954.969506,183.989609,0,117.8631207,0,0,0,0,0,0,0,0,42,0,118.2972846,0,4579.237648,0,0,0,0,1078,0,0,0,0,0,0,0,0,0,0,0,10,0,1411.477211,0,2.324281794,0,0,1.05012166,0,826.1759603,0,0,0,244.9935223,0,2.546229146,0,0,0,0,0,168.448815,0,0,0,0,0,0,16523.23645,0,0,24140,98.88122167,0,0,0,0,0,0,306.3415307,0,0,0,122.3582609,0,130.384524,0,0,0,262.2402581,0,0,0,0,1.638776634,127.383795,0,164.1199624,0,1784.504432,0,312.5865207,0,175.5188979,9134.00777,0,0,201.4721972,0,0,0,0,0,0,0,2.345461635,0,0,0,0,0,0,9.349561512,14,0,0,3771.584915,0,0,309.0568898,0,0,0,25,0,708.2131598,0,0,0,1131.594062,103.2641344,200.8178703,112.5617877,0,0,0,51,651,372.4855643,0,448.8973563,0,69.54447287,0,0,2.757949575,0,0,1383.951439,0,39,0,117.9108231,0,0,0,279.7286298
blk2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310.7070388,78.29022198,1428.799318,9269.186584,2279.072929,790.0824555,1852.304356,0,272.2426214,40.01388999,281.7980849,0,620.690706,0,0,0,250.8624667,0,0,3,1421.195666,0,0,1779.279743,0,7.90656522,0,0,0,0,0,0,0,40518.18979,0,0,0,0,274.4078275,0,0,177.3081598,1,107.4600717,0,0,0,0,0,0,0,0,0,0,0,0,0,1420.104296,0,0,0,0,0,30.13753418,0,0,480.340865,3679.009605,0,0,0,112.9613736,0,3.040705064,0,0,0,0,50.04837929,0,0,0,0,957.7861157,0,0,0,0,1376,0,0,0,0,0,0,0,0,0,0,0,58,0,261.4398883,0,0,0,0,0,0,87.84690304,0,0,0,150.6511178,0,1.09042511,0,0,0,0,0,0,0,0,0,0,0,0,8286.668328,0,0,10522,0,0,0,0,0.796017716,0,0,0,0,0,0,0,0,0,0,0,0,165.503131,0,0,0,0,0,1.490952093,0,0,0,1183.87928,0,0,0,0,2740.652588,2.880166447,0,123.9552534,0,0,0,0,1.05355954,0,1.531135498,0,0,0,0,0,0,0.887021152,0,0,0,137.9432811,1484.745594,0,0,147.101164,0,0,0,45,0,259.9112564,0,0,0,674.2570891,0,192.9452721,0,0.204526428,154.806885,0,109,184,164.5905408,0,153.9116769,0,46.26184125,0.143323061,9.824690906,0,0,0,328.7273728,0,34,0,185.5206294,0,0,12.6836564,190.0866233
blk3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.4186295,0,168.543241,10459.06581,2348.055911,833.9109474,1801.008467,20.91660466,208.1710326,0,239.5890764,0,571.6648824,0,147.819948,0,339.0504734,0,9,15,1351.355528,0,0,1610.293483,0,0,340.613701,0,0,0,0,0,0,34197.62753,0,0,0,0,417.5968781,0,0,0,1,0,209.8735289,0,0,171.0194945,0,0,0,0,0,0,0,0,0,1833.145938,0,103.2277877,366.1971409,0,0,0,0,109.5419206,0,3690.289359,0,0,0,0,0,0,0,0,0,0,0,11,3.699912751,0,0,1725.019137,0,0,0,0,246,0,0.252747347,0,0,3.543710787,0,0,0,0,0,0,82,0,413.6089184,0,0,0,0,0,0,137.8767824,0,1.903852349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6802.47395,0,0,9196,0,0,1.566660096,0,0,151.706949,0,214.257594,0,0,0,204.1548624,0,0,0,0,0,133.7081822,0,39.21782481,0,0,0,0,0,16.08662818,0,352.2148801,0,0,1.793817733,0,2409.440722,0,0,0,0,0,0,0,0,0,0,0.710850107,0,0,1.704556694,0,1.859101595,33.7692685,0,11,0,0,1029.208845,0,0,0,0.740666607,0,0,0,0,105.5144608,0,0,0,488.6885823,0,194.9794521,0,0,0,4.447303043,43,251,693.5597447,0,0,1.086279909,56.02234691,0,18.4215152,0,0,0,293.2002302,0,63,0,0,0,0,0,137.4466952
blk3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535.7802631,435.9684052,2193.400336,5474.356347,1019.449033,2074.877021,2733.525788,15.42694142,236.215785,0,797.3478416,206.5880672,585.1043216,0,121.6592615,48.77951322,332.422704,0,13,59,8075.318549,0,0,9145.435842,0,0,0,0,0,0,0,0.228481464,0,326052.759,0,948.938432,0,0,3475.120582,0,0,273.7659635,1,0,557.7997452,0,47.72167924,0,326.7059154,0,0,0,1507.94517,0,0,0,0,22528.15825,0,0,1874.012489,0,0,512.6116382,0,431.1426311,2704.8037,30809.49041,0,416.1899875,0,169.9967239,0,0,0,0,0,124.7274292,0,98,0,0,0,17023.47964,0,0,0,0,4734,0,0,0,0,4.986636345,0,0,0,0,0,298.1467871,454,406.0359167,6217.203262,0,0,0,0,0,0,1035.636303,0,102.3340091,0,553.9957186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67474.00339,0,0,76471,0,0,0,0,0,0,0,715.1794522,0,0,0,2628.595765,112.9172737,77.87992844,0,524.5897302,0,916.1815603,0,0,0,207.3668218,0,0.690010141,0,105.8188261,0,3565.839945,0,1265.818841,0,1241.736308,30650.30608,0,1125.014147,692.1185662,0,32.87221368,18.23958019,0,0,0,3.479648664,0,0,0,0,0,0,0,1.512890611,3,0,603.7674891,25152.78405,0,0,2682.939292,0,0,241.285179,13,236.1117105,2378.438827,132.7812932,105.6727203,505.2686394,5205.730531,0,941.2493072,0,214.2217953,1206.933228,0,272,1935,142.7435569,0,1364.353035,1.11112785,107.4235393,0,0,0,117.6845863,584.4190713,6212.96247,0,116,0,1020.996128,0,0,244.1310851,1300.511248
SL std mix1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.96925833,552.0573518,217435.7745,229.4120975,0,63243.07911,916256.1658,5034.346477,17278.77552,5266.174639,175048.7437,105659.3391,719400.3973,0,49.09925084,0,0,0,0,8,1556.710688,0,0,1637.543583,0,0,0,0,0,0,0,0,0,37577.71585,0,0,0,0,829.2700721,0,0,0,0,228.6257989,0,0,0,0,171.6738364,0,0,0,0,0,0,0,0,10128.83929,0,1.393918395,116.7805659,0,0,0,0,0,414.4735217,10078.01836,0,163.1273551,0,0,0,0,0,0,0,0,0,333,0,0,0,6453.625591,0,0,0,0,2926,0,0,0,3.857478259,83.5453031,0,0,0,0,0,0,3,240.0518628,1924.72811,0,0,0,0,0,0,2322.804057,1.073580049,0,0,96.37695524,0,0,0,2.12713426,0,0,0,0,0,0,0,0,0,0,14077.37058,0,0,22703,0,0,0,0,0,59.37456291,0,213.7564257,0,0,0.941894777,550.9898494,216.2538051,60.25867097,0,0,0,407.081483,0,237.1247091,0,0,0,0,0,0,0,3512.331714,27.23869558,125.7754877,0,0,12603.59825,0,243.6934965,557.7998695,0,0,0,1.264751644,0,0,0,1.11696559,0,0,0,0,0,0,0,104,0,129.481884,33172.99616,0,0.563464077,1745.283919,0,49.4968153,0,77,150.0872916,1872.339185,0,0,324.0576027,4849.621521,0,704.936055,286.5491026,0,98.75762961,0,12,444,216.7298423,72.4493505,1283.937231,0,0,0,89.8404945,0,0,246.2273318,7768.501702,214.0037375,18,0,774.0082194,0,0,0,921.0513817
SL std mix2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324.7530246,79.34630133,206068.9126,2474.332057,569.5501809,63708.94489,963657.7379,4670.18986,15899.74047,4818.797136,166731.0804,91069.98499,605675.737,0,0,0,255.429628,0,0,1,1488.384112,0,0,1194.705516,0,0,0,0,0,0,0,0,0,50101.71877,0,194.5483193,0,0.357709177,376.3201818,0,0,0,0,0,0,0,0,0,224.4532698,0,97.39694095,0,318.4508441,0,0,0,0,1495.962987,0,0,186.4693075,0,0,0,0,0,183.1290697,6362.344985,0,0,0,0,0,0,0,0,0,5.835664543,0,3,0,0,0,3318.60731,0,0,1.770455116,0,1166,0,0,0,0,0,120.9956671,0,0,0,0,0,4,103.2606914,1259.322063,0,0,0,0,0,0,859.8541875,0,0,0,0,0,0,0,0,0,0,0,0.814944644,0,0,0,0,0,0,12043.48255,0,0,20558,0,0,0,0,0,88.33506233,0,305.016224,0,0,0,662.6772567,0,0,0,0,217.9165958,328.0185871,0,0,159.017057,0,0,0,0,0,0,727.9076906,23.26766321,0,0,0,4899.432532,0,224.7588075,468.496159,121.3433114,0,0,0,0,0,0,0.490569113,0,0,0,2.296076488,0,0,0,67,0,0,11312.17458,0,18.35978759,318.6459463,50.49919378,0,0,31,0,487.5842751,0,203.4674901,174.3098239,1916.627114,136.7972991,153.8166037,0,0,195.5712709,0,3,323,121.3949084,117.0479117,409.1092178,0,0,0,0,0,0,155.5147123,1155.641073,0,62,0,261.5291728,4.735012205,0,0,675.1567737
blk6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.340963,118.6890619,2998.521654,5298.736057,922.9805234,1282.837201,3158.969759,0,543.3629299,0,472.6460821,167.5147151,949.389286,0,0,0,0,0,5,28,1955.744887,0,0,1146.761446,0,5.464274745,0,0,0,0,0,0,0,45993.2387,0,168.6930702,0,0,241.782933,0,0,0,1,0,0,0,0,0,0,0,0,0,243.7588764,0,0,0,0,1862.068505,0,0,446.9136507,0,0,0,0,0,439.1775203,5860.074823,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,3042.031175,0,0,0,0,379,0,0,0,1.128363489,0,0,187.5057266,0,0.562768821,0,0,1,0,898.2802155,0,0.829178087,0,0,0,0,272.801154,0,0,0.372597525,0,0,0,0,0,0,0,0.371626259,0,0,0,0,0,0,0,7033.208947,0,0,14213,0,0,0,0,0,0,0,0,0,0,0,623.3808545,0,0,0.710621185,0,0,53.8876194,0,0,0,0,0,0,0,0,0,1401.780346,0,0,0,0,4492.672467,0,0,84.62195246,0,0,0,0,68.49031799,69.75153218,0,2.010915622,2.71804414,0,0,0,0,0,0,10,1.066548723,0,3404.003959,0,0,27.58704112,0,0,0,45,0,154.8700191,0,0,0,1422.593388,0,0,0,0,130.3851555,0,77,532,451.0747589,0,172.7167993,0,0,0,1.057624754,0,0,16.95011169,673.5793385,0,18,21.46794775,69.3142139,0,0,0,401.4923144
M200a-samblk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.9323914,498.1452266,131616.5096,816.0222758,197.5877068,40929.82847,532579.7425,2647.565005,6716.941029,2818.022472,94177.75249,51650.42709,450807.576,0,116.155839,0,18857.36542,0,7,19,899.9405341,0,0,1384.560356,0,0,0,0,0,0,0,0,0.496768143,44974.27564,0,135.011133,0,0,684.0686166,0,0,0,0,0,1233.141907,0,171.8212308,0,161.590815,0,0,0,0,0,0,0,0,8235.358481,0,0,275.6324988,0,0,0,0,0,981.7751079,8295.839783,0,0,0,0,0,0,0,0,0,220.0918513,0,82,0,0,0,6777.700177,0,0,0,0,2688,0,0,0,2.851987705,0,0,0,0,0,0,0,2,36.69443227,2558.565352,0,0,0,0,0,0,2192.518703,0,0,311.4854882,409.7594023,0,0,0,0,0,0,50.95526774,0,0,0,0,0,0,0,12758.10151,589.325694,0,25453,220.4193609,0,0,0,0,0,0,0,0,0,0,630.5458116,0,155.9068733,0,0,0,635.847734,0,0,0,0,0,197.4726227,0,113.0769832,0,7077.077518,0.87535708,0,71.1026429,193.8273984,13906.27331,0,369.6604138,1300.400023,0,0,0.484852245,0,0,91.38934668,0,0,0.260007462,282.3183947,0,0,0,0,0,22,0,102.2859207,35460.79397,153.8915896,0,1102.317015,0,0,0,2,220.3721544,2561.272977,0,0,32.32406394,5106.927564,304.1702196,1153.104205,223.8288804,0,223.9885966,0,30,165,93.56113341,0,1542.273087,11.22714142,0,0,0,0,0,592.763587,6690.398883,45.01940534,80,29.66492305,787.1027599,29.79345478,0,27.17221185,1172.407707
