Sample,C1P d18:1/C16:0 Results,Cer d16:1/C16:0(-H20) Results,Cer d16:1/C16:0 Results,Cer d16:1/C20:0(-H20) Results,Cer d16:1/C20:0 Results,Cer d16:1/C22:1(-H20) Results,Cer d16:1/C22:1 Results,Cer d16:1/C23:0(-H20) Results,Cer d16:1/C23:0 Results,Cer d16:1/C24:0(-H20) Results,Cer d16:1/C24:0 Results,Cer d16:1/C24:1(-H20) Results,Cer d16:1/C24:1 Results,Cer d16:1/C25:1(-H20) Results,Cer d16:1/C25:1 Results,Cer d16:1/C26:0(-H20) Results,Cer d16:1/C26:0 Results,Cer d16:1/C26:1(-H20) Results,Cer d16:1/C26:1 Results,Cer d18:0/C20:0(-H20) Results,Cer d18:0/C20:0 Results,Cer d18:0/C22:1(-H20) Results,Cer d18:0/C22:1 Results,Cer d18:0/C23:0(-H20) Results,Cer d18:0/C23:0 Results,Cer d18:0/C23:1(-H20) Results,Cer d18:0/C23:1 Results,Cer d18:0/C25:0(-H20) Results,Cer d18:0/C25:0 Results,Cer d18:0/C25:1(-H20) Results,Cer d18:0/C25:1 Results,Cer d18:0/C26:0(-H20) Results,Cer d18:0/C26:0 Results,Cer d18:0/C26:1(-H20) Results,Cer d18:0/C26:1 Results,Cer d18:1/C14:1(-H20) Results,Cer d18:1/C14:1 Results,Cer d18:1/C20:1(-H20) Results,Cer d18:1/C20:1 Results,Cer d18:2/C14:0(-H20) Results,Cer d18:2/C14:0 Results,Cer d18:2/C20:1(-H20) Results,Cer d18:2/C20:1 Results,Cer d18:2/C22:1(-H20) Results,Cer d18:2/C22:1 Results,Cer d18:2/C23:1(-H20) Results,Cer d18:2/C23:1 Results,Cer d18:2/C25:0(-H20) Results,Cer d18:2/C25:0 Results,Cer d18:2/C25:1(-H20) Results,Cer d18:2/C25:1 Results,Cer d18:2/C26:0(-H20) Results,Cer d18:2/C26:0 Results,Cer d18:2/C26:1(-H20) Results,Cer d18:2/C26:1 Results,DHCer d16:1/C16:0(-H20) Results,DHCer d16:1/C16:0 Results,DHCer d18:1/C14:0(-H20) Results,DHCer d18:1/C14:0 Results,DHCer d18:1/C22:1(-H20) Results,DHCer d18:1/C22:1 Results,DHCer d18:1/C24:1(-H20) Results,DHCer d18:1/C24:1 Results,DHCer d18:2/C16:0(-H20) Results,DHCer d18:2/C16:0 Results,DHCer d18:2/C18:1(-H20) Results,DHCer d18:2/C18:1 Results,DHCer d18:2/C22:0(-H20) Results,DHCer d18:2/C22:0 Results,DHCer d18:2/C24:0(-H20) Results,DHCer d18:2/C24:0 Results,DHCer d18:2/C24:1(-H20) Results,DHCer d18:2/C24:1 Results,GM3 d16:1/C14:0 Results,GM3 d16:1/C16:0 Results,GM3 d16:1/C18:0 Results,GM3 d16:1/C20:0 Results,GM3 d16:1/C22:0 Results,GM3 d16:1/C24:0 Results,GM3 d16:1/C24:1 Results,GM3 d18:1/C14:0 Results,GM3 d18:1/C20:0 Results,GM3 d18:2/14:0 Results,GM3 d18:2/16:0 Results,GM3 d18:2/18:0 Results,GM3 d18:2/20:0 Results,GM3 d18:2/22:0 Results,GM3 d18:2/24:0 Results,GM3 d18:2/24:1 Results,MHCer d16:1/C16:0(-H20) Results,MHCer d16:1/C16:0 Results,MHCer d16:1/C20:0(-H20) Results,MHCer d16:1/C20:0 Results,MHCer d16:1/C22:0(-H20) Results,MHCer d16:1/C22:0 Results,MHCer d16:1/C22:1(-H20) Results,MHCer d16:1/C22:1 Results,MHCer d16:1/C23:0(-H20) Results,MHCer d16:1/C23:0 Results,MHCer d16:1/C23:1(-H20) Results,MHCer d16:1/C23:1 Results,MHCer d16:1/C24:0(-H20) Results,MHCer d16:1/C24:0 Results,MHCer d16:1/C24:1(-H20) Results,MHCer d16:1/C24:1 Results,MHCer d16:1/C26:0(-H20) Results,MHCer d16:1/C26:0 Results,MHCer d18:0/C16:0(-H20) Results,MHCer d18:0/C16:0 Results,MHCer d18:0/C16:1(-H20) Results,MHCer d18:0/C16:1 Results,MHCer d18:0/C22:0(-H20) Results,MHCer d18:0/C22:0 Results,MHCer d18:0/C22:1(-H20) Results,MHCer d18:0/C22:1 Results,MHCer d18:0/C23:0(-H20) Results,MHCer d18:0/C23:0 Results,MHCer d18:1/C14:0(-H20) Results,MHCer d18:1/C14:0 Results,MHCer d18:1/C16:1(-H20) Results,MHCer d18:1/C16:1 Results,MHCer d18:1/C18:1(-H20) Results,MHCer d18:1/C18:1 Results,MHCer d18:1/C20:1(-H20) Results,MHCer d18:1/C20:1 Results,MHCer d18:1/C23:1(-H20) Results,MHCer d18:1/C23:1 Results,MHCer d18:1/C25:1(-H20) Results,MHCer d18:1/C25:1 Results,MHCer d18:2/C16:0(-H20) Results,MHCer d18:2/C16:0 Results,MHCer d18:2/C16:1(-H20) Results,MHCer d18:2/C16:1 Results,MHCer d18:2/C22:1(-H20) Results,MHCer d18:2/C22:1 Results,MHCer d18:2/C25:0(-H20) Results,MHCer d18:2/C25:0 Results,SM C30:1 Results,SM C34:0 Results,SM C36:0 Results,SM C38:0 Results,SM C39:1 Results,SM C40:0 Results,SM C42:0 Results,SM d16:1/C23:0 Results,SM d18:0/C16:0 Results,SM d18:0/C18:0 Results,SM d18:0/C20:0 Results,SM d18:0/C22:0 Results,SM d18:0/C24:0 Results,Sphd16:1 Results,Sphd18:2 Results,Sphd18:1-D7 (ISTD) Results,Sphd18:1 Results,Sphd18:0-D7 (ISTD) Results,Sphd18:0 Results,SM C24:1 (ISTD) Results,SM d18:1/C6:0 (ISTD) Results,C1P d18:1/C8:0 (ISTD) Results,MHCer d18:1/C8:0 (ISTD)(-H20) Results,MHCer d18:1/C8:0 (ISTD) Results,Cer d18:1/C8:0 (ISTD)(-H20) Results,Cer d18:1/C8:0 (ISTD) Results,SM d18:1/C12:0 Results,SM d18:2/C14:0 Results,SM C32:2 Results,GM3 d18:1/C16:0 Results,SM C32:1 Results,SM d16:1/C16:0 Results,SM d18:1/C14:0 Results,SM C34:2 Results,SM d18:2/C16:0 Results,GM3 d18:1/C18:0 Results,DHCer d18:1/C16:0(-H20) Results,DHCer d18:1/C16:0 Results,SM d16:1/C18:0 Results,SM d18:1/C16:0 Results,SM C34:1 Results,SM C36:2 Results,SM d18:2/C18:0 Results,MHCer d18:1/C16:0(-H20) Results,MHCer d18:1/C16:0 Results,Cer d18:1/C14:0(-H20) Results,Cer d18:1/C14:0 Results,Cer d18:1/C16:1(-H20) Results,Cer d18:1/C16:1 Results,Cer d18:2/C16:0(-H20) Results,Cer d18:2/C16:0 Results,Cer d18:2/C18:1(-H20) Results,Cer d18:2/C18:1 Results,DHCer d18:1/C18:0(-H20) Results,DHCer d18:1/C18:0 Results,SM d16:1/C20:0 Results,SM d18:1/C18:0 Results,GM3 d18:1/C24:1 Results,SM C36:1 Results,GM3 d18:1/C22:0 Results,SM C38:2 Results,SM d18:2/C20:0 Results,MHCer d18:1/C18:0(-H20) Results,MHCer d18:1/C18:0 Results,Cer d16:1/C18:0(-H20) Results,Cer d16:1/C18:0 Results,Cer d18:1/C16:0(-H20) Results,Cer d18:1/C16:0 Results,Cer d18:0/C16:0(-H20) Results,Cer d18:0/C16:0 Results,MHCer d18:2/C20:0(-H20) Results,MHCer d18:2/C20:0 Results,Cer d18:1/C18:1(-H20) Results,Cer d18:1/C18:1 Results,Cer d18:2/C18:0(-H20) Results,Cer d18:2/C18:0 Results,DHCer d18:1/C20:0(-H20) Results,DHCer d18:1/C20:0 Results,GM3 d18:1/C24:0 Results,SM C38:1 Results,SM d16:1/C22:0 Results,SM d18:1/C20:0 Results,SM C42:3 Results,SM d18:2/C24:1 Results,SM C40:2 Results,SM d16:1/C24:1 Results,SM d18:1/C22:1 Results,SM d18:2/C22:0 Results,MHCer d18:1/C22:1(-H20) Results,MHCer d18:1/C22:1 Results,MHCer d18:1/C20:0(-H20) Results,MHCer d18:1/C20:0 Results,Cer d18:1/C18:0(-H20) Results,Cer d18:1/C18:0 Results,MHCer d18:2/C24:1(-H20) Results,MHCer d18:2/C24:1 Results,MHCer d18:2/C22:0(-H20) Results,MHCer d18:2/C22:0 Results,Cer d18:0/C18:0(-H20) Results,Cer d18:0/C18:0 Results,SM C41:2 Results,SM d18:1/C23:1 Results,SM d18:2/C23:0 Results,Cer d18:2/C20:0(-H20) Results,Cer d18:2/C20:0 Results,DHCer d18:1/C22:0(-H20) Results,DHCer d18:1/C22:0 Results,MHCer d18:2/C23:0(-H20) Results,MHCer d18:2/C23:0 Results,SM C42:2 Results,SM d18:1/C24:1 Results,SM d18:2/C24:0 Results,SM C40:1 Results,SM d16:1/C24:0 Results,SM d18:1/C22:0 Results,DHCer d18:1/C23:0(-H20) Results,DHCer d18:1/C23:0 Results,MHCer d18:0/C24:1(-H20) Results,MHCer d18:0/C24:1 Results,MHCer d18:1/C24:1(-H20) Results,MHCer d18:1/C24:1 Results,MHCer d18:1/C22:0(-H20) Results,MHCer d18:1/C22:0 Results,MHCer d18:2/C24:0(-H20) Results,MHCer d18:2/C24:0 Results,Cer d18:1/C20:0(-H20) Results,Cer d18:1/C20:0 Results,Cer d16:1/C22:0(-H20) Results,Cer d16:1/C22:0 Results,Cer d18:1/C22:1(-H20) Results,Cer d18:1/C22:1 Results,DHCer d18:1/C24:0(-H20) Results,DHCer d18:1/C24:0 Results,SM C41:1 Results,SM d18:1/C23:0 Results,Cer d18:2/C24:1(-H20) Results,Cer d18:2/C24:1 Results,Cer d18:2/C22:0(-H20) Results,Cer d18:2/C22:0 Results,SM C43:2 Results,SM d18:1/C25:1 Results,SM d18:2/C25:0 Results,MHCer d18:1/C23:0(-H20) Results,MHCer d18:1/C23:0 Results,Cer d18:1/C23:1(-H20) Results,Cer d18:1/C23:1 Results,SM C42:1 Results,SM d18:1/C24:0 Results,Cer d18:2/C23:0(-H20) Results,Cer d18:2/C23:0 Results,MHCer d18:1/C26:1(-H20) Results,MHCer d18:1/C26:1 Results,MHCer d18:1/C24:0(-H20) Results,MHCer d18:1/C24:0 Results,MHCer d18:0/C24:0(-H20) Results,MHCer d18:0/C24:0 Results,Cer d18:1/C22:0(-H20) Results,Cer d18:1/C22:0 Results,Cer d18:0/C22:0(-H20) Results,Cer d18:0/C22:0 Results,Cer d18:0/C24:1(-H20) Results,Cer d18:0/C24:1 Results,Cer d18:1/C24:1(-H20) Results,Cer d18:1/C24:1 Results,SM C43:1 Results,SM d18:1/C25:0 Results,Cer d18:2/C24:0(-H20) Results,Cer d18:2/C24:0 Results,MHCer d18:1/C25:0(-H20) Results,MHCer d18:1/C25:0 Results,Cer d18:1/C25:1(-H20) Results,Cer d18:1/C25:1 Results,Cer d18:1/C23:0(-H20) Results,Cer d18:1/C23:0 Results,MHCer d18:1/C26:0(-H20) Results,MHCer d18:1/C26:0 Results,SM C44:1 Results,SM d18:1/C26:0 Results,Cer d18:1/C26:1(-H20) Results,Cer d18:1/C26:1 Results,Cer d18:0/C24:0(-H20) Results,Cer d18:0/C24:0 Results,Cer d18:1/C24:0(-H20) Results,Cer d18:1/C24:0 Results,Cer d18:1/C25:0(-H20) Results,Cer d18:1/C25:0 Results,Cer d18:1/C26:0(-H20) Results,Cer d18:1/C26:0 Results
blk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,977.479078,2423,593,1290.997618,147,3596.501409,0,525.9725459,3,393.8544187,245.172742,1269.763019,0,0,708,15,7682,0,0,6243,0,0,0,656.5115233,0,995.3479779,289196.8923,3788.567468,0,0,0,0,766,0,119.7587658,0,1269.658827,0.697312744,0,0,130,7966.83263,0,0,53419.43373,4,2438,0,0,433,0,107.1269798,3693.673145,44562.80064,0,610,0,559.6979264,0,0,119.9099386,1252,0,0,0,36749.92784,726.2715987,0,15659.40428,0.613707045,11470,0,0,143.3027122,0,0,0,0,585.2362202,6698.023099,0,53.09467756,0,0,0,60,908.3118888,0,0,0,134.2907638,0,0,0,0,48187,127.9528328,0,81977,0,0,0,27,0,0,0,2197.239908,0,781,0,0,211.6928586,343.0360326,0,518.9481872,0,0,0,12,18423.98461,109.2964107,0,226,0.484098827,295.888248,690.5507952,0,6.049669241,0,398.5531594,0,127.7026036,28812.22883,0,0,0,0,0,0,246.1154449,0,1,218.9211216,7054.118825,0,0,0,33,107.4978484,3112.355359,1185,14.02830919,0.753694841,178.4608306,0,42,0,0,79.45544012,63,0,74,497.6485862,0,0,15,0,99,194.1754316,2870.471105,0,255.2871642,0,262.4575966
blk2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355.3491507,3124,2340,1690.195323,171,4166.836305,0,0,7,238.2818582,0,1245.548616,0,0,490,28,7175,0,0,4767,1.27898694,0,0,1119.635708,0,984.582934,236759.3877,584.8980224,0,98.80580671,520.7708625,0,520,0,43.63153826,0,343.2771491,0,0,0,182,9608.542141,0,0,36157.82094,7,1789,0,0,1428,0,250.863505,4021.065828,47786.57944,292.714201,705,0,0,0,0,483.0610303,740,0,0,0,26239.95202,1102.579406,0,10271.85122,0,9430,0,0,0.381421375,0,0,0,38.80812941,0,6795.687957,0,0,0,0,0,66,1151.807373,0,0,0,15.84759751,0,0,0,0,43131,0,0,69093,0,172.5288487,10.20932379,3,0.760654795,0,0,2274.268023,0,328,2.431978504,0,0,1026.775569,0,206.4277708,0.94750011,268.984765,0,69,12887.67303,78.37892841,15.18950738,173,0,433.0234082,539.5632756,0,0,0,0,0,0,20832.98936,0,0,45,2.473325344,0,0,1111.197671,0,18,777.7698605,7023.255098,0,106.2301565,0,44,182.3762369,2986.908836,1789,0,0,418.2412226,0,117,0,0,142.7543211,826,0,36,189.770952,0,0,25,0,9,144.92782,2196.932253,0,0,0,260.136157
blk3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3804,3552,1417.481155,167,3556.341757,0,0,8,334.3805639,156.4543794,1045.894277,0,0,217,33,8119,0,0,4504,5.832622137,0,0,659.6778927,0,585.0651855,216404.1781,3207.47842,0,86.44874468,282.9336498,0,261,0,33.95323889,299.1704699,921.5096515,0,0,0,200,11599.5672,341.9999966,0.139367493,40843.21708,61,622,0,0,1035,0,136.9529248,4621.255186,38968.69113,0,1478,0,0,2.077812714,9.283905105,153.1382385,207,0,0,0,23551.97941,878.6933867,0,8159.120603,0,7102,0,0,0,0,117.197367,0,0,514.1586941,3659.754004,0,3.063216186,0,0,0.828044996,226,755.9050162,0,152.4803066,1.494951641,0,0,0,0,0,31699,0,0,76634,0,193.9309992,0,24,0,0,0,1269.188876,0,411,0.291077496,0.391568373,138.9837742,250.7784827,0,543.1455724,0,207.1074758,0,35,12084.85552,0,24.39795987,162,0,326.2752311,515.3677922,0,0.73955658,0.943380644,113.782059,0,36.28334254,19928.06861,0,0,48,25.84582617,0,0,423.2786008,0,23,312.0233881,6448.807009,0,156.710619,0,41,0,2117.083046,2137,0,0,151.9243567,0,9,0,0,0,449,16.82176421,0,388.7675467,36.31314437,0,30,0,64,22.56854429,2695.411421,0,0,0,179.1801668
SL std mix1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2901.443746,145618,239,44205.8382,129,763540.4237,3577.340292,8337.219274,3204,109267.6167,54554.83874,513386.7379,0,0,39,14,6069,0,0,2911,0,0,0,606.9521762,0,467.480989,246749.6734,5310.184547,0,0,339.5262078,0,447,0,339.7794314,0,1479.650091,0,0,0,200,2750.768882,148.9299158,0,66044.43826,3,2442,0,0,268,0,0,1433.526287,42268.95137,0,34,1.641320492,483.1995054,0,206.6353465,0,1189,0,0,0,33655.96975,0,0,5257.297449,0,7195,112.3870776,0,0,0,0,0,0,866.4682122,9127.098707,0,0,0,0,0,0,1160.747128,0,0,0,0,0,0,0,0,0,0,0,11403,0,0,0,5,0,0,0,1702.595356,1.066527304,207,2.834725165,0,0,1476.962487,0,634.8675913,0,216.777625,0,148,24818.48153,0,0,151,0,493.2181843,1210.46315,0,4.645156856,0,0,0,37.04879905,38538.33159,168.9093407,0,54,0,0,0,563.6073803,0,112,138.3027845,10776.56109,0,151.3588602,0,24,297.4591605,3320.361462,1360,358.3733352,0,156.6887323,0,0,0.730300411,0,159.613704,1044,0,51,486.5229237,0,0,23,0,9,268.4190673,4719.065877,0,337.3357551,21.13261655,195.6022743
SL std mix2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.527158,141537,238,43640.04079,106,751633.8391,3405.584313,7188.954493,2949,106838.0349,51806.69696,429244.5093,0,0,447,53,5994,0,0,4196,0,0,0,443.9951649,0,997.2100015,219500.7154,3633.410331,0,105.4249499,438.3831436,0,169,0,119.1474419,0,1385.494759,0,0,0,106,3564.476907,399.7553425,0,52310.27798,38,189,0,0,328,0,189.8276395,2534.075025,42674.40489,109.2247271,420,0,566.4619301,0,0,0,1151,0,97.01284381,0,33794.72836,0,114.9868888,5873.827469,0,6789,0,0,0.764370174,0,0,0,0,650.0370014,12114.40265,0,0,0,0,0,47,5192.632973,0,0,0,0,0,0,2.044830427,0,38001,137.1386111,0,81158,0,417.3087856,0,1,3.761774578,0,0,772.4030833,0,277,0,32.45746483,310.5906179,1063.631854,0,773.1632168,0,0,0,70,16345.16871,0,0.670455008,544,0,500.3252363,765.217197,0,0,0,0,0,52.09694018,36248.94928,0,0,62,0.729669283,0,0,805.0087075,17.00021811,1,612.6793922,8042.519526,0,0,0,40,399.0179233,340.8055733,1211,37.17053703,52.07244107,423.2278671,0,16,0,0,0,495,0,0,570.0932953,0,0.622547216,25,0,52,269.4156136,1984.386941,0,0,65.2301213,234.9946105
blk6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.1204963,2517,1451,1083.317531,133,3680.880199,0,433.6122051,3,442.931706,134.7403218,1425.138413,0,0,444,84,6047,0,0,4399,0,0,0,811.3879,0,264.5246295,245941.2796,3937.817795,0,0,250.999152,0,236,0,935.887208,207.9634259,614.0197385,0,0,0,224,7628.292471,339.3538345,0,54578.81454,12,1822,0,0,68,0,0,2788.364054,39782.94188,0,71,0,564.3153942,0,0,348.0395255,756,0,0,0,26424.52745,775.9151994,0,9985.236598,0,10242,0,0,0,0,213.1999303,0,0,948.1178482,5124.542344,0,0,0,0,2.790395626,129,590.0235639,0,0,2.580220749,73.32565171,1.65610508,0,0,0,31916,0,0,82195,0,0,0,3,0,0,0,1035.743182,0,52,0,1.358312276,0,600.2981525,0,822.6097611,0,225.8919238,0,130,12970.62359,0,0,1,0,502.4180452,916.4076443,0,0,0,215.9451578,0,0,34138.64423,0,0,78,0,0,0,385.4949998,0,0,344.4494085,7909.6265,0,70.3809288,0,7,167.5924046,2805.953787,1692,0,116.1499308,244.553555,0,0,0,0,0,385,0,9,391.8980912,0,18.74433315,11,54.01624785,21,133.7347161,2309.322709,0,177.5132071,0,283.0933568
M123-samblk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1892.610162,468738,1104,174109.4884,27,2391857.016,11862.49446,31279.36138,9787,361995.2528,172989.4865,1575685.449,0,0,20020,32,6757,0,0,5752,0,0,0,608.1105717,0,708.4183672,194823.0656,3575.768287,0,0,0,110.5352693,550,0,73.92594266,0,892.5216374,0,1.64535044,0,4,117.6578993,0,0,70057.91338,68,451,237.2377277,0,0,0,0,3566.559021,42766.58303,0,518,0,463.4579961,0,0,454.3265767,1520,0,0,0,20601.91824,0,0,6875.569796,0,8516,0,0,0.533171215,0,0,0,0,1145.265117,9286.341885,0,0,0,0,0,285,5782.529007,0,0,0,0.303398127,0,451.8317966,0,0,16595,147.7648011,0,56844,0,0,0,0,2.040801243,2.664032314,0,739.1681335,0,15,0,2.140231575,155.7687847,129.5069408,0,968.5671659,0,358.0465003,0,183,26790.22685,0,15.6602857,236,0,418.9821844,1129.999407,0,0,0,200.8597759,0,101.8982712,85684.83608,137.7347861,0,48,0,0,0,1394.367775,0,0,1121.938764,7910.32025,0,117.5933167,0,77,156.7882694,4579.653002,2356,0,0,146.8065278,0,44,0,0,149.6297941,1193,0,8,1509.741491,0,0,9,0,31,295.5587542,5631.82083,0,0,0,348.7728471
M124-samblk2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181611,1040,55147.46686,10,811699.8357,3922.46558,10591.06208,3008,112728.4192,56952.9033,502188.3843,24.86164139,0,3717,11,6206,0,0,4519,0,0,0,704.3729038,0,361.9317598,269313.2524,1137.969803,0,93.03834855,0,0,217,0,0,0,563.8290672,0,0,0,25,0,190.738234,0,80451.37275,23,301,0,0,57,0,22.78473153,2773.313647,35830.00001,41.46506237,565,0,566.8430353,0,0,433.9694667,1218,0,0,0,30434.59552,0,0,1644.544867,0,8007,0,0,1.104682646,0,0,0,0,1021.701598,9948.602278,0,6.909918109,0,0,0,104,6503.119896,0,203.1434043,0,590.759074,0,454.4513061,0,0,15874,417.4571919,0,58630,0,0,2.617501696,0,0,51.65924693,0,1660.635408,0,327,0.096760701,0,0,2027.315732,0,935.3532812,0,221.7650144,0,73,12047.86418,0,0,147,0,171.9474858,2992.104356,0,0,0,103.4190546,0,0,78772.31308,235.853443,0,57,0,0,0,507.384449,0,53,735.9611303,3805.892656,0,238.0939203,0,50,0,2644.798737,373,124.9632459,0,414.7497958,1.258523486,33,0,0,0,1232,0,0,596.0320049,0,0,51,0,17,322.3321455,5316.600387,33.928679,163.9279428,0,336.9365437
blk7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368.7069759,2970,1198,1376.279219,297,4461.743912,0,742.2142245,21,305.5364191,0,1519.564121,0,0,550,17,6405,0,0,4565,0,0,0,968.3363607,0,101.7250308,231754.7197,838.159541,0,45.05500222,538.7971702,167.338864,509,0,112.2657528,0,675.671987,0,0,0,161,6464.271005,212.4936082,0,40626.46186,6,428,0,0,110,0,501.1221463,4127.057252,38597.48164,0,398,0,533.9103621,0,0,185.2168738,832,0.612136335,0,0,21460.41637,383.6715831,0,8199.170875,0,11220,108.9297067,0,2.262544809,0,303.560506,0,0,353.8653769,4551.946586,0,0,0,0,3.479150587,2,1434.69534,0,1.745435127,0,1.450274925,0,0,0,0,28992,0,26.19024561,77629,0,440.5175811,0,4,0,0,0,1633.876713,0,222,0,58.20329454,0,121.4843941,0,694.8933324,0,0,0,148,15502.70461,39.78116995,0,45,0,236.2991686,891.2690791,0,5.241850062,0,0,0,0,27738.1407,195.5558764,0,74,42.60590975,0,0,0,0,11,352.8126452,5193.577356,0,0,0,156,67.46672415,2488.433768,2136,0,1.140425536,202.1177761,0,12,0,0,161.6997906,347,0,1,364.5765362,0,23.42684923,7,0,15,144.2321356,3091.577133,0,192.0910982,0,158.4049697
