Sample,
blk1,
blk2,
blk3,
SL std mix1,
SL std mix2,
blk6,
M45-samblk1,
M46-samblk2,
blk7,
M35-46 QC Heart1,
M35-46 QC Heart2,
M35-46 QC Heart3,
blk8,
M35-Heart 1460,6.7
M36-Heart 1461,2.5
M37-Heart 1462,5.5
blk9,
M38-Heart 1464,4.1
M39- Heart 1972,4.5
M40- Heart 1973,3.3
blk10,
M41- Heart 1974,2.5
M42- Heart 1463,4.8
M43- Heart 1981,6.1
blk11,
M44- Heart1982,5.5
M35-46QC Heart4,
M35-46 QC Heart5,
blk12,
