Sample,
blk1,
blk2,
blk3,
blk4,
blk5,
SL std mix1,
SL std mix2,
blk6,
M33-samblk1,
M34-samblk2,
blk7,
M23-34 QC Skin1,
M23-34 QC Skin2,
M23-34 QC Skin3,
blk8,
M23-Skin 1460,6.9
M24-Skin 1461,6.9
M25-Skin 1462,8.9
blk9,
M26-Skin 1464,8
M27- Skin 1972,6.4
M28- Skin 1973,4.5
blk10,
M29- Skin 1974,5.3
M30- Skin 1975,4.6
M31- Skin 1981,4
blk11,
M32- Skin1982,7.1
M23-34 QC Skin4,
M23-34 QC Skin5,
blk12,
