Sample,C1P d18:1/C16:0 Results,Cer d16:1/C22:1(-H20) Results,Cer d16:1/C22:1 Results,Cer d16:1/C23:0(-H20) Results,Cer d16:1/C23:0 Results,Cer d16:1/C25:1(-H20) Results,Cer d16:1/C25:1 Results,Cer d16:1/C26:0(-H20) Results,Cer d16:1/C26:0 Results,Cer d16:1/C26:1(-H20) Results,Cer d16:1/C26:1 Results,Cer d18:0/C20:0(-H20) Results,Cer d18:0/C20:0 Results,Cer d18:0/C22:1(-H20) Results,Cer d18:0/C22:1 Results,Cer d18:0/C23:0(-H20) Results,Cer d18:0/C23:0 Results,Cer d18:0/C23:1(-H20) Results,Cer d18:0/C23:1 Results,Cer d18:0/C25:0(-H20) Results,Cer d18:0/C25:0 Results,Cer d18:0/C25:1(-H20) Results,Cer d18:0/C25:1 Results,Cer d18:0/C26:0(-H20) Results,Cer d18:0/C26:0 Results,Cer d18:0/C26:1(-H20) Results,Cer d18:0/C26:1 Results,Cer d18:1/C14:1(-H20) Results,Cer d18:1/C14:1 Results,Cer d18:2/C20:1(-H20) Results,Cer d18:2/C20:1 Results,Cer d18:2/C25:1(-H20) Results,Cer d18:2/C25:1 Results,Cer d18:2/C26:0(-H20) Results,Cer d18:2/C26:0 Results,DHCer d16:1/C16:0(-H20) Results,DHCer d16:1/C16:0 Results,DHCer d18:1/C14:0(-H20) Results,DHCer d18:1/C14:0 Results,DHCer d18:1/C22:1(-H20) Results,DHCer d18:1/C22:1 Results,DHCer d18:2/C16:0(-H20) Results,DHCer d18:2/C16:0 Results,DHCer d18:2/C18:1(-H20) Results,DHCer d18:2/C18:1 Results,DHCer d18:2/C22:0(-H20) Results,DHCer d18:2/C22:0 Results,GM3 d16:1/C14:0 Results,GM3 d16:1/C16:0 Results,GM3 d16:1/C18:0 Results,GM3 d16:1/C20:0 Results,GM3 d16:1/C22:0 Results,GM3 d16:1/C24:0 Results,GM3 d16:1/C24:1 Results,GM3 d18:1/C14:0 Results,GM3 d18:1/C20:0 Results,GM3 d18:2/14:0 Results,GM3 d18:2/16:0 Results,GM3 d18:2/18:0 Results,GM3 d18:2/20:0 Results,GM3 d18:2/22:0 Results,GM3 d18:2/24:0 Results,GM3 d18:2/24:1 Results,MHCer d16:1/C16:0(-H20) Results,MHCer d16:1/C16:0 Results,MHCer d16:1/C20:0(-H20) Results,MHCer d16:1/C20:0 Results,MHCer d16:1/C22:0(-H20) Results,MHCer d16:1/C22:0 Results,MHCer d16:1/C22:1(-H20) Results,MHCer d16:1/C22:1 Results,MHCer d16:1/C23:0(-H20) Results,MHCer d16:1/C23:0 Results,MHCer d16:1/C23:1(-H20) Results,MHCer d16:1/C23:1 Results,MHCer d16:1/C24:0(-H20) Results,MHCer d16:1/C24:0 Results,MHCer d16:1/C24:1(-H20) Results,MHCer d16:1/C24:1 Results,MHCer d16:1/C26:0(-H20) Results,MHCer d16:1/C26:0 Results,MHCer d18:0/C16:1(-H20) Results,MHCer d18:0/C16:1 Results,MHCer d18:0/C22:1(-H20) Results,MHCer d18:0/C22:1 Results,MHCer d18:1/C14:0(-H20) Results,MHCer d18:1/C14:0 Results,MHCer d18:1/C18:1(-H20) Results,MHCer d18:1/C18:1 Results,MHCer d18:1/C20:1(-H20) Results,MHCer d18:1/C20:1 Results,MHCer d18:2/C16:1(-H20) Results,MHCer d18:2/C16:1 Results,MHCer d18:2/C22:1(-H20) Results,MHCer d18:2/C22:1 Results,MHCer d18:2/C24:0(-H20) Results,MHCer d18:2/C24:0 Results,MHCer d18:2/C25:0(-H20) Results,MHCer d18:2/C25:0 Results,SM C34:0 Results,SM C36:0 Results,SM C38:0 Results,SM C40:0 Results,SM C42:0 Results,SM d18:0/C16:0 Results,SM d18:0/C18:0 Results,SM d18:0/C20:0 Results,SM d18:0/C22:0 Results,SM d18:0/C24:0 Results,Sphd16:1 Results,Sphd18:2 Results,Sphd18:1-D7 (ISTD) Results,Sphd18:1 Results,Sphd18:0 Results,Sphd18:0-D7 (ISTD) Results,SM C24:1 (ISTD) Results,SM d18:1/C6:0 (ISTD) Results,C1P d18:1/C8:0 (ISTD) Results,MHCer d18:1/C8:0 (ISTD)(-H20) Results,MHCer d18:1/C8:0 (ISTD) Results,Cer d18:1/C8:0 (ISTD)(-H20) Results,Cer d18:1/C8:0 (ISTD) Results,SM C30:1 Results,SM d18:1/C12:0 Results,SM C32:2 Results,SM d18:2/C14:0 Results,GM3 d18:1/C16:0 Results,SM C32:1 Results,SM d16:1/C16:0 Results,SM d18:1/C14:0 Results,SM C34:2 Results,SM d18:2/C16:0 Results,GM3 d18:1/C18:0 Results,Cer d18:2/C14:0(-H20) Results,Cer d18:2/C14:0 Results,MHCer d18:2/C16:0(-H20) Results,MHCer d18:2/C16:0 Results,DHCer d18:1/C16:0(-H20) Results,DHCer d18:1/C16:0 Results,SM C34:1 Results,SM d16:1/C18:0 Results,SM d18:1/C16:0 Results,MHCer d18:1/C16:1(-H20) Results,MHCer d18:1/C16:1 Results,SM C36:2 Results,SM d18:2/C18:0 Results,MHCer d18:0/C16:0(-H20) Results,MHCer d18:0/C16:0 Results,MHCer d18:1/C16:0(-H20) Results,MHCer d18:1/C16:0 Results,Cer d16:1/C16:0(-H20) Results,Cer d16:1/C16:0 Results,Cer d18:1/C14:0(-H20) Results,Cer d18:1/C14:0 Results,Cer d18:2/C16:0(-H20) Results,Cer d18:2/C16:0 Results,Cer d18:1/C16:1(-H20) Results,Cer d18:1/C16:1 Results,DHCer d18:1/C18:0(-H20) Results,DHCer d18:1/C18:0 Results,Cer d18:2/C18:1(-H20) Results,Cer d18:2/C18:1 Results,GM3 d18:1/C24:1 Results,GM3 d18:1/C22:0 Results,SM C36:1 Results,SM d16:1/C20:0 Results,SM d18:1/C18:0 Results,SM C38:2 Results,SM d18:2/C20:0 Results,MHCer d18:1/C18:0(-H20) Results,MHCer d18:1/C18:0 Results,Cer d18:1/C16:0(-H20) Results,Cer d18:1/C16:0 Results,Cer d18:0/C16:0(-H20) Results,Cer d18:0/C16:0 Results,MHCer d18:2/C20:0(-H20) Results,MHCer d18:2/C20:0 Results,Cer d16:1/C18:0(-H20) Results,Cer d16:1/C18:0 Results,Cer d18:1/C18:1(-H20) Results,Cer d18:1/C18:1 Results,Cer d18:2/C18:0(-H20) Results,Cer d18:2/C18:0 Results,DHCer d18:1/C20:0(-H20) Results,DHCer d18:1/C20:0 Results,GM3 d18:1/C24:0 Results,DHCer d18:2/C24:1(-H20) Results,DHCer d18:2/C24:1 Results,SM C38:1 Results,SM d16:1/C22:0 Results,SM d18:1/C20:0 Results,SM C40:2 Results,SM d16:1/C24:1 Results,SM d18:1/C22:1 Results,SM d18:2/C22:0 Results,SM C42:3 Results,SM d18:2/C24:1 Results,MHCer d18:1/C20:0(-H20) Results,MHCer d18:1/C20:0 Results,MHCer d18:1/C22:1(-H20) Results,MHCer d18:1/C22:1 Results,Cer d18:1/C18:0(-H20) Results,Cer d18:1/C18:0 Results,Cer d16:1/C20:0(-H20) Results,Cer d16:1/C20:0 Results,MHCer d18:2/C24:1(-H20) Results,MHCer d18:2/C24:1 Results,MHCer d18:2/C22:0(-H20) Results,MHCer d18:2/C22:0 Results,Cer d18:0/C18:0(-H20) Results,Cer d18:0/C18:0 Results,SM C41:2 Results,SM d18:1/C23:1 Results,SM d18:2/C23:0 Results,SM C39:1 Results,SM d16:1/C23:0 Results,DHCer d18:1/C24:1(-H20) Results,DHCer d18:1/C24:1 Results,DHCer d18:1/C22:0(-H20) Results,DHCer d18:1/C22:0 Results,Cer d18:1/C20:1(-H20) Results,Cer d18:1/C20:1 Results,Cer d18:2/C22:1(-H20) Results,Cer d18:2/C22:1 Results,Cer d18:2/C20:0(-H20) Results,Cer d18:2/C20:0 Results,MHCer d18:1/C23:1(-H20) Results,MHCer d18:1/C23:1 Results,DHCer d18:2/C24:0(-H20) Results,DHCer d18:2/C24:0 Results,MHCer d18:2/C23:0(-H20) Results,MHCer d18:2/C23:0 Results,DHCer d18:1/C23:0(-H20) Results,DHCer d18:1/C23:0 Results,SM C42:2 Results,SM d18:1/C24:1 Results,SM d18:2/C24:0 Results,SM C40:1 Results,SM d16:1/C24:0 Results,SM d18:1/C22:0 Results,Cer d18:2/C23:1(-H20) Results,Cer d18:2/C23:1 Results,MHCer d18:0/C24:1(-H20) Results,MHCer d18:0/C24:1 Results,MHCer d18:1/C22:0(-H20) Results,MHCer d18:1/C22:0 Results,MHCer d18:0/C22:0(-H20) Results,MHCer d18:0/C22:0 Results,MHCer d18:1/C24:1(-H20) Results,MHCer d18:1/C24:1 Results,Cer d18:1/C20:0(-H20) Results,Cer d18:1/C20:0 Results,Cer d18:1/C22:1(-H20) Results,Cer d18:1/C22:1 Results,Cer d16:1/C24:1(-H20) Results,Cer d16:1/C24:1 Results,DHCer d18:1/C24:0(-H20) Results,DHCer d18:1/C24:0 Results,Cer d16:1/C22:0(-H20) Results,Cer d16:1/C22:0 Results,MHCer d18:1/C25:1(-H20) Results,MHCer d18:1/C25:1 Results,Cer d18:2/C24:1(-H20) Results,Cer d18:2/C24:1 Results,Cer d18:2/C22:0(-H20) Results,Cer d18:2/C22:0 Results,SM C41:1 Results,MHCer d18:1/C23:0(-H20) Results,MHCer d18:1/C23:0 Results,SM C43:2 Results,SM d18:1/C25:1 Results,SM d18:2/C25:0 Results,MHCer d18:0/C23:0(-H20) Results,MHCer d18:0/C23:0 Results,Cer d18:1/C23:1(-H20) Results,Cer d18:1/C23:1 Results,MHCer d18:1/C26:1(-H20) Results,MHCer d18:1/C26:1 Results,MHCer d18:0/C24:0(-H20) Results,MHCer d18:0/C24:0 Results,Cer d18:2/C23:0(-H20) Results,Cer d18:2/C23:0 Results,SM C42:1 Results,SM d18:1/C24:0 Results,MHCer d18:1/C24:0(-H20) Results,MHCer d18:1/C24:0 Results,Cer d18:0/C24:1(-H20) Results,Cer d18:0/C24:1 Results,Cer d18:1/C24:1(-H20) Results,Cer d18:1/C24:1 Results,Cer d18:1/C22:0(-H20) Results,Cer d18:1/C22:0 Results,Cer d16:1/C24:0(-H20) Results,Cer d16:1/C24:0 Results,Cer d18:0/C22:0(-H20) Results,Cer d18:0/C22:0 Results,SM d18:1/C23:0 Results,Cer d18:2/C24:0(-H20) Results,Cer d18:2/C24:0 Results,MHCer d18:1/C25:0(-H20) Results,MHCer d18:1/C25:0 Results,Cer d18:2/C26:1(-H20) Results,Cer d18:2/C26:1 Results,SM C43:1 Results,SM d18:1/C25:0 Results,Cer d18:1/C23:0(-H20) Results,Cer d18:1/C23:0 Results,Cer d18:1/C25:1(-H20) Results,Cer d18:1/C25:1 Results,MHCer d18:1/C26:0(-H20) Results,MHCer d18:1/C26:0 Results,Cer d18:2/C25:0(-H20) Results,Cer d18:2/C25:0 Results,SM C44:1 Results,SM d18:1/C26:0 Results,Cer d18:1/C26:1(-H20) Results,Cer d18:1/C26:1 Results,Cer d18:1/C24:0(-H20) Results,Cer d18:1/C24:0 Results,Cer d18:0/C24:0(-H20) Results,Cer d18:0/C24:0 Results,Cer d18:1/C25:0(-H20) Results,Cer d18:1/C25:0 Results,Cer d18:1/C26:0(-H20) Results,Cer d18:1/C26:0 Results
blk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,109.9537992,5923.239525,7052.223284,728,1836.334133,4413.673442,0,239.0905972,0,424.8479117,145.091275,1022.374518,193.9674231,0,0,0,15,2115.9549,0,0,1532.100603,0,0,0,0,0,0,0,356.9685363,68714.42762,0,0,0,0,215.5521191,0,27.07267891,1152.523191,0,900.1323825,0,141.9875467,0,0,0,294.3986142,0,603.9922295,0,0,0,0,0,0,9141.918128,0,0,323.1423461,0,0,179.7862263,645.9949362,10942.17472,0,0,0,0,0,0,1.515744147,0,0,381,0,0,0,0,0,4656.745334,0,0,2211,0,0,0,1030.245968,0,0,0,0,0,0,3974.343934,0,301.1464215,0,2.056827169,0,0,228.6007532,47,399.8289318,0,0,423.93314,0,0,0,0,0,0,0,0,0.375712963,0,0,0,0,0,0,0,0,0,0,25339.4628,0,0,18369,27.39443459,0,0,0,0,0,0,1334.664918,0,0,0,7551.001597,0,493.6737917,0,159.4906371,0,0,0,0,0,1887.939807,0,3.704023762,0,144.4235784,109.8600428,0,5156.916866,0,638.3174957,334.0279327,0,0,0,172.1698704,0,0,0,0,0,52,0,0,4633.401809,0,15.49874599,856.5461733,0.229035156,74,0,2527.72246,156.3540437,2301.393186,0,86.04615513,0,0,0,0.426184406,271.0547948,3.722620101,7,0,0.538801113,654,0,0,149.7843423,0,0,77.22921294,0,1.021530053,0,0,0,0,0,317.5423078,1379.974757,0,28,0,153.2670951,0,251.4295163
blk2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,485.6663728,6122.226082,11303.84467,303,2271.116265,6034.870697,0,116.5161768,0,532.696017,0,903.1090258,76.43472973,0,345.0968295,0,14,1703.479873,0,0,1133.84126,0,0,0,0.195466082,0,0,0.649509414,0,59381.85269,0,245.9436723,118.3381726,175.3515842,375.7216337,0,179.3071083,1957.608922,0,1444.844682,0,0,0,0,0,0,0,721.7119385,0,165.2898182,0,0,0.487005648,0,3689.022928,0,0,74.35906074,0,118.8796767,446.6816288,718.4629272,8896.398014,0,224.5880411,0,0,0,0,0,0,0,148,0,0,0,0,6.506140432,2617.346154,0,0,484,0,164.8819187,0,1219.636739,0,0,0,0,0,0,1512.086339,0,10.29419851,0,0,0.648974066,0,0,128,190.2660554,0,0,603.3870748,79.76695213,0,0,0,0,0,0,2.877408201,0,0,0,0,0,0,0,0,0,0,0,18325.96831,115.6750098,0,13609,0,0,0,0,0,261.3733112,0,1170.128005,0,0,321.0674359,7305.494796,0.936810735,171.7012561,0,0,0,0,0,0,0,518.0715845,0,0,1.641966497,190.194328,0,176.3897876,2594.416822,0,650.5520232,353.415996,113.3495311,0,0.569382858,0,1.635205002,2.346550671,0,1.543022526,2.757527825,1,0,0,1963.615616,0.925400835,1.019734332,440.0224941,0,30,0,1234.14741,0,467.0215874,127.519656,72.19430806,85.12083965,0,174.3120262,0,0,0,0,0,0,430,213.5500025,0,193.6743806,0,0,148.647554,0,0,0,0,54.14473574,0,0,0,836.6511091,0,21,0,96.13161687,0,230.7822355
blk3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,194.7081642,6273.000478,12384.14208,87,2891.828626,6363.447371,0,0,0,508.4091752,0,971.0148887,0,0,130.0202198,0,40,2033.758898,0,0,1020.622972,0,0,0,0,0,97,0,0,58097.75078,0,172.9157658,0,205.7149481,454.7882533,0,0,2126.280509,0,868.3976855,0,186.4840704,0,36.67296245,0,329.9668476,0,668.2627175,0,0,0,0,1.875312996,0,6489.028653,0,0,234.93663,0.736244513,0,348.844736,390.2776961,6572.037264,0,0,0,0.803350766,0,130.7410373,0,0,0,79,0,0,0,0,0,2285.659564,0,0,1189,0,0,24.33014632,1035.235248,0,0,228.7204215,0,0,0,1686.928993,0,0,0,0,0,0,0,35,0,0,0,507.9286422,197.4291733,0,0,0,0,0,0,0,0,0,0.528062122,0,0,0,0,0,0,0,0,14064.71468,1.800076769,1.775972079,12000,0,69.42490408,0,0,0,0,0,1135.551026,0,0,0,4546.64642,0,510.4493757,0,2.247399399,0.968777843,0,0,0,0,716.8022267,0,160.872216,0,0,0,99.01066696,3790.310845,0,356.9456874,621.9488955,0,0,0,28.09525732,0,0,185.4631967,0,0,47,0,0,2263.573254,0,0,188.6006264,0,3,0,986.4591378,0,832.6205703,0,0,0.163254708,0,0,70.2661952,0,0,55,0,0,70,350.0116761,0,187.1043283,0.300409729,0,0,0,0,87.9590947,199.1292296,0,0.155983097,0,0,469.6989562,26.0607442,13,0,0,4.868640949,0
SL std mix1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,592.3295122,201087.1529,908.3768063,58,58358.40639,968872.1912,4336.125766,15362.57391,4741.779063,156344.7979,87350.08263,710079.8903,80.0201103,0,169.0107602,0,71,1647.298324,0,0,1318.631714,0,0,0,0,0,57,0,286.5058694,55042.39684,0.717821039,0,0,0,373.1352442,0,0,26.05779922,0,1135.649638,0,255.0963465,0,204.3813949,0,0,0,0,0,33.21239468,0,0,0,0,14258.55398,0,0,535.2005091,0,0,0,1608.595238,16833.7484,0,405.1405441,0.518725172,0,35.63096958,191.2783187,0,143.9826275,0,129,0,0,0,0,0,9296.511355,0,0,5291,0,0,0,2516.528418,0,111.4191795,0,0.937776282,0,949.3738834,8186.422898,0,293.8614366,0,165.3389489,0,0,0,0,1296.102618,0,0,2575.410597,350.5991211,0,0,0,316.9226922,0,153.2124617,0,0,0,0,114.9525883,0,0,0,0,0,0,0,29617.50999,0,0,30750,0,0,0,41.57582081,0,0,0,2379.300786,0,0,0,7732.43087,0,1154.847559,0,226.0942863,0,146.1634955,0,386.7092735,173.906436,2712.263492,2.895389563,179.9011088,0,155.1177808,0,35.7534239,10998.61435,0,1020.36191,437.5201894,0,0,0,0,0,0,0,0,0,43,0,0,38091.11732,263.2272325,0,2869.113033,81.23102134,14,501.0196269,8369.767755,309.9874269,6927.892124,0,1069.224159,0,0,350.6871468,0,259.350175,0,41,0,51.90218929,1442,275.817145,256.3267534,1450.177501,0,0,0,0,82.86520274,0,278.5542606,0,0,0,496.8045308,7445.167141,0,107,153.4960911,317.2207664,0,885.2807345
SL std mix2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,55.85942371,187038.8039,2565.16441,19,56794.62651,892716.3813,4531.358836,14626.83613,3945.455136,159257.5319,79630.06143,630754.8103,236.6882505,0,155.9626142,0,7,1338.972933,0,0,843.9119068,0,0,0,0,0,26,0,296.5761271,61640.39028,0,118.8977613,0,0,506.9600316,0,180.9749903,455.1402263,0,1008.838049,0,166.8465166,0,321.9696885,0,334.9005096,0,84.96126441,2.931249267,34.08245693,0,0,0,0,4294.560059,0,0,669.6520118,0,0,928.7948202,1142.186795,12093.06113,0,376.2068166,0,0,0,0,0,0,0,186,0,0,0,0,0,2183.011563,0,0,4239,0,0,0,1572.798108,0,0,0,0,0,895.9049709,5670.962682,0,333.4008145,0,0,0,0,103.1779461,57,1443.851398,0,0,3453.410016,0,0,0,0,0,0,0,0,0.958289911,0,0.407618294,0,0,0,0,0,0,0,0,22117.02734,0,0.75181892,35249,111.9596444,0,0,178.9801432,0,125.6876887,0,1570.410953,0,87.14496581,0,8107.071541,0,582.9104396,0,0,0,0,13.30722639,124.732981,0,4864.200769,0,20.64489935,176.9875006,325.3792062,0,0,7749.387338,0,596.2524942,145.5862105,40.20463527,0,0,0,0,0,0,110.4341102,0,25,0,0,17423.47716,117.007571,154.7732963,3216.53868,0,139,55.22896664,3714.670105,406.2192068,4774.540526,0,491.3230283,0,0,153.7376293,0,394.5810393,0,195,0,0.196942207,1704,226.0688713,0,1514.141547,0,0,270.0420241,0,0,0,741.0400895,0,0,0,101.186248,5125.346726,0,29,0,529.4794794,0,562.2036075
blk6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,321.4498892,7958.883218,6775.957961,90,3045.889286,5040.965644,0,659.1259812,0,465.3340669,0,1084.348709,0,0,0,0,15,2026.438835,0,0,1104.11937,0,0,0,0,0,26,0,394.1195769,66848.12483,0,126.5827525,0,0,169.270124,0,0,1572.562445,36.65100578,1038.899039,0,0,0,8.726964444,0,263.0832276,0,595.4363033,0.551775572,94.68706939,0,0,0,0,5872.461764,0,0,575.6539946,0,0,460.5870843,1057.291161,6902.312077,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,1740.266073,0,0,880,0,0,0,2512.559851,0,0,0,0,0,342.8888143,2051.34776,0,0,0,0,0,0,434.2599884,45,348.9024725,0,0,161.4864381,0,0,0,0,0,0,0,0,0,0,2.04480673,0,0,0,0.724463582,0,0,0,0,26241.77731,0,0,23077,0,0,0,0,0,0,0,2310.44831,0,0,0,6912.193283,0,242.5618526,0,0,0,0,0,0,0,1416.824352,0,0,0,0,0,150.6962149,5956.17389,0,705.8297343,624.3846167,0,0,0,0,0,48.93796172,0,0,0,63,0.620534643,0,3721.675416,0,0.368616611,707.2051385,0,37,0,2245.868796,0,1727.446204,0,0,0,0,0,15.83279281,0,139.2706991,224,0,0,491,99.35926692,0,214.1848099,0,0,0,0,0,145.4436113,48.17457159,31.65218015,0,0,0,625.9560283,0,15,0,263.0509702,0,354.5102092
M225-samblk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,486.6132738,128122.6724,5566.388722,454,39675.05957,521239.7428,2663.441449,4496.372865,2764.727785,97217.82162,50074.26519,415702.1101,0,0,46084.387,1.709829107,18,2016.505474,0,0,1427.001321,0,0,0,0,0,3,0,391.814849,52444.26315,0,119.801625,0,0,1148.71719,0,34.62907967,71.00345968,0,1158.354561,0,663.3498149,0,512.7311968,0,353.1444522,0,0,0,276.1536635,0,0,0,0,19683.50358,0,0,533.751714,0,0,207.1600914,980.5967337,17385.52106,0,0,0,0,125.8110357,0,0,0,0,756,0,0,0,0,0,6873.603545,0,0,4813,0,1.277995506,0,4248.264291,0,0,0,0,0,338.3552095,5678.170436,0,30.81435554,0,252.7280455,0,0,66.64770655,167,3871.605144,0,0,5136.784489,0,0,0,0,0,0,0,0,0,0,206.1311516,0,0,0,0,0,0,0,0,19410.24159,0,0,10156,0,171.9226291,0,0,0,0,0,2540.975227,0,0,271.7421196,5178.344463,69.96888299,2058.452307,0,374.5340646,0,119.5959142,10.47047535,281.9942955,0,6370.752357,0,153.4658111,0,126.2007315,0,771.2612188,15280.47671,0,999.3519369,146.5175991,68.97922511,0,0,0,0,152.1464445,0,0,0,25,0,0,24506.35073,0,0,3001.885498,0,35,802.40674,7870.008913,457.7140826,8204.326865,0,927.8552084,0,364.1687741,0,0,400.8018929,0,45,0,0,874,89.27163649,233.4228744,1301.473408,0,0,0,0,0,23.3459328,708.5399169,0,0,0,440.2637943,7719.529432,0,39,77.06487386,618.7419118,0,868.0164559
M226-samblk2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,415.8801066,125062.385,890.8194227,55,37341.82992,494974.3457,2444.211374,2256.833964,2747.475891,91220.36792,48521.75435,373988.8638,0,0,12965.23867,0,12,797.0056147,0,0,1057.609381,0,0,0,0,0,93,0,214.3402869,46090.88703,0,94.60765227,0,0,2146.098413,0,0,0,0,1468.910654,98.97151882,799.0908761,0,214.7485931,0,222.7203388,0,59.37864565,0,211.2840972,0,125.9973406,0.086914924,0,19354.68564,0,158.6837288,119.8384801,0,0,640.7168108,617.7818911,19548.95051,0,202.0789075,0,0,0,0,0,0,211.8455158,1257,0,0,0.978672365,0,0,12669.02051,0,0.821295968,4768,0,0,0,5220.224543,0,0,415.7203493,0,0,1294.941788,7853.915991,0,203.6559173,0,0,0,0,0,55,1450.392915,0,170.9468483,1850.329026,273.5887514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31755.19707,246.4330413,0,32394,136.0353962,0,106.0616936,0,0,0,109.7461761,2215.187287,0,0,0,6529.936891,155.9443529,1728.66308,0,338.5636745,0,0,0,254.9814262,19.65099473,6409.451943,153.1392828,467.8156385,0,356.9012128,0,508.3559445,14240.42957,0,265.082284,282.5981741,0,0,0,112.9855261,0,13.03585116,183.5369762,0.503336414,0,49,0,101.9767008,15541.31089,14.55309655,0,1686.870542,0,291,533.0104014,7988.016232,611.0528116,8157.492568,0,1354.925209,113.2214055,0,233.0165361,0,105.8868549,0,228,0,87.25344149,969,64.178918,101.5788103,1289.861478,3.406614047,0,0,0,0,0,571.4583692,0,0,106.0804838,525.3251856,5890.589652,38.39267199,26,10.47886754,329.1801862,0,1016.352797
