Sample,
blk1,
blk2,
blk3,
SL std mix1,
SL std mix2,
blk6,
M277-samblk1,
M278-samblk2,
blk7,
M266-278QCStomach1,
M266-278QCStomach2,
M266-278QCStomach3,
blk8,
M266-Stomach 1460,7.1
M267-Stomach 1461,6.9
M268-Stomach 1462,6.7
blk9,
M269-Stomach 1463,7.5
M270-Stomach 1464,7.7
M271-Stomach 1972,11.2
blk10,
M272-Stomach 1973,7.4
M273-Stomach 1974,6.9
M274-Stomach 1975,5.9
blk11,
M275-Stomach1981,7
M276-Stomach 1982,9
blk12,
M266-278QCStomach4,
M266-278QCStomach5,
