Sample,
blk1,
blk2,
blk3,
blk4,
blk5,
SL std mix1,
SL std mix2,
blk6,
M188-samblk1,
M189-samblk2,
blk7,
M177-189QC sWAT1,
M177-189QC sWAT2,
M177-189QC sWAT3,
blk8,
M177-sWAT 1460,10.9
M178-sWAT 1461,8
M179-sWAT 1462,16
blk9,
M180-sWAT 1463,24.4
M181- sWAT 1464,10.7
M182- sWAT 1972,23.2
blk10,
M183- sWAT 1973,21.3
M184- sWAT 1974,15.3
M185- sWAT 1975,16.7
blk11,
M186- sWAT1981,14.3
M187-sWAT 1982,10.5
blk12,
M177-189QC sWAT4,
M177-189QC sWAT5,
