Sample,C1P d18:1/C16:0 Results,Cer d16:1/C22:1(-H20) Results,Cer d16:1/C22:1 Results,Cer d16:1/C23:0(-H20) Results,Cer d16:1/C23:0 Results,Cer d16:1/C25:1(-H20) Results,Cer d16:1/C25:1 Results,Cer d16:1/C26:0(-H20) Results,Cer d16:1/C26:0 Results,Cer d16:1/C26:1(-H20) Results,Cer d16:1/C26:1 Results,Cer d18:0/C20:0(-H20) Results,Cer d18:0/C20:0 Results,Cer d18:0/C22:1(-H20) Results,Cer d18:0/C22:1 Results,Cer d18:0/C23:0(-H20) Results,Cer d18:0/C23:0 Results,Cer d18:0/C23:1(-H20) Results,Cer d18:0/C23:1 Results,Cer d18:0/C25:0(-H20) Results,Cer d18:0/C25:0 Results,Cer d18:0/C25:1(-H20) Results,Cer d18:0/C25:1 Results,Cer d18:0/C26:0(-H20) Results,Cer d18:0/C26:0 Results,Cer d18:0/C26:1(-H20) Results,Cer d18:0/C26:1 Results,Cer d18:1/C14:1(-H20) Results,Cer d18:1/C14:1 Results,Cer d18:2/C20:1(-H20) Results,Cer d18:2/C20:1 Results,DHCer d16:1/C16:0(-H20) Results,DHCer d16:1/C16:0 Results,DHCer d18:1/C14:0(-H20) Results,DHCer d18:1/C14:0 Results,DHCer d18:2/C18:1(-H20) Results,DHCer d18:2/C18:1 Results,GM3 d16:1/C14:0 Results,GM3 d16:1/C16:0 Results,GM3 d16:1/C18:0 Results,GM3 d16:1/C20:0 Results,GM3 d16:1/C22:0 Results,GM3 d16:1/C24:0 Results,GM3 d16:1/C24:1 Results,GM3 d18:1/C14:0 Results,GM3 d18:1/C20:0 Results,GM3 d18:2/14:0 Results,GM3 d18:2/16:0 Results,GM3 d18:2/18:0 Results,MHCer d16:1/C16:0(-H20) Results,MHCer d16:1/C16:0 Results,MHCer d16:1/C20:0(-H20) Results,MHCer d16:1/C20:0 Results,MHCer d16:1/C22:0(-H20) Results,MHCer d16:1/C22:0 Results,MHCer d16:1/C22:1(-H20) Results,MHCer d16:1/C22:1 Results,MHCer d16:1/C23:0(-H20) Results,MHCer d16:1/C23:0 Results,MHCer d16:1/C23:1(-H20) Results,MHCer d16:1/C23:1 Results,MHCer d16:1/C24:0(-H20) Results,MHCer d16:1/C24:0 Results,MHCer d16:1/C24:1(-H20) Results,MHCer d16:1/C24:1 Results,MHCer d16:1/C26:0(-H20) Results,MHCer d16:1/C26:0 Results,MHCer d18:0/C16:0(-H20) Results,MHCer d18:0/C16:0 Results,MHCer d18:0/C16:1(-H20) Results,MHCer d18:0/C16:1 Results,MHCer d18:0/C22:1(-H20) Results,MHCer d18:0/C22:1 Results,MHCer d18:0/C23:0(-H20) Results,MHCer d18:0/C23:0 Results,MHCer d18:1/C14:0(-H20) Results,MHCer d18:1/C14:0 Results,MHCer d18:1/C18:1(-H20) Results,MHCer d18:1/C18:1 Results,MHCer d18:1/C20:1(-H20) Results,MHCer d18:1/C20:1 Results,MHCer d18:1/C23:1(-H20) Results,MHCer d18:1/C23:1 Results,MHCer d18:1/C25:1(-H20) Results,MHCer d18:1/C25:1 Results,MHCer d18:2/C16:1(-H20) Results,MHCer d18:2/C16:1 Results,MHCer d18:2/C22:1(-H20) Results,MHCer d18:2/C22:1 Results,MHCer d18:2/C25:0(-H20) Results,MHCer d18:2/C25:0 Results,SM C34:0 Results,SM C36:0 Results,SM C38:0 Results,SM C39:1 Results,SM C40:0 Results,SM C42:0 Results,SM d16:1/C23:0 Results,SM d18:0/C16:0 Results,SM d18:0/C18:0 Results,SM d18:0/C20:0 Results,SM d18:0/C22:0 Results,SM d18:0/C24:0 Results,Sphd16:1 Results,Sphd18:2 Results,Sphd18:1-D7 (ISTD) Results,Sphd18:1 Results,Sphd18:0-D7 (ISTD) Results,Sphd18:0 Results,SM C24:1 (ISTD) Results,SM d18:1/C6:0 (ISTD) Results,C1P d18:1/C8:0 (ISTD) Results,MHCer d18:1/C8:0 (ISTD)(-H20) Results,MHCer d18:1/C8:0 (ISTD) Results,Cer d18:1/C8:0 (ISTD)(-H20) Results,Cer d18:1/C8:0 (ISTD) Results,SM C30:1 Results,SM d18:1/C12:0 Results,SM d18:2/C14:0 Results,SM C32:2 Results,GM3 d18:1/C16:0 Results,SM C32:1 Results,SM d16:1/C16:0 Results,SM d18:1/C14:0 Results,DHCer d18:2/C16:0(-H20) Results,DHCer d18:2/C16:0 Results,SM C34:2 Results,SM d18:2/C16:0 Results,GM3 d18:1/C18:0 Results,GM3 d18:2/20:0 Results,Cer d18:2/C14:0(-H20) Results,Cer d18:2/C14:0 Results,MHCer d18:2/C16:0(-H20) Results,MHCer d18:2/C16:0 Results,DHCer d18:1/C16:0(-H20) Results,DHCer d18:1/C16:0 Results,SM d16:1/C18:0 Results,SM d18:1/C16:0 Results,SM C34:1 Results,MHCer d18:1/C16:1(-H20) Results,MHCer d18:1/C16:1 Results,SM C36:2 Results,SM d18:2/C18:0 Results,GM3 d18:2/22:0 Results,MHCer d18:1/C16:0(-H20) Results,MHCer d18:1/C16:0 Results,GM3 d18:2/24:1 Results,Cer d18:1/C14:0(-H20) Results,Cer d18:1/C14:0 Results,Cer d16:1/C16:0(-H20) Results,Cer d16:1/C16:0 Results,Cer d18:1/C16:1(-H20) Results,Cer d18:1/C16:1 Results,Cer d18:2/C16:0(-H20) Results,Cer d18:2/C16:0 Results,Cer d18:2/C18:1(-H20) Results,Cer d18:2/C18:1 Results,DHCer d18:1/C18:0(-H20) Results,DHCer d18:1/C18:0 Results,SM d16:1/C20:0 Results,SM d18:1/C18:0 Results,GM3 d18:1/C24:1 Results,SM C36:1 Results,GM3 d18:1/C22:0 Results,SM C38:2 Results,SM d18:2/C20:0 Results,GM3 d18:2/24:0 Results,MHCer d18:1/C18:0(-H20) Results,MHCer d18:1/C18:0 Results,Cer d16:1/C18:0(-H20) Results,Cer d16:1/C18:0 Results,Cer d18:1/C16:0(-H20) Results,Cer d18:1/C16:0 Results,Cer d18:0/C16:0(-H20) Results,Cer d18:0/C16:0 Results,MHCer d18:2/C20:0(-H20) Results,MHCer d18:2/C20:0 Results,Cer d18:1/C18:1(-H20) Results,Cer d18:1/C18:1 Results,Cer d18:2/C18:0(-H20) Results,Cer d18:2/C18:0 Results,DHCer d18:1/C20:0(-H20) Results,DHCer d18:1/C20:0 Results,DHCer d18:1/C22:1(-H20) Results,DHCer d18:1/C22:1 Results,GM3 d18:1/C24:0 Results,DHCer d18:2/C24:1(-H20) Results,DHCer d18:2/C24:1 Results,SM C38:1 Results,SM d16:1/C22:0 Results,SM d18:1/C20:0 Results,DHCer d18:2/C22:0(-H20) Results,DHCer d18:2/C22:0 Results,SM C42:3 Results,SM d18:2/C24:1 Results,SM C40:2 Results,SM d16:1/C24:1 Results,SM d18:1/C22:1 Results,SM d18:2/C22:0 Results,MHCer d18:1/C22:1(-H20) Results,MHCer d18:1/C22:1 Results,MHCer d18:1/C20:0(-H20) Results,MHCer d18:1/C20:0 Results,Cer d18:1/C18:0(-H20) Results,Cer d18:1/C18:0 Results,Cer d16:1/C20:0(-H20) Results,Cer d16:1/C20:0 Results,Cer d18:1/C20:1(-H20) Results,Cer d18:1/C20:1 Results,MHCer d18:2/C24:1(-H20) Results,MHCer d18:2/C24:1 Results,MHCer d18:2/C22:0(-H20) Results,MHCer d18:2/C22:0 Results,Cer d18:0/C18:0(-H20) Results,Cer d18:0/C18:0 Results,SM C41:2 Results,SM d18:1/C23:1 Results,SM d18:2/C23:0 Results,DHCer d18:1/C24:1(-H20) Results,DHCer d18:1/C24:1 Results,Cer d18:2/C20:0(-H20) Results,Cer d18:2/C20:0 Results,DHCer d18:1/C22:0(-H20) Results,DHCer d18:1/C22:0 Results,Cer d18:2/C22:1(-H20) Results,Cer d18:2/C22:1 Results,DHCer d18:2/C24:0(-H20) Results,DHCer d18:2/C24:0 Results,MHCer d18:2/C23:0(-H20) Results,MHCer d18:2/C23:0 Results,SM C42:2 Results,SM d18:1/C24:1 Results,SM d18:2/C24:0 Results,SM C40:1 Results,SM d16:1/C24:0 Results,SM d18:1/C22:0 Results,DHCer d18:1/C23:0(-H20) Results,DHCer d18:1/C23:0 Results,MHCer d18:0/C24:1(-H20) Results,MHCer d18:0/C24:1 Results,MHCer d18:1/C24:1(-H20) Results,MHCer d18:1/C24:1 Results,MHCer d18:0/C22:0(-H20) Results,MHCer d18:0/C22:0 Results,MHCer d18:1/C22:0(-H20) Results,MHCer d18:1/C22:0 Results,Cer d18:2/C23:1(-H20) Results,Cer d18:2/C23:1 Results,MHCer d18:2/C24:0(-H20) Results,MHCer d18:2/C24:0 Results,Cer d18:1/C20:0(-H20) Results,Cer d18:1/C20:0 Results,Cer d16:1/C24:1(-H20) Results,Cer d16:1/C24:1 Results,Cer d16:1/C22:0(-H20) Results,Cer d16:1/C22:0 Results,Cer d18:1/C22:1(-H20) Results,Cer d18:1/C22:1 Results,DHCer d18:1/C24:0(-H20) Results,DHCer d18:1/C24:0 Results,SM C41:1 Results,SM d18:1/C23:0 Results,Cer d18:2/C24:1(-H20) Results,Cer d18:2/C24:1 Results,Cer d18:2/C22:0(-H20) Results,Cer d18:2/C22:0 Results,SM C43:2 Results,SM d18:1/C25:1 Results,SM d18:2/C25:0 Results,MHCer d18:1/C23:0(-H20) Results,MHCer d18:1/C23:0 Results,Cer d18:1/C23:1(-H20) Results,Cer d18:1/C23:1 Results,SM C42:1 Results,SM d18:1/C24:0 Results,Cer d18:2/C25:1(-H20) Results,Cer d18:2/C25:1 Results,Cer d18:2/C23:0(-H20) Results,Cer d18:2/C23:0 Results,MHCer d18:1/C26:1(-H20) Results,MHCer d18:1/C26:1 Results,MHCer d18:1/C24:0(-H20) Results,MHCer d18:1/C24:0 Results,MHCer d18:0/C24:0(-H20) Results,MHCer d18:0/C24:0 Results,Cer d18:1/C22:0(-H20) Results,Cer d18:1/C22:0 Results,Cer d18:0/C22:0(-H20) Results,Cer d18:0/C22:0 Results,Cer d18:0/C24:1(-H20) Results,Cer d18:0/C24:1 Results,Cer d18:1/C24:1(-H20) Results,Cer d18:1/C24:1 Results,Cer d16:1/C24:0(-H20) Results,Cer d16:1/C24:0 Results,Cer d18:2/C26:1(-H20) Results,Cer d18:2/C26:1 Results,SM C43:1 Results,SM d18:1/C25:0 Results,Cer d18:2/C24:0(-H20) Results,Cer d18:2/C24:0 Results,MHCer d18:1/C25:0(-H20) Results,MHCer d18:1/C25:0 Results,Cer d18:1/C25:1(-H20) Results,Cer d18:1/C25:1 Results,Cer d18:1/C23:0(-H20) Results,Cer d18:1/C23:0 Results,MHCer d18:1/C26:0(-H20) Results,MHCer d18:1/C26:0 Results,Cer d18:2/C25:0(-H20) Results,Cer d18:2/C25:0 Results,SM C44:1 Results,SM d18:1/C26:0 Results,Cer d18:1/C26:1(-H20) Results,Cer d18:1/C26:1 Results,Cer d18:0/C24:0(-H20) Results,Cer d18:0/C24:0 Results,Cer d18:1/C24:0(-H20) Results,Cer d18:1/C24:0 Results,Cer d18:2/C26:0(-H20) Results,Cer d18:2/C26:0 Results,Cer d18:1/C25:0(-H20) Results,Cer d18:1/C25:0 Results,Cer d18:1/C26:0(-H20) Results,Cer d18:1/C26:0 Results
blk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321.9547483,920.5251757,1010,1105,652.4573197,103,2458.645392,0,532.1413949,63,335.501555,303.8509198,1474.455769,194.9679898,0,0,741,112,8595,0,0,0.555986689,308.7131859,44847,140.4124123,116.903417,0,0,0,0,35,0,542.6538702,0,1402.947089,433938.2408,0,0.785677142,3788.45539,0,1.054250285,0,151.8760826,0,0,422,0,845.1027224,0,560.1338923,289.6404532,3104.54614,0,0,0,232,8192.548148,288.1550543,0,39074.51997,7,1752,2.767969116,0,136.7699934,20,125.1510588,0,3386.312265,32795.55613,0,751,0,356.5310201,0.919446556,0,553.813291,167,0,0,0,0,0.397479958,0,1,53519.53119,470.2183579,0,0,0,35152.48266,0,21879,0,0,0,0,0,0,0,418.08533,3730.925569,0,64,0,110.1818627,0.541888904,0,0,112.3546973,0,0,1896.353085,0,1.798219821,0,2,0,0.26714419,0,0,0,0,0,0,0,0,94148,0.627733009,0,133347,0,184.1899392,0,4,0,0,115.7911903,409.2408963,0,0.974413097,0,276,0,0,0,108.82954,0,195.2376125,0,0,183.4510445,698.0382681,0,0,0,0,23863.01597,168.3020088,0,550,0,2274.145663,1321.127162,0,0,0,126.6859659,0,0,76715.21978,0,0,1.160641868,2.111148523,263,0,0.946621532,0,294.6396244,0,34,380.352342,7977.717021,0,140.6699184,0,32,109.3921045,3210.963204,0,291.4008042,0.836282237,0,2849,0,0,3055.999031,0,49,0,0,0,285,1.083242925,0,0,0,1028.707923,0.176717803,0,16,24.0070276,31,462.607517,4049.811416,0,0,0,255.8532442,8.946511942,209.7580093
blk2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804.7960301,242.7065365,676,6574,720.9571518,183,2235.302464,0,140.6928461,5,223.3379391,0,1000.200878,236.6330456,0,0,356,29,8824,0,0,0,0,27092,0,0,2,0,0,0,101,0,1062.705628,0,1483.505677,315770.9929,0,0,4740.118437,0,4.465438682,0,272.6845884,0,0,22,0,348.0038393,0,1002.18811,72.02812521,3032.351883,0,0,0,2,11448.66917,0,1.038701111,28753.85344,69,1942,0,0,0,55,0,0,1838.816606,32925.37989,465.7353618,508,0,0,0,0,0,68,0,0,0,0,0,0,1,17542.02078,631.4716402,0,0,0,20122.16714,0,17491,0,0,0.310171339,0,0,0,0,386.9544347,3728.833841,0,13,0,0,0,2.408772209,0,0,0,59,1142.117127,0,0,0,49,0,0,0,140.7850839,0.471180578,0,0,0,0.558522455,0,0,0,0,88125,273.4568548,0,0,5,0,0,0,0,0,0,0,68,0,0,0,11.00996719,325.1992665,86.72520847,0,0,0,116.0739338,0,125.371818,0,155.4712574,18189.71575,0,35.56136192,449,40.25269562,456.0392833,1088.366593,0,2.79377639,0,0,0,106.9550023,42045.32691,0,0,0,0,152,0,0,0,385.2514496,0,0,465.1504678,5431.216622,0,194.4833786,0,3,0,3249.813583,0,296.4391672,31.23885293,0,909,353.7182842,120.1881845,2331.809751,0,53,0,35.88309925,0,69,0,32,20.46706903,0,738.203148,0,0.973917717,8,0,33,234.288925,2428.320999,0,18.18547204,0,205.3868673,0,127.7311975
blk3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1129.875808,498.1801175,277,7164,519.7234831,159,2163.785892,0,116.1032486,7,199.0895682,0,611.704755,425.0243145,0,0,583,90,9563,0,0,0,0,23037,0,27.42382823,5,0,0,0,69,0,830.2475376,0,809.1057555,374553.7084,0,0,1789.975566,0,0,0,449.1387951,0,0,610,144.0780494,581.4481248,0,923.0311727,229.6452222,1904.012235,0,1.516166286,0,147,12285.41657,0,0,27450.69692,4,3310,0,0,0,59,0,143.7996733,1839.701782,29198.15094,0,362,0,512.4168285,1.191709496,13.3634376,0,41,0,0,0,0,0,0,2,33611.95601,1325.272948,0,0,0,16017.04735,0,15290,0,0,15.08012269,0,0,0,214.937847,209.4469216,1733.1885,0,35,0,0,0,5.262527885,0,0,316.4227347,0,575.402205,1.05304749,0,0,35,0,0,0,0,0,0,0,214.5531783,0,1.53998217,60197,0,0,83598,0,210.5371655,0,4,0,0,0,156.1947246,0,0,0,462,0,0,0,0,104.9868482,270.1949861,0,0,0,722.1263114,0,0,153.4319498,0,12473.35536,0,1.384558016,89,0,992.9664782,437.0440001,0,0,0.85218992,0,0,0,37692.59156,0,0,0,1.325001112,73,0,5.542616578,1.462547009,0,3.797257557,32,522.6407523,5019.233536,0,19.29430068,0,17,215.4105436,2499.572718,0,26.53839054,0,0.232536766,1392,389.4723692,271.5464848,1730.844001,0,0,0,0,0,125,11.21485959,35,0,0,581.2450027,0,0,21,0,20,215.0593491,2771.406187,0,0,0,191.797416,0,138.8749434
SL std mix1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.4327954,0,196838,271,59445.62016,99,841329.0132,3636.862337,7934.547949,2783,115038.4954,66222.41011,541396.8489,277.7787278,0,0,681,45,6624,0,0,0,194.9955406,26645,0,0,1,0,0,0,0,0,1283.995004,0,1364.802407,444585.6455,0,0,3590.722636,0,0,163.1702013,276.5977541,0,0,448,0,526.1722502,0,520.7016206,0,2705.174227,0,0,0,27,2085.542377,0,0,61575.21257,12,1223,0,1.598056768,0,12,0,632.7413169,1199.547055,25763.93686,346.4263116,247,0,39.73873234,0,0,507.4826293,398,0,0,0,125.8336552,0,1.220188169,4,32208.92939,0,0,0,0,14477.46843,0,17229,0,0,2.927061874,1.281295105,0,0,0,283.79846,1521.388901,0,45,0,0,1.431491411,4.565230078,0,0,6.975547937,68,3358.847871,0,0,0,1,168.8826141,0,0,4.26562723,0.829611214,49.64126567,0,0,0,0,9974,0,0,111602,0,308.0284764,0,3,0.736861609,0,0,0,0,0,0,30,0,0,0,0,49.88633418,221.335365,0,145.6465422,0,1367.62518,0,0,0,0,28568.46738,0,0.665205741,1115,0,1283.168577,1100.214407,0,0,0,0,0,0,92934.59687,0,0,2.319445892,0,45,0,0,0,340.4401826,0.311991218,5,548.6568996,8147.346313,0,89.6556855,0,34,191.6298283,3897.440812,0,461.7288565,0,0,2372,401.7776444,119.1621229,2483.077683,21.97277265,43,0,0,0,821,0,4,0.40839835,0,504.8311732,0,0,46,0,68,329.448449,6382.122305,0,0,0,200.3811817,0,259.9638751
SL std mix2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331.7530204,291.6006835,172700,89,53389.67983,218,792475.5264,3696.371023,7394.74998,3012,112730.6861,62814.87409,497121.672,241.6591144,0,0,1043,26,6852,0,0,0,0,25870,0,0,4,0,0,0,31,0,183.8832102,0,1076.025105,330401.0086,0,0,3577.116111,0,0.746744778,197.9426775,0,0,0,268,0,477.8040796,0,116.2871288,171.2053008,2149.130457,0,0,0,42,5156.628895,0,0,38581.61476,5,1274,0,0,0,0,0,228.071024,1806.136979,35327.14722,0,642,0,396.0353689,0,156.9727495,123.7321439,117,0,0,274.9374367,0,0,0,0,35431.0673,197.7018735,0,0,0,15312.33541,0,16376,0,0,0,0,0,0,1.284890442,458.2753356,3304.677857,0,0,0,0,0,0,0,0,3.455941089,81,5844.129459,3.369671635,0,0,1,0,0,0,0,0,0,0,0,0.307963103,0,58614,182.5250592,0,112318,0,0,0,1,0,1.421227798,0,0,0,0,0,0,1.534138501,0,0,0,0,1093.7464,0,0,0,537.8313546,0,0,0,0,20340.97158,1.165575377,0,921,105.6768058,504.499063,1947.579809,0,0,1.397455347,0,0,0,66260.12837,0,1.41723511,1.03640983,0,126,0,0,0,0,0,0,486.3529132,10713.75841,0,50.70223029,0,29,130.7961889,3794.444361,0,522.8750817,0,0,818,0,78.54069405,2021.851822,0,54,0.513015402,45.72751028,60.62866774,1223,0,29,0,0,1227.422567,1.526017277,0,0,0,32,399.3588194,5206.621475,0,0,0,271.5185091,8.963088533,340.6662259
blk6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225.8909614,161.7653905,1472,1172,747.9986851,139,2253.819266,0,641.8735711,19,297.4778122,141.2798458,967.5704417,92.17805616,0,0,530,117,8056,0,0,0,0,20151,125.4686941,0,1,0,0,0,73,0,459.4237268,0,790.5270868,321182.6097,0,0,2619.137917,0,8.095898315,0,0,0,0,64,0,375.3047275,0,602.3963507,0,2100.560722,0,0,0,25,8949.359613,202.5956249,0,34650.37275,16,445,0.720856701,0.74629159,0,133,0,0,2119.128235,30579.19243,295.6838035,550,0,449.6408261,0,0,333.2673362,65,0,0,0,1.045746189,0,0,23,26784.39101,488.6528866,0,0,0,16680.96318,0,15012,0,0,0,0,0,0,47.86542241,562.003898,3825.108249,0,33,0,0,0,0,0,0,1.113738611,0,3387.452523,0,4.73696096,0,1,0,0,0,0,0,0,0,0,0,0,10399,114.2488952,0,113064,0,302.1819839,0,37,0,0,0,270.8808763,1.639197458,0,0,106,0.391724491,0,0,2.126969643,0,409.8958875,0,111.1199895,0,734.6772559,0,87.21093475,0,0,15165.31251,0,0,512,0,855.2560584,1370.715151,0,0,0,0,0,0,71810.81708,202.3967551,0.547192215,0,0,207,0,0,0,0,1.438648813,0,343.9936713,10061.51863,246.7601448,135.0906587,0,62,271.5676771,2113.747232,183.2350225,537.6346921,0,0.570898235,2549,340.8134699,162.866276,2651.262335,0.734908366,31,0,0,77.84410942,265,9.443647591,0,0,0,527.1624724,0,0,25,0,65,494.4291452,2758.958264,0.171582184,0,0,245.8805663,0,276.1709244
M84-samblk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375.8188806,0,200509,1342,59898.75267,95,892927.566,4486.677464,9382.578078,3625,121659.4958,67517.97459,547693.7041,60.64565631,0,0,19737,16,7152,0,0,0,0,23576,0,0,3,0,0,0,55,0,947.395444,0,986.9287582,336483.6287,0,0,3718.012624,0,1.426681498,98.3973516,295.2147947,0,0,204,0,419.2781984,0,0,192.7201961,1622.609507,0,0,0,469,0,153.4800416,0,64154.57457,3,2429,0,0,0,45,0,270.604876,1818.683387,19508.8393,0,225,0,0,0,0,446.6820246,193,0,0,0,0,0,0,64,27386.24781,0,0,4.588541327,0,10638.48461,0,14680,0,0,0,0,0,0,0,221.0335657,6111.938666,0,204,0,0,0,4.527771527,0,0,39.29063451,161,5166.881373,0,0,0,1,0,0,0,0,0,204.4577217,0,0,0,0,51893,64.45457017,0,105055,0,0,0,43,0,0,0,0,0,0,0,18,2.343960482,0,0,0,0,1663.319763,0,0,0,524.0997521,0,122.0547146,0,0,21358.55601,0,0,47,0,326.9575365,837.9953594,0,1.058418704,0,0,0,107.4337863,141259.6002,247.2094228,0,0,1.723714317,77,0,0,0,439.0947294,0.327330336,0,171.9707096,9685.951202,0,225.2369736,0.886987863,43,0,3446.446449,139.108628,818.172476,0,0,439,338.1726877,0,1824.646724,0,41,0,0,127.5181552,2090,0,21,1.150986231,0,280.760027,0,1.69321182,58,66.34151534,110,337.4744692,8532.299946,14.88968336,0,0,326.1053907,0,408.907133
M85-samblk2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377.2721349,3019.839238,212885,1155,67559.97683,110,938912.017,4538.185061,12081.90189,3695,128511.4922,69557.05196,613278.9786,108.4469898,0,0,18702,40,7281,0,0,0,0,19768,0,0,2,0,0,0,79,0,984.0203294,0,990.3287316,348010.7672,0,0,1723.028493,0,0,0,0,0,0,244,194.2451103,839.1822978,0,216.2815444,0,2516.175767,0,0,5.286657547,2,163.2698454,0,0,56512.27258,19,1966,0,0,0,26,0,394.637766,696.3893128,31114.53513,123.0269391,147,0,407.5385979,0,0,589.6067174,406,0,0,0,0,0,0.319989021,48,20238.48598,0,0,0,140.6928962,11909.14119,0,14066,0,0,0,0,1.49737534,0,0.970772812,0,4926.015239,0,20,0,0,0,0,0,1.750084755,0,148,8117.737916,0,0,0,3,1.706717371,241.4493408,0,0,0,142.6159845,0,0,0,0,10323,0,0,73625,0,230.8736421,0,4,0,0,0,95.83430417,0,0,0,81,0,0,0,0,215.1468899,1102.628414,0,0,0,1067.240802,0,0,0,248.3247537,35116.3328,1.124288026,1.688236244,334,0,526.673681,1720.189309,0,0,0,1.127300352,0,296.4877889,120192.6975,71.26898028,3.577497418,0,0,225,0,33.93157686,0,936.1826613,0,35,370.2551545,6910.409193,0,175.5717901,0,39,649.4949451,3468.223509,0,713.4967865,0.552932574,0.698789869,1234,285.3508765,0,2631.859787,0,21,46.70180335,0,265.0533359,3264,1.098362015,21,9.814159439,108.5271746,759.7302809,0,0,8,30.09331986,98,598.4644838,7202.662423,0,0,0,244.9470155,7.650958963,301.4504004
