Sample,C1P d18:1/C16:0 Results,Cer d16:1/C20:0(-H20) Results,Cer d16:1/C20:0 Results,Cer d16:1/C22:1(-H20) Results,Cer d16:1/C22:1 Results,Cer d16:1/C23:0(-H20) Results,Cer d16:1/C23:0 Results,Cer d16:1/C25:1(-H20) Results,Cer d16:1/C25:1 Results,Cer d16:1/C26:0(-H20) Results,Cer d16:1/C26:0 Results,Cer d16:1/C26:1(-H20) Results,Cer d16:1/C26:1 Results,Cer d18:0/C23:1(-H20) Results,Cer d18:0/C23:1 Results,Cer d18:0/C25:0(-H20) Results,Cer d18:0/C25:0 Results,Cer d18:0/C25:1(-H20) Results,Cer d18:0/C25:1 Results,Cer d18:0/C26:0(-H20) Results,Cer d18:0/C26:0 Results,Cer d18:0/C26:1(-H20) Results,Cer d18:0/C26:1 Results,Cer d18:1/C14:1(-H20) Results,Cer d18:1/C14:1 Results,Cer d18:1/C20:1(-H20) Results,Cer d18:1/C20:1 Results,Cer d18:2/C14:0(-H20) Results,Cer d18:2/C14:0 Results,Cer d18:2/C20:1(-H20) Results,Cer d18:2/C20:1 Results,Cer d18:2/C23:1(-H20) Results,Cer d18:2/C23:1 Results,Cer d18:2/C25:1(-H20) Results,Cer d18:2/C25:1 Results,DHCer d16:1/C16:0(-H20) Results,DHCer d16:1/C16:0 Results,DHCer d18:1/C14:0(-H20) Results,DHCer d18:1/C14:0 Results,DHCer d18:2/C18:1(-H20) Results,DHCer d18:2/C18:1 Results,DHCer d18:2/C22:0(-H20) Results,DHCer d18:2/C22:0 Results,DHCer d18:2/C24:0(-H20) Results,DHCer d18:2/C24:0 Results,DHCer d18:2/C24:1(-H20) Results,DHCer d18:2/C24:1 Results,GM3 d16:1/C14:0 Results,GM3 d16:1/C16:0 Results,GM3 d16:1/C18:0 Results,GM3 d16:1/C20:0 Results,GM3 d16:1/C22:0 Results,GM3 d16:1/C24:0 Results,GM3 d16:1/C24:1 Results,GM3 d18:1/C14:0 Results,GM3 d18:1/C20:0 Results,GM3 d18:2/14:0 Results,GM3 d18:2/16:0 Results,GM3 d18:2/18:0 Results,GM3 d18:2/20:0 Results,GM3 d18:2/22:0 Results,GM3 d18:2/24:0 Results,GM3 d18:2/24:1 Results,MHCer d16:1/C16:0(-H20) Results,MHCer d16:1/C16:0 Results,MHCer d16:1/C20:0(-H20) Results,MHCer d16:1/C20:0 Results,MHCer d16:1/C22:0(-H20) Results,MHCer d16:1/C22:0 Results,MHCer d16:1/C22:1(-H20) Results,MHCer d16:1/C22:1 Results,MHCer d16:1/C23:0(-H20) Results,MHCer d16:1/C23:0 Results,MHCer d16:1/C23:1(-H20) Results,MHCer d16:1/C23:1 Results,MHCer d16:1/C24:1(-H20) Results,MHCer d16:1/C24:1 Results,MHCer d16:1/C26:0(-H20) Results,MHCer d16:1/C26:0 Results,MHCer d18:0/C16:0(-H20) Results,MHCer d18:0/C16:0 Results,MHCer d18:0/C16:1(-H20) Results,MHCer d18:0/C16:1 Results,MHCer d18:0/C22:1(-H20) Results,MHCer d18:0/C22:1 Results,MHCer d18:1/C14:0(-H20) Results,MHCer d18:1/C14:0 Results,MHCer d18:1/C18:1(-H20) Results,MHCer d18:1/C18:1 Results,MHCer d18:1/C23:1(-H20) Results,MHCer d18:1/C23:1 Results,MHCer d18:2/C16:0(-H20) Results,MHCer d18:2/C16:0 Results,MHCer d18:2/C16:1(-H20) Results,MHCer d18:2/C16:1 Results,MHCer d18:2/C22:1(-H20) Results,MHCer d18:2/C22:1 Results,SM C34:0 Results,SM C36:0 Results,SM C38:0 Results,SM C40:0 Results,SM C42:0 Results,SM d18:0/C16:0 Results,SM d18:0/C18:0 Results,SM d18:0/C20:0 Results,SM d18:0/C22:0 Results,SM d18:0/C24:0 Results,Sphd16:1 Results,Sphd18:2 Results,Sphd18:1-D7 (ISTD) Results,Sphd18:1 Results,Sphd18:0 Results,Sphd18:0-D7 (ISTD) Results,SM C24:1 (ISTD) Results,SM d18:1/C6:0 (ISTD) Results,C1P d18:1/C8:0 (ISTD) Results,MHCer d18:1/C8:0 (ISTD)(-H20) Results,MHCer d18:1/C8:0 (ISTD) Results,Cer d18:1/C8:0 (ISTD)(-H20) Results,Cer d18:1/C8:0 (ISTD) Results,SM C30:1 Results,SM d18:1/C12:0 Results,SM C32:2 Results,SM d18:2/C14:0 Results,GM3 d18:1/C16:0 Results,SM C32:1 Results,SM d16:1/C16:0 Results,SM d18:1/C14:0 Results,SM C34:2 Results,SM d18:2/C16:0 Results,GM3 d18:1/C18:0 Results,DHCer d18:1/C16:0(-H20) Results,DHCer d18:1/C16:0 Results,DHCer d18:2/C16:0(-H20) Results,DHCer d18:2/C16:0 Results,SM C34:1 Results,SM d16:1/C18:0 Results,SM d18:1/C16:0 Results,MHCer d18:1/C16:1(-H20) Results,MHCer d18:1/C16:1 Results,SM C36:2 Results,SM d18:2/C18:0 Results,MHCer d18:1/C16:0(-H20) Results,MHCer d18:1/C16:0 Results,Cer d16:1/C16:0(-H20) Results,Cer d16:1/C16:0 Results,Cer d18:1/C14:0(-H20) Results,Cer d18:1/C14:0 Results,Cer d18:2/C16:0(-H20) Results,Cer d18:2/C16:0 Results,Cer d18:2/C18:1(-H20) Results,Cer d18:2/C18:1 Results,DHCer d18:1/C18:0(-H20) Results,DHCer d18:1/C18:0 Results,Cer d18:1/C16:1(-H20) Results,Cer d18:1/C16:1 Results,GM3 d18:1/C22:0 Results,GM3 d18:1/C24:1 Results,SM C36:1 Results,SM d16:1/C20:0 Results,SM d18:1/C18:0 Results,SM C38:2 Results,SM d18:2/C20:0 Results,MHCer d18:1/C18:0(-H20) Results,MHCer d18:1/C18:0 Results,Cer d18:1/C16:0(-H20) Results,Cer d18:1/C16:0 Results,Cer d18:0/C16:0(-H20) Results,Cer d18:0/C16:0 Results,Cer d16:1/C18:0(-H20) Results,Cer d16:1/C18:0 Results,MHCer d18:2/C20:0(-H20) Results,MHCer d18:2/C20:0 Results,Cer d18:1/C18:1(-H20) Results,Cer d18:1/C18:1 Results,Cer d18:2/C18:0(-H20) Results,Cer d18:2/C18:0 Results,DHCer d18:1/C20:0(-H20) Results,DHCer d18:1/C20:0 Results,GM3 d18:1/C24:0 Results,DHCer d18:1/C22:1(-H20) Results,DHCer d18:1/C22:1 Results,MHCer d18:1/C20:1(-H20) Results,MHCer d18:1/C20:1 Results,SM C38:1 Results,SM d16:1/C22:0 Results,SM d18:1/C20:0 Results,SM C40:2 Results,SM d16:1/C24:1 Results,SM d18:1/C22:1 Results,SM d18:2/C22:0 Results,SM C42:3 Results,SM d18:2/C24:1 Results,MHCer d18:1/C20:0(-H20) Results,MHCer d18:1/C20:0 Results,MHCer d18:1/C22:1(-H20) Results,MHCer d18:1/C22:1 Results,Cer d18:0/C18:0(-H20) Results,Cer d18:0/C18:0 Results,Cer d18:1/C18:0(-H20) Results,Cer d18:1/C18:0 Results,MHCer d18:2/C24:1(-H20) Results,MHCer d18:2/C24:1 Results,MHCer d18:2/C22:0(-H20) Results,MHCer d18:2/C22:0 Results,SM C41:2 Results,SM d18:1/C23:1 Results,SM d18:2/C23:0 Results,SM C39:1 Results,SM d16:1/C23:0 Results,DHCer d18:1/C22:0(-H20) Results,DHCer d18:1/C22:0 Results,DHCer d18:1/C24:1(-H20) Results,DHCer d18:1/C24:1 Results,Cer d18:2/C22:1(-H20) Results,Cer d18:2/C22:1 Results,Cer d18:2/C20:0(-H20) Results,Cer d18:2/C20:0 Results,MHCer d18:2/C23:0(-H20) Results,MHCer d18:2/C23:0 Results,DHCer d18:1/C23:0(-H20) Results,DHCer d18:1/C23:0 Results,SM C42:2 Results,SM d18:1/C24:1 Results,SM d18:2/C24:0 Results,SM C40:1 Results,SM d16:1/C24:0 Results,SM d18:1/C22:0 Results,MHCer d18:0/C22:0(-H20) Results,MHCer d18:0/C22:0 Results,MHCer d18:1/C22:0(-H20) Results,MHCer d18:1/C22:0 Results,MHCer d18:0/C24:1(-H20) Results,MHCer d18:0/C24:1 Results,MHCer d18:1/C24:1(-H20) Results,MHCer d18:1/C24:1 Results,MHCer d18:2/C24:0(-H20) Results,MHCer d18:2/C24:0 Results,Cer d18:0/C22:1(-H20) Results,Cer d18:0/C22:1 Results,Cer d18:1/C20:0(-H20) Results,Cer d18:1/C20:0 Results,Cer d18:0/C20:0(-H20) Results,Cer d18:0/C20:0 Results,Cer d16:1/C24:1(-H20) Results,Cer d16:1/C24:1 Results,Cer d18:1/C22:1(-H20) Results,Cer d18:1/C22:1 Results,MHCer d16:1/C24:0(-H20) Results,MHCer d16:1/C24:0 Results,DHCer d18:1/C24:0(-H20) Results,DHCer d18:1/C24:0 Results,Cer d16:1/C22:0(-H20) Results,Cer d16:1/C22:0 Results,Cer d18:2/C24:1(-H20) Results,Cer d18:2/C24:1 Results,Cer d18:2/C22:0(-H20) Results,Cer d18:2/C22:0 Results,SM C41:1 Results,MHCer d18:1/C23:0(-H20) Results,MHCer d18:1/C23:0 Results,SM C43:2 Results,SM d18:1/C25:1 Results,SM d18:2/C25:0 Results,MHCer d18:1/C25:1(-H20) Results,MHCer d18:1/C25:1 Results,MHCer d18:0/C23:0(-H20) Results,MHCer d18:0/C23:0 Results,MHCer d18:2/C25:0(-H20) Results,MHCer d18:2/C25:0 Results,Cer d18:1/C23:1(-H20) Results,Cer d18:1/C23:1 Results,MHCer d18:1/C26:1(-H20) Results,MHCer d18:1/C26:1 Results,MHCer d18:0/C24:0(-H20) Results,MHCer d18:0/C24:0 Results,Cer d18:2/C23:0(-H20) Results,Cer d18:2/C23:0 Results,SM C42:1 Results,SM d18:1/C24:0 Results,MHCer d18:1/C24:0(-H20) Results,MHCer d18:1/C24:0 Results,Cer d18:0/C24:1(-H20) Results,Cer d18:0/C24:1 Results,Cer d18:1/C24:1(-H20) Results,Cer d18:1/C24:1 Results,Cer d18:0/C22:0(-H20) Results,Cer d18:0/C22:0 Results,Cer d18:1/C22:0(-H20) Results,Cer d18:1/C22:0 Results,Cer d16:1/C24:0(-H20) Results,Cer d16:1/C24:0 Results,SM d18:1/C23:0 Results,Cer d18:2/C24:0(-H20) Results,Cer d18:2/C24:0 Results,MHCer d18:1/C25:0(-H20) Results,MHCer d18:1/C25:0 Results,Cer d18:2/C26:1(-H20) Results,Cer d18:2/C26:1 Results,SM C43:1 Results,SM d18:1/C25:0 Results,Cer d18:1/C23:0(-H20) Results,Cer d18:1/C23:0 Results,Cer d18:1/C25:1(-H20) Results,Cer d18:1/C25:1 Results,Cer d18:0/C23:0(-H20) Results,Cer d18:0/C23:0 Results,MHCer d18:1/C26:0(-H20) Results,MHCer d18:1/C26:0 Results,Cer d18:2/C25:0(-H20) Results,Cer d18:2/C25:0 Results,SM C44:1 Results,SM d18:1/C26:0 Results,Cer d18:1/C26:1(-H20) Results,Cer d18:1/C26:1 Results,Cer d18:1/C24:0(-H20) Results,Cer d18:1/C24:0 Results,Cer d18:0/C24:0(-H20) Results,Cer d18:0/C24:0 Results,Cer d18:2/C26:0(-H20) Results,Cer d18:2/C26:0 Results,Cer d18:1/C25:0(-H20) Results,Cer d18:1/C25:0 Results,Cer d18:1/C26:0(-H20) Results,Cer d18:1/C26:0 Results
blk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.9486923,47.72006125,3446.13091,1516.4731,152.0489588,1072.705084,2687.339201,0,444.8446788,0,358.8407554,0,821.7944866,90.95228908,0,254.7751453,0,44,2690.13251,0,0,2646.110585,0,0,0,642.3250149,0,0,128477.6412,0,238.1404031,0,0,1684.937259,0,0,179.0085991,0,516.2492218,0,642.2186198,0,852.8655002,0,0,0,52.95438969,0,691.2023584,0,0,9806.748891,9233.423258,158.3204914,2947.946007,0,0,820.5405976,2254.085181,32391.3545,0,299.1136701,0,0,59.00867755,0,0,0,0,669,0,0,105.561031,0,0,0,0,17928.73651,1142.931204,0,7106,0,0,0,13397.45744,0,0,0,0,119.7609542,0,81,116.7435326,7462.358841,0,3.383150717,0,0,1819.937713,0,0.92196836,1604.60457,213.1441189,0,0,0,0,0,110.7045456,0,0,0,0,0,0,56721.88434,120.6259743,0,92730,0,0,0,0,0,1365.714602,0,0,372.2080036,7407.493687,0,4.200451677,0,0,108.3358011,275.134502,0,0,0,0,0,0,385.2535205,193.3781115,0,360.7766714,0,463.3197413,0.974085142,277.894439,0,301.7612837,18897.86217,0,723.6102065,407.7081071,0,0,0,0,0,0,89.09180694,0,0.643847614,162.4045885,0,0,0,68,0,0,46833.1225,0,0,2681.067537,0,11,184.9019752,5016.1053,0,124,885.9584143,9452.062619,0,95.70961567,0,278.1535322,723.1560468,0,371,0,0,3877,248.8466705,0,2067.150032,0,0,0,60,0,14.65205526,0,0,900.689567,0,0,0,364.1882201,8144.893128,0,135,0,0,0,204.2953195,0,746.4496203
blk2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582.928917,71.03265138,5158.787435,4414.807494,363.5365839,1520.733924,3476.948366,0,65.43516655,0,422.2925537,0,976.4497041,57.96197779,0,303.4602967,0,91,3774.411122,0,0,2721.023862,0,40.12604191,0,245.9249542,0,0,118850.5513,0,449.3348372,0,0,997.8947147,0,0,187.4108995,112.540844,365.0143484,0,407.5694473,0,716.6644465,0,0,0,84.0596202,0,1170.293976,0,0,13495.80995,14884.50926,217.8684577,906.7689558,0,200.6107195,561.3777051,3734.471655,28592.01815,0,308.4784796,0,228.7761822,0,0,0,0,0,72,0,0,1.485160078,0,0.316705999,0,0,12856.91627,2557.246135,0,5846,0,0,0,5972.579024,0,0,270.5541044,0,0,0,70,0,4471.485245,0,0,0,0,592.206626,0,0,1349.375456,385.2173571,0,0,0,0,0,0,0,0,0,0,0.361279065,0,37231.61076,0,0,0,487.8797104,0,0,0,0.848725767,1864.819136,0,0,0,7676.991411,0,0,0,0,152.9311542,521.5788176,0,0,0,92.12215255,0,0,229.0138073,0,0,197.2953019,0,470.9317685,0,329.6293466,0,249.161416,13603.57389,0,486.1479349,508.0936968,46.67531034,0,0,0,0,116.9428135,0,0,0.201008057,0,0.873095196,0,0,178,0,0.408051141,30420.25313,146.3349996,0,2576.088975,0,147,110.6098933,2701.358768,0,137,387.2723266,6800.798353,0,736.9583885,234.6421427,0,481.59236,0,96,0,0,2549,159.8714233,0,796.2835206,0,71.0738821,0,37,0,0,0,0,512.1492816,0,0,0,150.6178521,4326.425496,0,69,0,0,0,393.8615601,0,365.4861203
blk3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.941086,155.191912,4055.700899,4535.759087,805.7326272,1487.528894,3046.302745,0,68.65655743,0,338.3243656,0,800.3910613,222.0487929,0,199.9152424,0,5,3174.838728,0,0,3335.579195,0,0,0,362.9368501,0,0,102543.4617,0,349.2449623,0,0,1559.196598,0,0,260.0628081,0,595.7137319,0,481.4827663,0,447.7643291,0,0,0,122.3012288,154.6569446,1548.132472,0,0,24544.94343,13257.36653,0,1184.390269,0,0,782.2210993,2148.07516,29390.30461,0,747.4427117,0,279.6458702,0,0,0,0,0,39,0,0,0,0,0,0,0,11986.24259,1669.292969,0,4975,0,0,0,8147.829002,0,0,0,0,371.1010366,0,220,411.2094122,4747.911563,0.231620351,0,0,0,968.8498418,0,134.9666956,1272.344696,0,0,0,0,0,0,0,0,0,0,86.11569888,0,0,44306.6394,0,0,74283,188.3586952,0,0,0,0,969.0668453,0,0.847404578,321.3399466,6521.938923,0,2.759963118,0,0,0,76.56892707,116.1911751,0,0,0,0,0,0,154.5465968,0,251.8631485,0,817.107662,1.243544268,0,0,0,13448.07766,0,575.2457038,631.6251807,0,0,0,0,0,0,0,0,0,163.1007023,0,0,0,58,6.360839832,0,31343.10962,0,0,3724.887913,0,37,0,3365.895163,0,226,274.8180729,10131.77163,220.6070479,1231.756344,238.7059316,0,661.4223917,0,316,0,0,1644,192.8109444,0,1118.521906,0.093531761,0,0,63,0,0,0,24.65940991,920.8733858,0,0,0,566.2474457,4065.139711,0,149,0,0,0,540.2955927,0,423.3270235
SL std mix1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.8339779,929.1384987,140834.0907,1246.615957,593.7809474,42291.57489,648264.911,3377.140591,14175.82626,3831.871277,129381.5644,52580.24216,503125.8551,129.2838697,0,410.5359538,0,21,3451.342667,0,0,2517.820698,0,0,0,369.2098588,0,0,108749.7063,0,547.4477857,0,0,1510.895354,0,0,0,225.8123739,430.0878606,134.5086997,541.4256326,0,621.2611993,0,0,0,427.7576932,0,73.66514121,0,0,31494.2637,763.9350936,0,1603.535256,0,0,146.857311,958.8712769,36639.54384,288.8037722,489.5977839,0,0,0,0,0,0,0,435,0,0,0,0,0,0,0,14410.88647,0,0,7530,0,0,0,7766.373692,0,0,0,0,0,0,189,185.2152656,10878.54496,0,0,0,0,2330.949022,0,0,5770.641481,0,0,190.8434974,0,0,0,0,0,0,0,0,0,0,43637.13188,0,0,89493,0,0,0,0,0,495.4078586,0,0,0,3150.337058,0,174.5706902,0,0,155.9716958,3268.992343,104.3311748,0,0,262.2327854,0,307.7006935,105.3786821,182.4818977,0,470.9145764,0,1110.634141,0,215.2550377,0,1295.679988,15031.82421,0,594.0008584,2116.66159,0,0,12.83308005,0,0,0,0,0,0,116.9809452,0,0,0,23,0,0,93249.57768,287.0130498,0,1618.371505,0,30,164.5162058,4929.151192,0,249,1066.918855,12024.53816,0,1807.346309,350.8124099,0,221.2549107,0,74,97.47497375,0,290,48.65362609,176.4584631,3221.817376,0,84.17148923,0,76,0,0,0,0,806.7439784,0,14.53837956,141.2115569,299.3724956,12950.32764,0,197,0,0,0,834.3986273,0,719.5764973
SL std mix2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6664724,56.12729476,143949.6612,862.8065737,0,44924.5075,696388.7938,3821.306701,14593.04471,3857.273889,146701.1146,58624.54956,528438.5253,0,0,321.8650291,0,42,2548.443434,0,0,2401.173429,0,0,0,0,0,1.458045172,87045.85745,0,139.5292465,0,0,1559.981347,0,0,167.7377442,0,429.9190654,114.0736369,415.0074352,0,451.8839633,0,0,0,228.1240012,0,894.2084361,0,0,11472.81573,5641.910932,0,920.2039949,0,0,356.6643695,1821.876762,28570.18248,0,987.2641715,0,364.0294405,0,0,0,0,0,405,0,44.78438933,0,65.38025059,0,0,1.128204002,13555.42067,488.0949214,0,7355,0,0,0,8235.342472,0,0,0,0,0,0,23,87.38334456,4916.803146,3.046369284,0,0,0,1761.508217,0,0,3634.003955,148.0697145,0,0,0,0,0,0,0,0,0,0,0,0,44625.115,0,0,0,0,0,0,0,0,360.559861,0,0,0,2062.179909,0,0.77861695,0,0,0,465.2606506,0,0,0,0,0,209.9979657,0,231.6497207,0,206.5850569,0,1104.66669,0,0,0,249.1429583,16972.88494,0,677.2063817,621.7059651,0,0,0,0,0,0,0,2.319573255,0,179.5971655,27.67052905,0,153.3800155,42,0,0,39106.55912,38.73469024,0,1112.33661,0,171,0,3574.467197,0,252,695.3542923,10278.8142,150.7795404,723.6056421,180.3541933,0,313.4976034,111.5587535,300,56.60958822,0,1191,332.2843373,78.48732916,1012.9848,0,0,79.41078066,24,0,0,0,136.0829484,648.5014371,0,0,0,203.381347,6321.004203,0,114,0,0,0,479.025855,0,505.4321898
blk6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.097866,309.0820804,4668.248666,2470.622013,345.9432878,1780.378235,4058.490696,0,360.5933143,0,446.4204155,0,1084.386361,152.1876789,0,311.5759216,0,51,2870.445311,0,0,3387.162562,0,0,0,587.3703186,0,0,93079.22407,0,298.8471625,0,0,2353.626223,0,0,165.9289619,0,418.9031379,0,0,0,166.7541106,0,0,0.233561348,347.9284621,0,1124.887057,0,0,24179.13446,9132.92977,0,2061.126568,0,0,649.6015603,1516.525762,27695.32636,0,459.5494216,0,390.5641465,0,0,0,0,0,286,0.760280115,0,0,242.1688117,0.351662524,0,0,11504.11705,1437.991026,0,7525,0,0,0,8523.467655,0,0,0,0,0,62.6252489,253,211.4945894,4888.28668,0,0,0,0,332.9847657,0,0,1932.752006,299.5864971,0,169.4719044,0,0,0,0,0,0,1.235008511,0,1.66240114,0,52762.64541,278.1401607,0,86256,359.2777216,0,0.802943069,0,0,1532.313411,0,0,0,5453.200341,0,0,0,0,0,298.464036,0,0,0,0,1.894972418,160.2406378,0,297.5318763,0,160.6554624,250.7469886,371.6456468,0.814313112,200.3017884,0,362.2999476,18659.31612,0,333.2573834,1076.347466,130.3539222,0,0,103.4547938,0,0,0,34.09041931,0,461.9955427,1.095874619,150.91001,0,29,223.4310027,0,40812.92787,198.4075613,154.1468846,2766.617598,0,234,138.0949841,3014.835552,0,394,289.0447871,11149.23215,194.2357102,1379.228807,75.11651187,0,239.3781953,0,437,0,0,1734,91.31417326,0,565.6675048,0,98.08222121,0,39,0,0,0,0,582.2878878,0,0,6.522885611,743.429586,4448.078356,0,117,0,0,0,438.9650577,0,523.3398034
M175-samblk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.22691784,175.1641669,129745.6555,969.6610306,319.3057776,42220.12878,577291.9127,2811.945757,8118.294246,3093.061056,108128.1221,46411.82297,403600.1575,330.6157986,0,90200.11004,0,69,3377.356914,0,0,3736.419615,0,0,0,381.3426919,0,0,95115.48875,0,377.3992995,0,0,1545.925985,0,0,0,0,587.7663576,0,379.4043227,0,451.5678293,0,0,0,96.91597666,0,289.7353903,0,0,25401.63481,0,0,680.4979559,0,0,152.1351752,2113.263503,27657.21648,0,34.02201283,0,312.3658544,0,0,0,0,141.2437953,136,0,0,0,0,0,0,0,6855.793971,0,0,6479,0,0,0.406622542,4186.061368,0,0,0,0,0,0,16,388.0038475,9128.844851,0,0,0,0,1881.014243,0,0,3648.099893,0,0,292.8138314,0,224.2581653,0,0,0,0,0,0,0,123.8161864,31269.77512,172.2225908,0,40413,0,0,0,0,0.147822483,1048.615907,0,0,0,1823.778872,0,0,0,214.4760024,220.3370205,3082.268323,0,0,0,585.7289487,0,242.7970974,23.80210498,69.94792898,0,269.5276947,93.08971845,2831.750656,123.9392762,652.4573277,0,330.0136068,33585.87667,0.382919391,0,1245.236249,130.0837486,0,0,330.1313386,147.314241,110.7632131,0,0,73.02469208,337.4837927,111.1336623,0,157.5252285,12,0,0,101052.343,76.9769338,0,1630.756822,0,41,191.5815759,6846.454287,174.5012143,94,760.7701491,17072.32193,121.4600289,1478.296572,87.47595085,0,772.5923442,0,125,0,26.12056758,3622,782.2032572,132.3423342,3196.186303,0,0,0,19,0,0,12.48369458,0,0,0,0,0,776.766792,10839.78865,0,36,0,77.63550165,14.34108974,847.9044506,144.1042249,833.6089303
M176-samblk2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396.722676,483.9861381,129933.3708,1067.104432,106.5011028,40600.52363,566800.4244,2727.069999,7321.732689,2924.803513,104952.0172,42037.58695,389241.3507,136.214654,0,32189.82123,0,4,2590.274675,0,0,2250.995593,0,28.04254025,0,386.9239241,0,0,73728.33532,0,519.3937054,0,0,2224.050332,0,0,0,173.4966851,548.0173691,193.7017194,0,0,368.6400592,0,0,0,0,0,0,0,0,27439.26999,0,158.6313625,854.0972957,0,0,171.2179934,1479.475453,29172.75698,0,314.7384068,0,507.6171335,0,0,0,0,115.5415577,664,0,0,0,0,0,0,0,12499.18908,132.4399635,0,5991,0,0,0,4716.762485,0,0,0,0,0,0,92,0,8230.784714,0,0,0,0,2339.743383,0,0,11412.26075,151.6328507,0,370.9409848,0,0,0,0,1.856394194,0,0,0,0,0,42905.21189,315.4461999,0,80115,0,131.6901158,0,0,0,880.0454721,0,0,27.56408515,713.8420302,0,0,0,0,231.5483519,3740.816351,122.162467,125.988395,0,549.8252621,0,0,0,92.07432766,0,591.0101928,0,3910.165398,90.52295622,389.5399799,0,477.2234921,16056.6959,0,128.6005682,1001.846429,0,1.121481148,0,0,0,0,0,0,139.2975292,270.3949702,0,0,0,31,0,0,94552.11686,74.46375621,0,1427.039757,0,13,407.8249393,5207.162299,0,259,247.1949483,17773.19431,0,823.9197998,211.7204213,0,998.8981297,0,34,0,0,2568,105.2371109,29.35667416,3471.765108,0,95.53170539,0,34,0,0,0,0,0,0,0,0,377.3762318,10016.08893,0,34,0,0,107.5013146,731.721515,79.77353951,1142.759763
